step,thrust_cmd,roll_cmd,pitch_cmd,yaw_cmd,a_thrust,a_roll,a_pitch,a_yaw,gyro_x,gyro_y,gyro_z,ax,ay,az,tilt_roll,tilt_pitch,gate_visible,reward,r_collision,r_progress,r_gate,active_gate,term_reason
0,0.270,-0.008,-0.116,-0.038,+0.000,+0.003,+0.039,+0.013,+0.000,+0.000,-0.000,-3.00,-0.00,-9.34,-0.000,+0.311,1,-0.002,+0.00,+0.000,+0.0,0,
1,0.270,-0.008,-0.091,-0.038,+0.000,+0.003,+0.030,+0.013,+0.010,-0.004,-0.000,-2.98,-0.06,-9.48,-0.007,+0.305,1,-0.001,+0.00,+0.001,+0.0,0,
2,0.270,-0.009,-0.050,-0.038,+0.000,+0.003,+0.017,+0.013,-0.002,+0.207,+0.000,-1.29,-0.01,-10.16,-0.001,+0.126,1,-0.001,+0.00,+0.000,+0.0,0,
3,0.270,-0.008,-0.018,-0.038,+0.000,+0.003,+0.006,+0.013,+0.004,+0.343,+0.041,-0.34,-0.00,-9.33,-0.000,+0.036,1,-0.002,+0.00,+0.000,+0.0,0,
4,0.270,-0.003,-0.031,-0.038,+0.000,+0.001,+0.010,+0.013,+0.040,+0.099,+0.140,-0.97,+0.00,-9.59,+0.000,+0.101,1,+0.005,+0.00,+0.007,+0.0,0,
5,0.270,-0.001,-0.036,-0.023,+0.000,+0.000,+0.012,+0.008,+0.013,+0.059,+0.106,-0.01,+0.00,-9.94,+0.000,+0.001,1,+0.002,+0.00,+0.003,+0.0,0,
6,0.270,+0.008,-0.028,+0.018,+0.000,-0.003,+0.009,-0.006,+0.005,+0.119,+0.046,-0.02,+0.00,-10.06,+0.000,+0.002,1,-0.001,+0.00,+0.000,+0.0,0,
7,0.270,+0.006,-0.030,+0.018,+0.000,-0.002,+0.010,-0.006,-0.004,+0.101,+0.012,-0.02,-0.00,-10.09,-0.000,+0.002,1,-0.002,+0.00,+0.000,+0.0,0,
8,0.270,+0.001,-0.031,+0.005,+0.000,-0.000,+0.010,-0.002,-0.016,+0.086,-0.044,-0.02,-0.00,-10.11,-0.000,+0.002,1,-0.002,+0.00,+0.000,+0.0,0,
9,0.270,+0.001,-0.030,+0.000,+0.000,-0.000,+0.010,-0.000,-0.002,+0.093,-0.047,-0.03,-0.00,-10.11,-0.000,+0.003,1,+0.019,+0.00,+0.020,+0.0,0,
