frame_id,sim_time_ns,recv_wall_s,width,height
993,1784785503515571600,1784785503.522357,640,360
994,1784785503549989700,1784785503.555712,640,360
995,1784785503584799200,1784785503.591168,640,360
996,1784785503612528100,1784785503.617710,640,360
997,1784785503647200600,1784785503.653940,640,360
998,1784785503681987200,1784785503.688766,640,360
999,1784785503716761900,1784785503.724221,640,360
1000,1784785503751398300,1784785503.758803,640,360
1001,1784785503779155500,1784785503.784519,640,360
1002,1784785503813912600,1784785503.821072,640,360
1003,1784785503848615000,1784785503.855433,640,360
1004,1784785503883382600,1784785503.888694,640,360
1005,1784785503918322100,1784785503.925236,640,360
1006,1784785503945814600,1784785503.950948,640,360
1007,1784785503980663200,1784785503.987027,640,360
1008,1784785504015528300,1784785504.022943,640,360
1009,1784785504050106000,1784785504.056347,640,360
1010,1784785504086157400,1784785504.092024,640,360
1011,1784785504112701000,1784785504.117203,640,360
1012,1784785504147222000,1784785504.152216,640,360
1013,1784785504181991100,1784785504.186347,640,360
1014,1784785504216794600,1784785504.220999,640,360
1015,1784785504251484400,1784785504.255154,640,360
1016,1784785504306348400,1784785504.313266,640,360
1017,1784785504312651300,1784785504.321065,640,360
1018,1784785504347638200,1784785504.352319,640,360
1019,1784785504382433200,1784785504.388394,640,360
1020,1784785504417131700,1784785504.421914,640,360
1021,1784785504451817400,1784785504.456262,640,360
1022,1784785504479609200,1784785504.484480,640,360
1023,1784785504514548100,1784785504.519585,640,360
1024,1784785504549135100,1784785504.553391,640,360
1025,1784785504584028700,1784785504.589349,640,360
1026,1784785504618729500,1784785504.625325,640,360
1027,1784785504646336700,1784785504.651039,640,360
1028,1784785504681119300,1784785504.685956,640,360
1029,1784785504715731100,1784785504.719610,640,360
1030,1784785504750571900,1784785504.754729,640,360
1031,1784785504785288100,1784785504.791158,640,360
1032,1784785504813142600,1784785504.818387,640,360
1033,1784785504847750100,1784785504.854391,640,360
1034,1784785504882510000,1784785504.888966,640,360
1035,1784785504917330200,1784785504.923203,640,360
1036,1784785504952043700,1784785504.958616,640,360
1037,1784785504979945200,1784785504.985668,640,360
1038,1784785505014435200,1784785505.019932,640,360
1039,1784785505049197200,1784785505.053312,640,360
1040,1784785505084141200,1784785505.090994,640,360
1041,1784785505118638300,1784785505.123803,640,360
1042,1784785505146402100,1784785505.152225,640,360
1043,1784785505181178800,1784785505.186764,640,360
1044,1784785505215771600,1784785505.220094,640,360
1045,1784785505250591700,1784785505.254413,640,360
1046,1784785505285400200,1784785505.290946,640,360
1047,1784785505313067100,1784785505.317660,640,360
1048,1784785505347739300,1784785505.352136,640,360
1049,1784785505382456200,1784785505.387408,640,360
1050,1784785505417236800,1784785505.422801,640,360
1051,1784785505452063100,1784785505.457632,640,360
1052,1784785505479696500,1784785505.485083,640,360
1053,1784785505514641900,1784785505.519859,640,360
1054,1784785505549322900,1784785505.554554,640,360
1055,1784785505584249500,1784785505.590063,640,360
1056,1784785505618724900,1784785505.622757,640,360
1057,1784785505646492000,1784785505.651572,640,360
1058,1784785505681303100,1784785505.685463,640,360
1059,1784785505716102200,1784785505.720497,640,360
1060,1784785505750692300,1784785505.755083,640,360
1061,1784785505785528000,1784785505.790735,640,360
1062,1784785505813314500,1784785505.818980,640,360
1063,1784785505847943000,1784785505.852306,640,360
1064,1784785505882552400,1784785505.886192,640,360
1065,1784785505917345400,1784785505.922210,640,360
1066,1784785505952056100,1784785505.956201,640,360
1067,1784785505979843600,1784785505.983568,640,360
1068,1784785506014775000,1784785506.020122,640,360
1069,1784785506049473300,1784785506.054490,640,360
1070,1784785506084004200,1784785506.087220,640,360
1071,1784785506118943000,1784785506.123845,640,360
1072,1784785506146588000,1784785506.150886,640,360
1073,1784785506181435700,1784785506.186736,640,360
1074,1784785506216034800,1784785506.219500,640,360
1075,1784785506250749800,1784785506.256561,640,360
1076,1784785506285398600,1784785506.289623,640,360
1077,1784785506313149400,1784785506.316727,640,360
1078,1784785506347919000,1784785506.351526,640,360
1079,1784785506382796200,1784785506.387251,640,360
1080,1784785506417387400,1784785506.421178,640,360
1081,1784785506452068500,1784785506.456496,640,360
1082,1784785506479785400,1784785506.483805,640,360
1083,1784785506514550000,1784785506.518324,640,360
1084,1784785506549341200,1784785506.553466,640,360
1085,1784785506584359500,1784785506.590764,640,360
1086,1784785506611874200,1784785506.616493,640,360
1087,1784785506646848200,1784785506.651915,640,360
1088,1784785506681250300,1784785506.686103,640,360
1089,1784785506716034500,1784785506.720693,640,360
1090,1784785506750795300,1784785506.757076,640,360
1091,1784785506778659600,1784785506.783228,640,360
1092,1784785506813377500,1784785506.817730,640,360
1093,1784785506848062100,1784785506.852722,640,360
1094,1784785506883051800,1784785506.887322,640,360
1095,1784785506917534900,1784785506.922206,640,360
1096,1784785506945323700,1784785506.952725,640,360
1097,1784785506980072600,1784785506.985135,640,360
1098,1784785507014711600,1784785507.019349,640,360
1099,1784785507049312900,1784785507.053337,640,360
1100,1784785507084393400,1784785507.089738,640,360
1101,1784785507112102900,1784785507.116280,640,360
1102,1784785507146444100,1784785507.149734,640,360
1103,1784785507181556900,1784785507.186432,640,360
1104,1784785507216042500,1784785507.220858,640,360
1105,1784785507250717900,1784785507.254561,640,360
1106,1784785507278641100,1784785507.284622,640,360
1107,1784785507313379800,1784785507.317749,640,360
1108,1784785507348100400,1784785507.352717,640,360
1109,1784785507382783100,1784785507.386803,640,360
1110,1784785507417442800,1784785507.421089,640,360
1111,1784785507445494300,1784785507.449875,640,360
1112,1784785507480049600,1784785507.484382,640,360
1113,1784785507514918700,1784785507.519897,640,360
1114,1784785507549409700,1784785507.554375,640,360
1115,1784785507584192900,1784785507.587603,640,360
1116,1784785507612124800,1784785507.616492,640,360
1117,1784785507646765900,1784785507.650727,640,360
1118,1784785507681594700,1784785507.686173,640,360
1119,1784785507716341100,1784785507.721025,640,360
1120,1784785507750988900,1784785507.754762,640,360
1121,1784785507778764800,1784785507.783036,640,360
1122,1784785507813341300,1784785507.816769,640,360
1123,1784785507848352900,1784785507.853842,640,360
1124,1784785507882794100,1784785507.886757,640,360
1125,1784785507917661100,1784785507.921854,640,360
1126,1784785507945296000,1784785507.949718,640,360
1127,1784785507980178200,1784785507.984770,640,360
1128,1784785508014898400,1784785508.018904,640,360
1129,1784785508049559600,1784785508.053169,640,360
1130,1784785508084326400,1784785508.089438,640,360
1131,1784785508113060000,1784785508.118191,640,360
1132,1784785508147561900,1784785508.152484,640,360
1133,1784785508182509600,1784785508.189292,640,360
1134,1784785508217109900,1784785508.222062,640,360
1135,1784785508252016200,1784785508.257340,640,360
1136,1784785508279454400,1784785508.283406,640,360
1137,1784785508314192400,1784785508.318485,640,360
1138,1784785508348895200,1784785508.352398,640,360
1139,1784785508383781300,1784785508.388803,640,360
1140,1784785508418457700,1784785508.422818,640,360
1141,1784785508446282000,1784785508.450528,640,360
1142,1784785508480928800,1784785508.485075,640,360
1143,1784785508515523000,1784785508.519716,640,360
1144,1784785508550403100,1784785508.555459,640,360
1145,1784785508585168700,1784785508.588896,640,360
1146,1784785508612727000,1784785508.616608,640,360
1147,1784785508647577900,1784785508.651911,640,360
1148,1784785508682305600,1784785508.687743,640,360
1149,1784785508717366800,1784785508.722472,640,360
1150,1784785508751726100,1784785508.755681,640,360
1151,1784785508779553800,1784785508.783156,640,360
1152,1784785508814430800,1784785508.818809,640,360
1153,1784785508849083100,1784785508.853956,640,360
1154,1784785508883747700,1784785508.887192,640,360
1155,1784785508918708500,1784785508.923275,640,360
1156,1784785508946333000,1784785508.950548,640,360
1157,1784785508981059400,1784785508.985434,640,360
1158,1784785509015808800,1784785509.020209,640,360
1159,1784785509050514200,1784785509.054731,640,360
1160,1784785509085433200,1784785509.089282,640,360
1161,1784785509113202200,1784785509.118260,640,360
1162,1784785509147717000,1784785509.152250,640,360
1163,1784785509182694600,1784785509.187947,640,360
1164,1784785509217198500,1784785509.223812,640,360
1165,1784785509252135700,1784785509.257236,640,360
1166,1784785509279866000,1784785509.283947,640,360
1167,1784785509314596500,1784785509.319561,640,360
1168,1784785509349490700,1784785509.355290,640,360
1169,1784785509383978500,1784785509.387846,640,360
1170,1784785509418618500,1784785509.421975,640,360
1171,1784785509446446500,1784785509.450252,640,360
1172,1784785509481190200,1784785509.485478,640,360
1173,1784785509515757400,1784785509.520211,640,360
1174,1784785509550574900,1784785509.555490,640,360
1175,1784785509585206400,1784785509.589690,640,360
1176,1784785509613084700,1784785509.618556,640,360
1177,1784785509647966500,1784785509.652850,640,360
1178,1784785509682666700,1784785509.687729,640,360
1179,1784785509717318700,1784785509.721687,640,360
1180,1784785509751930100,1784785509.755822,640,360
1181,1784785509779669000,1784785509.782877,640,360
1182,1784785509814670700,1784785509.820310,640,360
1183,1784785509849366300,1784785509.854347,640,360
1184,1784785509883824400,1784785509.887109,640,360
1185,1784785509918620800,1784785509.923165,640,360
1186,1784785509946461500,1784785509.950393,640,360
1187,1784785509981119000,1784785509.984698,640,360
1188,1784785510016159200,1784785510.021882,640,360
1189,1784785510050633900,1784785510.055017,640,360
1190,1784785510085420000,1784785510.090292,640,360
1191,1784785510113269300,1784785510.117911,640,360
1192,1784785510147923000,1784785510.152434,640,360
1193,1784785510182552700,1784785510.185986,640,360
1194,1784785510217324700,1784785510.221334,640,360
1195,1784785510252098200,1784785510.256326,640,360
1196,1784785510279717700,1784785510.283939,640,360
1197,1784785510314502100,1784785510.318368,640,360
1198,1784785510349268600,1784785510.354177,640,360
1199,1784785510384018900,1784785510.388157,640,360
1200,1784785510418736800,1784785510.422244,640,360
1201,1784785510446754200,1784785510.452928,640,360
1202,1784785510481453600,1784785510.486322,640,360
1203,1784785510516065300,1784785510.521301,640,360
1204,1784785510550622300,1784785510.554334,640,360
1205,1784785510585345800,1784785510.590428,640,360
1206,1784785510613214100,1784785510.617322,640,360
1207,1784785510648173600,1784785510.651721,640,360
1208,1784785510682773700,1784785510.688146,640,360
1209,1784785510717322400,1784785510.720713,640,360
1210,1784785510752120300,1784785510.756435,640,360
1211,1784785510779894500,1784785510.783959,640,360
1212,1784785510814816000,1784785510.819448,640,360
1213,1784785510849332400,1784785510.853169,640,360
1214,1784785510884043900,1784785510.888863,640,360
1215,1784785510918793100,1784785510.924071,640,360
1216,1784785510946531000,1784785510.951639,640,360
1217,1784785510981236000,1784785510.985028,640,360
1218,1784785511016205700,1784785511.020716,640,360
1219,1784785511050583000,1784785511.054185,640,360
1220,1784785511085394400,1784785511.089158,640,360
1221,1784785511113107000,1784785511.118166,640,360
1222,1784785511147891600,1784785511.152074,640,360
1223,1784785511182891100,1784785511.187308,640,360
1224,1784785511217393100,1784785511.221561,640,360
1225,1784785511245240300,1784785511.250348,640,360
1226,1784785511279832000,1784785511.283952,640,360
1227,1784785511314714000,1784785511.318196,640,360
1228,1784785511349361100,1784785511.354650,640,360
1229,1784785511384050100,1784785511.387659,640,360
1230,1784785511411803100,1784785511.415539,640,360
1231,1784785511446660600,1784785511.450261,640,360
1232,1784785511481374300,1784785511.485878,640,360
1233,1784785511515978000,1784785511.520372,640,360
1234,1784785511550883300,1784785511.556496,640,360
1235,1784785511578866400,1784785511.585120,640,360
1236,1784785511613323800,1784785511.618019,640,360
1237,1784785511647965300,1784785511.652044,640,360
1238,1784785511682733800,1784785511.686795,640,360
1239,1784785511717313700,1784785511.721267,640,360
1240,1784785511745489900,1784785511.749796,640,360
1241,1784785511780494500,1784785511.784706,640,360
1242,1784785511815296500,1784785511.820546,640,360
1243,1784785511850091600,1784785511.855570,640,360
1244,1784785511884794600,1784785511.888994,640,360
1245,1784785511912379500,1784785511.916600,640,360
1246,1784785511947023900,1784785511.950417,640,360
1247,1784785511981946100,1784785511.986217,640,360
1248,1784785512016598500,1784785512.020876,640,360
1249,1784785512051545000,1784785512.056393,640,360
1250,1784785512079111400,1784785512.082751,640,360
1251,1784785512114032000,1784785512.118870,640,360
1252,1784785512148562900,1784785512.151986,640,360
1253,1784785512183258900,1784785512.186608,640,360
1254,1784785512217999800,1784785512.221294,640,360
1255,1784785512245742900,1784785512.250385,640,360
1256,1784785512280741900,1784785512.285635,640,360
1257,1784785512315320300,1784785512.319150,640,360
1258,1784785512350021800,1784785512.353777,640,360
1259,1784785512384942000,1784785512.389992,640,360
1260,1784785512412445900,1784785512.416996,640,360
1261,1784785512447271900,1784785512.451659,640,360
1262,1784785512481923400,1784785512.485277,640,360
1263,1784785512516871200,1784785512.522543,640,360
1264,1784785512551326300,1784785512.555548,640,360
1265,1784785512579341500,1784785512.584653,640,360
1266,1784785512613919100,1784785512.617643,640,360
1267,1784785512648683300,1784785512.653213,640,360
1268,1784785512683341000,1784785512.687537,640,360
1269,1784785512718172200,1784785512.723598,640,360
1270,1784785512745876100,1784785512.749989,640,360
1271,1784785512780523800,1784785512.784844,640,360
1272,1784785512815341800,1784785512.819494,640,360
1273,1784785512850135100,1784785512.855009,640,360
1274,1784785512884764100,1784785512.888401,640,360
1275,1784785512912780100,1784785512.917048,640,360
1276,1784785512947193100,1784785512.951153,640,360
1277,1784785512982327200,1784785512.988673,640,360
1278,1784785513017391800,1784785513.021451,640,360
1279,1784785513052396800,1784785513.057007,640,360
1280,1784785513079413900,1784785513.084244,640,360
1281,1784785513115684800,1784785513.120136,640,360
1282,1784785513150734900,1784785513.155997,640,360
1283,1784785513185354200,1784785513.190006,640,360
1284,1784785513212374700,1784785513.216867,640,360
1285,1784785513246956400,1784785513.252176,640,360
1286,1784785513281852100,1784785513.285707,640,360
1287,1784785513316712100,1784785513.321059,640,360
1288,1784785513351155400,1784785513.354678,640,360
1289,1784785513378856600,1784785513.381987,640,360
1290,1784785513413970300,1784785513.419765,640,360
1291,1784785513448356500,1784785513.452471,640,360
1292,1784785513483148800,1784785513.488425,640,360
1293,1784785513517894000,1784785513.522631,640,360
1294,1784785513545696300,1784785513.550445,640,360
1295,1784785513580504000,1784785513.585838,640,360
1296,1784785513615186300,1784785513.619539,640,360
1297,1784785513649944900,1784785513.654592,640,360
1298,1784785513684978900,1784785513.689920,640,360
1299,1784785513712529100,1784785513.718778,640,360
1300,1784785513747332400,1784785513.751986,640,360
1301,1784785513781968500,1784785513.786213,640,360
1302,1784785513816940800,1784785513.822372,640,360
1303,1784785513851512000,1784785513.858155,640,360
1304,1784785513879462400,1784785513.884784,640,360
1305,1784785513914042300,1784785513.918017,640,360
1306,1784785513948832300,1784785513.952971,640,360
1307,1784785513983462600,1784785513.988401,640,360
1308,1784785514018335900,1784785514.023264,640,360
1309,1784785514046002100,1784785514.050799,640,360
1310,1784785514081030300,1784785514.085372,640,360
1311,1784785514115517200,1784785514.120817,640,360
1312,1784785514150265900,1784785514.155446,640,360
1313,1784785514184830800,1784785514.188943,640,360
1314,1784785514212817400,1784785514.217376,640,360
1315,1784785514247480700,1784785514.252056,640,360
1316,1784785514282191100,1784785514.287019,640,360
1317,1784785514316939900,1784785514.321259,640,360
1318,1784785514351679600,1784785514.356283,640,360
1319,1784785514379406500,1784785514.383836,640,360
1320,1784785514414101100,1784785514.419305,640,360
1321,1784785514450978400,1784785514.456509,640,360
1322,1784785514484779600,1784785514.489050,640,360
1323,1784785514512400900,1784785514.516942,640,360
1324,1784785514547204600,1784785514.551924,640,360
1325,1784785514581985000,1784785514.586757,640,360
1326,1784785514616603500,1784785514.620316,640,360
1327,1784785514651420600,1784785514.656437,640,360
1328,1784785514679159100,1784785514.683154,640,360
1329,1784785514713795000,1784785514.718370,640,360
1330,1784785514748714900,1784785514.754685,640,360
1331,1784785514783545100,1784785514.788915,640,360
1332,1784785514818199000,1784785514.823304,640,360
1333,1784785514846174700,1784785514.850663,640,360
1334,1784785514880898500,1784785514.885499,640,360
1335,1784785514915621900,1784785514.919475,640,360
1336,1784785514950345900,1784785514.954892,640,360
1337,1784785514985088600,1784785514.991212,640,360
1338,1784785515012798600,1784785515.017345,640,360
1339,1784785515047615500,1784785515.051810,640,360
1340,1784785515082299000,1784785515.086414,640,360
1341,1784785515117134300,1784785515.122254,640,360
1342,1784785515151901200,1784785515.156111,640,360
1343,1784785515179754800,1784785515.184607,640,360
1344,1784785515214350100,1784785515.218368,640,360
1345,1784785515249230100,1784785515.254318,640,360
1346,1784785515283867800,1784785515.287459,640,360
1347,1784785515318572100,1784785515.322680,640,360
1348,1784785515346349800,1784785515.352079,640,360
1349,1784785515380944300,1784785515.384947,640,360
1350,1784785515415779800,1784785515.419855,640,360
1351,1784785515450497300,1784785515.455500,640,360
1352,1784785515485258900,1784785515.489741,640,360
1353,1784785515512969800,1784785515.517015,640,360
1354,1784785515547638800,1784785515.552325,640,360
1355,1784785515582430500,1784785515.586766,640,360
1356,1784785515617178000,1784785515.621268,640,360
1357,1784785515651960300,1784785515.657123,640,360
1358,1784785515679595100,1784785515.685188,640,360
1359,1784785515714464600,1784785515.719022,640,360
1360,1784785515748999600,1784785515.752737,640,360
1361,1784785515783918400,1784785515.791746,640,360
1362,1784785515818471600,1784785515.822311,640,360
1363,1784785515846407400,1784785515.850378,640,360
1364,1784785515880976700,1784785515.885994,640,360
1365,1784785515915709900,1784785515.920751,640,360
1366,1784785515950513400,1784785515.955985,640,360
1367,1784785515985149400,1784785515.989145,640,360
1368,1784785516012825900,1784785516.017758,640,360
1369,1784785516047638600,1784785516.051597,640,360
1370,1784785516082378600,1784785516.086548,640,360
1371,1784785516117213500,1784785516.122015,640,360
1372,1784785516151948600,1784785516.157656,640,360
1373,1784785516179809500,1784785516.184407,640,360
1374,1784785516214438600,1784785516.219034,640,360
1375,1784785516249056600,1784785516.252342,640,360
1376,1784785516283863300,1784785516.288903,640,360
1377,1784785516318625500,1784785516.323653,640,360
1378,1784785516346362300,1784785516.353045,640,360
1379,1784785516381198800,1784785516.386021,640,360
1380,1784785516415760200,1784785516.420370,640,360
1381,1784785516450557500,1784785516.455891,640,360
1382,1784785516485371500,1784785516.490110,640,360
1383,1784785516512901100,1784785516.517186,640,360
1384,1784785516547734000,1784785516.553384,640,360
1385,1784785516582434400,1784785516.586832,640,360
1386,1784785516617224200,1784785516.622591,640,360
1387,1784785516651867000,1784785516.655076,640,360
1388,1784785516679896100,1784785516.685632,640,360
1389,1784785516714467300,1784785516.718875,640,360
1390,1784785516749166100,1784785516.753613,640,360
1391,1784785516783918100,1784785516.788679,640,360
1392,1784785516818544400,1784785516.822870,640,360
1393,1784785516846305300,1784785516.849973,640,360
1394,1784785516881024300,1784785516.884535,640,360
1395,1784785516915744200,1784785516.920457,640,360
1396,1784785516950491200,1784785516.954310,640,360
1397,1784785516985392700,1784785516.990921,640,360
1398,1784785517012962700,1784785517.016802,640,360
1399,1784785517047637500,1784785517.051814,640,360
1400,1784785517082382200,1784785517.087572,640,360
1401,1784785517117234500,1784785517.122497,640,360
1402,1784785517152033000,1784785517.156368,640,360
1403,1784785517179820800,1784785517.185859,640,360
1404,1784785517214586700,1784785517.219002,640,360
1405,1784785517249308600,1784785517.254586,640,360
1406,1784785517284195900,1784785517.290362,640,360
1407,1784785517318602900,1784785517.323552,640,360
1408,1784785517346294500,1784785517.350034,640,360
1409,1784785517381187300,1784785517.386365,640,360
1410,1784785517416000000,1784785517.420678,640,360
1411,1784785517450656600,1784785517.455273,640,360
1412,1784785517485336900,1784785517.490005,640,360
1413,1784785517513232600,1784785517.518134,640,360
1414,1784785517547736400,1784785517.551979,640,360
1415,1784785517582716200,1784785517.587958,640,360
1416,1784785517617264800,1784785517.621858,640,360
1417,1784785517652221600,1784785517.657447,640,360
1418,1784785517679763800,1784785517.683580,640,360
1419,1784785517714565200,1784785517.718714,640,360
1420,1784785517749233000,1784785517.754214,640,360
1421,1784785517784172600,1784785517.788717,640,360
1422,1784785517818653300,1784785517.822621,640,360
1423,1784785517846394400,1784785517.850674,640,360
1424,1784785517881107200,1784785517.884768,640,360
1425,1784785517916137500,1784785517.920702,640,360
1426,1784785517950806500,1784785517.956681,640,360
1427,1784785517978612000,1784785517.983660,640,360
1428,1784785518013155000,1784785518.016927,640,360
1429,1784785518047977000,1784785518.052626,640,360
1430,1784785518082917700,1784785518.087825,640,360
1431,1784785518117391400,1784785518.122884,640,360
1432,1784785518145170600,1784785518.149372,640,360
1433,1784785518180195700,1784785518.185086,640,360
1434,1784785518214585300,1784785518.218819,640,360
1435,1784785518249252600,1784785518.253267,640,360
1436,1784785518284194300,1784785518.290323,640,360
1437,1784785518312933200,1784785518.317174,640,360
1438,1784785518347772000,1784785518.356308,640,360
1439,1784785518381521500,1784785518.386216,640,360
1440,1784785518416187900,1784785518.420200,640,360
1441,1784785518450847100,1784785518.455932,640,360
1442,1784785518480546200,1784785518.484839,640,360
1443,1784785518515430200,1784785518.520361,640,360
1444,1784785518548444100,1784785518.554073,640,360
1445,1784785518583192000,1784785518.588046,640,360
1446,1784785518617634100,1784785518.622235,640,360
1447,1784785518645616000,1784785518.650589,640,360
1448,1784785518680285400,1784785518.684399,640,360
1449,1784785518715031100,1784785518.720202,640,360
1450,1784785518749661100,1784785518.753360,640,360
1451,1784785518784470100,1784785518.788350,640,360
1452,1784785518812322800,1784785518.817814,640,360
1453,1784785518846927900,1784785518.851233,640,360
1454,1784785518881683200,1784785518.885801,640,360
1455,1784785518916403500,1784785518.920599,640,360
1456,1784785518951301500,1784785518.955962,640,360
1457,1784785518978933100,1784785518.983357,640,360
1458,1784785519013920600,1784785519.019360,640,360
1459,1784785519048404100,1784785519.053221,640,360
1460,1784785519083289900,1784785519.088632,640,360
1461,1784785519117913000,1784785519.121943,640,360
1462,1784785519145517100,1784785519.149801,640,360
1463,1784785519180436300,1784785519.185672,640,360
1464,1784785519215160700,1784785519.218695,640,360
1465,1784785519249733300,1784785519.254170,640,360
1466,1784785519284515300,1784785519.288431,640,360
1467,1784785519312322900,1784785519.317751,640,360
1468,1784785519347214900,1784785519.352418,640,360
1469,1784785519381936900,1784785519.388501,640,360
1470,1784785519416422700,1784785519.421368,640,360
1471,1784785519451188900,1784785519.456038,640,360
1472,1784785519479276000,1784785519.485244,640,360
1473,1784785519513940000,1784785519.518806,640,360
1474,1784785519548518600,1784785519.552098,640,360
1475,1784785519583579600,1784785519.589294,640,360
1476,1784785519618014300,1784785519.622938,640,360
1477,1784785519645776200,1784785519.650198,640,360
1478,1784785519680397600,1784785519.684519,640,360
1479,1784785519715146100,1784785519.719082,640,360
1480,1784785519749985100,1784785519.755176,640,360
1481,1784785519784888900,1784785519.788895,640,360
1482,1784785519812439400,1784785519.818201,640,360
1483,1784785519847148300,1784785519.851506,640,360
1484,1784785519881967100,1784785519.886847,640,360
1485,1784785519916641800,1784785519.920951,640,360
1486,1784785519951443300,1784785519.956369,640,360
1487,1784785519979192500,1784785519.982975,640,360
1488,1784785520014213100,1784785520.020099,640,360
1489,1784785520048866000,1784785520.053156,640,360
1490,1784785520083539900,1784785520.087744,640,360
1491,1784785520118147600,1784785520.121683,640,360
1492,1784785520146004200,1784785520.150231,640,360
1493,1784785520180556000,1784785520.184062,640,360
1494,1784785520215410300,1784785520.219993,640,360
1495,1784785520250207900,1784785520.254329,640,360
1496,1784785520284907700,1784785520.288454,640,360
1497,1784785520312752800,1784785520.317573,640,360
1498,1784785520347379600,1784785520.353062,640,360
1499,1784785520382139600,1784785520.386794,640,360
1500,1784785520416873600,1784785520.421324,640,360
1501,1784785520451546600,1784785520.455563,640,360
1502,1784785520479378400,1784785520.483700,640,360
1503,1784785520514306200,1784785520.519187,640,360
1504,1784785520548685100,1784785520.552824,640,360
1505,1784785520583375900,1784785520.586947,640,360
1506,1784785520618556200,1784785520.624590,640,360
1507,1784785520646095300,1784785520.650170,640,360
1508,1784785520681044300,1784785520.686296,640,360
1509,1784785520715576200,1784785520.719861,640,360
1510,1784785520750229000,1784785520.755355,640,360
1511,1784785520784992300,1784785520.789657,640,360
1512,1784785520812876700,1784785520.818614,640,360
1513,1784785520847569200,1784785520.851827,640,360
1514,1784785520882161600,1784785520.886314,640,360
1515,1784785520916907300,1784785520.920394,640,360
1516,1784785520951868400,1784785520.957333,640,360
1517,1784785520981988200,1784785520.986594,640,360
1518,1784785521014418000,1784785521.018830,640,360
1519,1784785521049230000,1784785521.053471,640,360
1520,1784785521083868300,1784785521.088967,640,360
1521,1784785521118404600,1784785521.122659,640,360
1522,1784785521146202400,1784785521.150533,640,360
1523,1784785521181040100,1784785521.185387,640,360
1524,1784785521215553100,1784785521.219435,640,360
1525,1784785521250624000,1784785521.255521,640,360
1526,1784785521285112900,1784785521.288970,640,360
1527,1784785521312948700,1784785521.316712,640,360
1528,1784785521347679600,1784785521.352265,640,360
1529,1784785521382425200,1784785521.386977,640,360
1530,1784785521417260800,1784785521.421450,640,360
1531,1784785521451803000,1784785521.456025,640,360
1532,1784785521479671400,1784785521.484825,640,360
1533,1784785521514366700,1784785521.518991,640,360
1534,1784785521548900400,1784785521.552386,640,360
1535,1784785521583840600,1784785521.587849,640,360
1536,1784785521618398600,1784785521.621876,640,360
