msg,ts,sample
HIGHRES_IMU,190463669,-9.3504
HIGHRES_IMU,190470607,-9.3503
HIGHRES_IMU,190477526,-9.3503
HIGHRES_IMU,190484491,-9.3504
HIGHRES_IMU,190498354,-9.3504
HIGHRES_IMU,190505292,-9.3503
HIGHRES_IMU,190512222,-9.3504
HIGHRES_IMU,190519170,-9.3503
HIGHRES_IMU,190533117,-9.3503
HIGHRES_IMU,190540073,-9.3504
HIGHRES_IMU,190547049,-9.3503
HIGHRES_IMU,190553999,-9.3503
HIGHRES_IMU,190567895,-9.3503
HIGHRES_IMU,190574833,-9.3503
HIGHRES_IMU,190581773,-9.3503
HIGHRES_IMU,190588638,-9.3503
HIGHRES_IMU,190602589,-9.3503
HIGHRES_IMU,190609509,-9.3503
HIGHRES_IMU,190616460,-9.3503
HIGHRES_IMU,190623392,-9.3503
HIGHRES_IMU,190637232,-9.3504
HIGHRES_IMU,190644207,-9.3503
HIGHRES_IMU,190651114,-9.3503
HIGHRES_IMU,190665001,-9.3503
HIGHRES_IMU,190672085,-9.3503
HIGHRES_IMU,190678999,-9.3503
HIGHRES_IMU,190685955,-9.3503
HIGHRES_IMU,190699841,-9.3503
HIGHRES_IMU,190706861,-9.3503
HIGHRES_IMU,190713806,-9.3503
HIGHRES_IMU,190720771,-9.3503
HIGHRES_IMU,190734554,-9.3503
HIGHRES_IMU,190741504,-9.3503
HIGHRES_IMU,190748433,-9.3503
HIGHRES_IMU,190762320,-9.3503
HIGHRES_IMU,190769320,-9.3503
HIGHRES_IMU,190776239,-9.3503
HIGHRES_IMU,190790143,-9.3503
HIGHRES_IMU,190797094,-9.3503
HIGHRES_IMU,190804060,-9.3503
HIGHRES_IMU,190811055,-9.3503
HIGHRES_IMU,190824920,-9.3503
HIGHRES_IMU,190831823,-9.3503
HIGHRES_IMU,190838776,-9.3503
HIGHRES_IMU,190845684,-9.3502
HIGHRES_IMU,190859626,-9.3503
HIGHRES_IMU,190866615,-9.3502
HIGHRES_IMU,190873509,-9.3503
HIGHRES_IMU,190880403,-9.3503
HIGHRES_IMU,190894311,-9.3502
HIGHRES_IMU,190901207,-9.3503
HIGHRES_IMU,190908197,-9.3503
HIGHRES_IMU,190915118,-9.3503
HIGHRES_IMU,190929010,-9.3503
HIGHRES_IMU,190935971,-9.3502
HIGHRES_IMU,190942947,-9.3503
HIGHRES_IMU,190949902,-9.3502
HIGHRES_IMU,190963792,-9.3502
HIGHRES_IMU,190970731,-9.3503
HIGHRES_IMU,190977679,-9.3502
HIGHRES_IMU,190984647,-9.3502
HIGHRES_IMU,190998486,-9.3502
HIGHRES_IMU,191005543,-9.3503
HIGHRES_IMU,191012445,-9.3502
HIGHRES_IMU,191026283,-9.3502
HIGHRES_IMU,191033216,-9.3503
HIGHRES_IMU,191040171,-9.3502
HIGHRES_IMU,191047096,-9.3502
HIGHRES_IMU,191060980,-9.3502
HIGHRES_IMU,191067939,-9.3502
HIGHRES_IMU,191074934,-9.3502
HIGHRES_IMU,191088777,-9.3503
HIGHRES_IMU,191095767,-9.3501
HIGHRES_IMU,191102696,-9.3503
HIGHRES_IMU,191109624,-9.3502
HIGHRES_IMU,191123561,-9.3502
HIGHRES_IMU,191130469,-9.3502
HIGHRES_IMU,191137438,-9.3502
HIGHRES_IMU,191144353,-9.3502
HIGHRES_IMU,191158195,-9.3502
HIGHRES_IMU,191165161,-9.3502
HIGHRES_IMU,191172226,-9.3502
HIGHRES_IMU,191179036,-9.3502
HIGHRES_IMU,191192974,-9.3502
HIGHRES_IMU,191199914,-9.3502
HIGHRES_IMU,191206815,-9.3502
HIGHRES_IMU,191213979,-9.3503
HIGHRES_IMU,191228406,-9.3504
HIGHRES_IMU,191235468,-9.3500
HIGHRES_IMU,191242384,-9.3502
HIGHRES_IMU,191249263,-9.3501
HIGHRES_IMU,191263156,-9.3501
HIGHRES_IMU,191270131,-9.3502
HIGHRES_IMU,191277059,-9.3502
HIGHRES_IMU,191284492,-9.3501
HIGHRES_IMU,191297915,-9.3502
HIGHRES_IMU,191305053,-9.3502
HIGHRES_IMU,191311688,-9.3501
HIGHRES_IMU,191325696,-9.3501
HIGHRES_IMU,191332557,-9.3502
HIGHRES_IMU,191339484,-9.3501
HIGHRES_IMU,191346487,-9.3502
HIGHRES_IMU,191360485,-9.3501
HIGHRES_IMU,191367262,-9.3502
HIGHRES_IMU,191374271,-9.3502
HIGHRES_IMU,191381167,-9.3502
HIGHRES_IMU,191395032,-9.3502
HIGHRES_IMU,191401972,-9.3501
HIGHRES_IMU,191408996,-9.3502
HIGHRES_IMU,191415939,-9.3502
HIGHRES_IMU,191429770,-9.3502
HIGHRES_IMU,191436763,-9.3502
HIGHRES_IMU,191443673,-9.3500
HIGHRES_IMU,191457577,-9.3501
HIGHRES_IMU,191464568,-9.3502
HIGHRES_IMU,191471411,-9.3501
HIGHRES_IMU,191485338,-9.3501
HIGHRES_IMU,191492321,-9.3501
HIGHRES_IMU,191499214,-9.3501
HIGHRES_IMU,191506173,-9.3501
HIGHRES_IMU,191520081,-9.3500
HIGHRES_IMU,191527011,-9.3501
HIGHRES_IMU,191533958,-9.3501
HIGHRES_IMU,191540910,-9.3501
HIGHRES_IMU,191554804,-9.3501
HIGHRES_IMU,191561715,-9.3501
HIGHRES_IMU,191568704,-9.3501
HIGHRES_IMU,191582605,-9.3502
HIGHRES_IMU,191589596,-9.3501
HIGHRES_IMU,191596474,-9.3501
HIGHRES_IMU,191603471,-9.3501
HIGHRES_IMU,191617310,-9.3501
HIGHRES_IMU,191624241,-9.3500
HIGHRES_IMU,191631138,-9.3501
HIGHRES_IMU,191645062,-9.3500
HIGHRES_IMU,191652169,-9.3501
HIGHRES_IMU,191659046,-9.3501
HIGHRES_IMU,191665910,-9.3501
HIGHRES_IMU,191679841,-9.3501
HIGHRES_IMU,191686833,-9.3501
HIGHRES_IMU,191693760,-9.3501
HIGHRES_IMU,191700699,-9.3501
HIGHRES_IMU,191714541,-9.3501
HIGHRES_IMU,191721466,-9.3501
HIGHRES_IMU,191728419,-9.3501
HIGHRES_IMU,191742334,-9.3501
HIGHRES_IMU,191749248,-9.3500
HIGHRES_IMU,191756224,-9.3501
HIGHRES_IMU,191763165,-9.3500
HIGHRES_IMU,191777062,-9.3501
HIGHRES_IMU,191784041,-9.3500
HIGHRES_IMU,191791004,-9.3501
HIGHRES_IMU,191798066,-9.3501
HIGHRES_IMU,191811940,-9.3501
HIGHRES_IMU,191818886,-9.3500
HIGHRES_IMU,191825983,-9.3500
HIGHRES_IMU,191839661,-9.3500
HIGHRES_IMU,191846642,-9.3501
HIGHRES_IMU,191853535,-9.3501
HIGHRES_IMU,191860447,-9.3500
HIGHRES_IMU,191874369,-9.3500
HIGHRES_IMU,191881279,-9.3501
HIGHRES_IMU,191888229,-9.3501
HIGHRES_IMU,191895240,-9.3500
HIGHRES_IMU,191909135,-9.3500
HIGHRES_IMU,191916062,-9.3501
HIGHRES_IMU,191923116,-9.3501
HIGHRES_IMU,191930011,-9.3499
HIGHRES_IMU,191943825,-9.3501
HIGHRES_IMU,191950779,-9.3500
HIGHRES_IMU,191957710,-9.3501
HIGHRES_IMU,191964950,-9.3501
HIGHRES_IMU,191978682,-9.3500
HIGHRES_IMU,191985501,-9.3500
HIGHRES_IMU,191992442,-9.3500
HIGHRES_IMU,191999336,-9.3501
HIGHRES_IMU,192006348,-9.3501
HIGHRES_IMU,192020255,-9.3501
HIGHRES_IMU,192027194,-9.3499
HIGHRES_IMU,192034191,-9.3500
HIGHRES_IMU,192048023,-9.3499
HIGHRES_IMU,192054951,-9.3500
HIGHRES_IMU,192061939,-9.3500
HIGHRES_IMU,192068862,-9.3500
HIGHRES_IMU,192082846,-9.3499
HIGHRES_IMU,192089704,-9.3500
HIGHRES_IMU,192096602,-9.3501
HIGHRES_IMU,192103604,-9.3499
HIGHRES_IMU,192117511,-9.3500
HIGHRES_IMU,192124492,-9.3500
HIGHRES_IMU,192131353,-9.3499
HIGHRES_IMU,192138285,-9.3500
HIGHRES_IMU,192152218,-9.3499
HIGHRES_IMU,192159135,-9.3500
HIGHRES_IMU,192166062,-9.3499
HIGHRES_IMU,192173036,-9.3500
HIGHRES_IMU,192186916,-9.3499
HIGHRES_IMU,192194006,-9.3500
HIGHRES_IMU,192200787,-9.3500
HIGHRES_IMU,192207765,-9.3499
HIGHRES_IMU,192214754,-9.3500
HIGHRES_IMU,192228563,-9.3500
HIGHRES_IMU,192235543,-9.3500
HIGHRES_IMU,192242551,-9.3499
HIGHRES_IMU,192256394,-9.3500
HIGHRES_IMU,192263305,-9.3500
HIGHRES_IMU,192270271,-9.3500
HIGHRES_IMU,192277246,-9.3499
HIGHRES_IMU,192291108,-9.3499
HIGHRES_IMU,192298077,-9.3500
HIGHRES_IMU,192305047,-9.3500
HIGHRES_IMU,192311966,-9.3498
HIGHRES_IMU,192318887,-9.3500
HIGHRES_IMU,192332925,-9.3498
HIGHRES_IMU,192339809,-9.3500
HIGHRES_IMU,192346753,-9.3500
HIGHRES_IMU,192353876,-9.3498
HIGHRES_IMU,192367582,-9.3500
HIGHRES_IMU,192374483,-9.3498
HIGHRES_IMU,192381422,-9.3500
HIGHRES_IMU,192388372,-9.3500
HIGHRES_IMU,192402297,-9.3500
HIGHRES_IMU,192409213,-9.3499
HIGHRES_IMU,192416407,-9.3499
HIGHRES_IMU,192430103,-9.3499
HIGHRES_IMU,192436962,-9.3499
HIGHRES_IMU,192443984,-9.3500
HIGHRES_IMU,192450831,-9.3498
HIGHRES_IMU,192464696,-9.3499
HIGHRES_IMU,192471675,-9.3500
HIGHRES_IMU,192478655,-9.3499
HIGHRES_IMU,192485609,-9.3499
HIGHRES_IMU,192499402,-9.3498
HIGHRES_IMU,192506450,-9.3500
HIGHRES_IMU,192513330,-9.3498
HIGHRES_IMU,192520284,-9.3499
HIGHRES_IMU,192534238,-9.3498
HIGHRES_IMU,192541129,-9.3500
HIGHRES_IMU,192548068,-9.3498
HIGHRES_IMU,192555068,-9.3500
HIGHRES_IMU,192568955,-9.3500
HIGHRES_IMU,192575863,-9.3498
HIGHRES_IMU,192582819,-9.3500
HIGHRES_IMU,192596648,-9.3499
HIGHRES_IMU,192603612,-9.3498
HIGHRES_IMU,192610570,-9.3499
HIGHRES_IMU,192617508,-9.3499
HIGHRES_IMU,192631499,-9.3499
HIGHRES_IMU,192638367,-9.3499
HIGHRES_IMU,192645372,-9.3498
HIGHRES_IMU,192652340,-9.3499
HIGHRES_IMU,192666167,-9.3499
HIGHRES_IMU,192673105,-9.3499
HIGHRES_IMU,192680061,-9.3498
HIGHRES_IMU,192693906,-9.3498
HIGHRES_IMU,192700817,-9.3499
HIGHRES_IMU,192707799,-9.3498
HIGHRES_IMU,192714774,-9.3499
HIGHRES_IMU,192728673,-9.3499
HIGHRES_IMU,192735632,-9.3498
HIGHRES_IMU,192742689,-9.3499
HIGHRES_IMU,192749527,-9.3499
HIGHRES_IMU,192763381,-9.3499
HIGHRES_IMU,192770399,-9.3498
HIGHRES_IMU,192777319,-9.3499
HIGHRES_IMU,192791284,-9.3498
HIGHRES_IMU,192798251,-9.3499
HIGHRES_IMU,192805030,-9.3498
HIGHRES_IMU,192812000,-9.3499
HIGHRES_IMU,192825877,-9.3498
HIGHRES_IMU,192833023,-9.3499
HIGHRES_IMU,192839773,-9.3497
HIGHRES_IMU,192853703,-9.3498
HIGHRES_IMU,192860602,-9.3499
HIGHRES_IMU,192867507,-9.3498
HIGHRES_IMU,192874449,-9.3499
HIGHRES_IMU,192881423,-9.3497
HIGHRES_IMU,192895304,-9.3497
HIGHRES_IMU,192902283,-9.3499
HIGHRES_IMU,192909319,-9.3497
HIGHRES_IMU,192923155,-9.3497
HIGHRES_IMU,192930041,-9.3499
HIGHRES_IMU,192937021,-9.3497
HIGHRES_IMU,192943973,-9.3499
HIGHRES_IMU,192957922,-9.3498
HIGHRES_IMU,192964785,-9.3497
HIGHRES_IMU,192971713,-9.3499
HIGHRES_IMU,192985627,-9.3498
HIGHRES_IMU,192992557,-9.3497
HIGHRES_IMU,192999448,-9.3498
HIGHRES_IMU,193006468,-9.3497
HIGHRES_IMU,193020319,-9.3497
HIGHRES_IMU,193027284,-9.3499
HIGHRES_IMU,193034223,-9.3497
HIGHRES_IMU,193041183,-9.3499
HIGHRES_IMU,193055123,-9.3498
HIGHRES_IMU,193062015,-9.3497
HIGHRES_IMU,193068952,-9.3498
HIGHRES_IMU,193075888,-9.3498
HIGHRES_IMU,193089747,-9.3499
HIGHRES_IMU,193096722,-9.3497
HIGHRES_IMU,193103661,-9.3498
HIGHRES_IMU,193110705,-9.3497
HIGHRES_IMU,193124610,-9.3497
HIGHRES_IMU,193131617,-9.3498
HIGHRES_IMU,193138507,-9.3497
HIGHRES_IMU,193145456,-9.3498
HIGHRES_IMU,193159241,-9.3497
HIGHRES_IMU,193166176,-9.3499
HIGHRES_IMU,193173222,-9.3497
HIGHRES_IMU,193180187,-9.3498
HIGHRES_IMU,193194010,-9.3498
HIGHRES_IMU,193201021,-9.3497
HIGHRES_IMU,193207902,-9.3498
HIGHRES_IMU,193214867,-9.3498
HIGHRES_IMU,193228833,-9.3498
HIGHRES_IMU,193235629,-9.3497
HIGHRES_IMU,193242591,-9.3498
HIGHRES_IMU,193249580,-9.3497
HIGHRES_IMU,193263558,-9.3497
HIGHRES_IMU,193270367,-9.3498
HIGHRES_IMU,193277312,-9.3497
HIGHRES_IMU,193284241,-9.3498
HIGHRES_IMU,193298165,-9.3498
HIGHRES_IMU,193305095,-9.3498
HIGHRES_IMU,193312033,-9.3497
HIGHRES_IMU,193319142,-9.3498
HIGHRES_IMU,193332912,-9.3498
HIGHRES_IMU,193339883,-9.3497
HIGHRES_IMU,193346849,-9.3498
HIGHRES_IMU,193360694,-9.3498
HIGHRES_IMU,193367702,-9.3496
HIGHRES_IMU,193374564,-9.3498
HIGHRES_IMU,193381519,-9.3497
HIGHRES_IMU,193395473,-9.3496
HIGHRES_IMU,193402373,-9.3498
HIGHRES_IMU,193409305,-9.3496
HIGHRES_IMU,193416230,-9.3498
HIGHRES_IMU,193430096,-9.3498
HIGHRES_IMU,193437095,-9.3496
HIGHRES_IMU,193444078,-9.3497
HIGHRES_IMU,193450974,-9.3497
HIGHRES_IMU,193464818,-9.3496
HIGHRES_IMU,193471821,-9.3497
HIGHRES_IMU,193478776,-9.3497
HIGHRES_IMU,193485721,-9.3497
HIGHRES_IMU,193499532,-9.3498
HIGHRES_IMU,193506511,-9.3496
HIGHRES_IMU,193513443,-9.3497
HIGHRES_IMU,193520377,-9.3496
HIGHRES_IMU,193534321,-9.3496
HIGHRES_IMU,193541295,-9.3497
HIGHRES_IMU,193548347,-9.3496
HIGHRES_IMU,193555328,-9.3498
HIGHRES_IMU,193569053,-9.3497
HIGHRES_IMU,193575998,-9.3496
HIGHRES_IMU,193582939,-9.3497
HIGHRES_IMU,193596772,-9.3497
HIGHRES_IMU,193603739,-9.3496
HIGHRES_IMU,193610727,-9.3497
HIGHRES_IMU,193617663,-9.3496
HIGHRES_IMU,193624628,-9.3498
HIGHRES_IMU,193638602,-9.3497
HIGHRES_IMU,193645431,-9.3496
HIGHRES_IMU,193652372,-9.3497
HIGHRES_IMU,193666385,-9.3497
HIGHRES_IMU,193673207,-9.3496
HIGHRES_IMU,193680135,-9.3498
HIGHRES_IMU,193687086,-9.3496
HIGHRES_IMU,193700957,-9.3496
HIGHRES_IMU,193707962,-9.3497
HIGHRES_IMU,193714890,-9.3496
HIGHRES_IMU,193721821,-9.3497
HIGHRES_IMU,193735689,-9.3497
HIGHRES_IMU,193742705,-9.3496
HIGHRES_IMU,193749600,-9.3497
HIGHRES_IMU,193763468,-9.3497
HIGHRES_IMU,193770441,-9.3496
HIGHRES_IMU,193777397,-9.3497
HIGHRES_IMU,193784300,-9.3496
HIGHRES_IMU,193791256,-9.3497
HIGHRES_IMU,193805143,-9.3497
HIGHRES_IMU,193812133,-9.3496
HIGHRES_IMU,193818989,-9.3497
HIGHRES_IMU,193825952,-9.3496
HIGHRES_IMU,193839857,-9.3496
HIGHRES_IMU,193846898,-9.3497
HIGHRES_IMU,193853843,-9.3496
HIGHRES_IMU,193860708,-9.3497
HIGHRES_IMU,193874729,-9.3497
HIGHRES_IMU,193881540,-9.3495
HIGHRES_IMU,193888538,-9.3497
HIGHRES_IMU,193895439,-9.3496
HIGHRES_IMU,193909260,-9.3496
HIGHRES_IMU,193916281,-9.3497
HIGHRES_IMU,193923252,-9.3496
HIGHRES_IMU,193930120,-9.3497
HIGHRES_IMU,193944061,-9.3496
HIGHRES_IMU,193950973,-9.3495
HIGHRES_IMU,193957973,-9.3497
HIGHRES_IMU,193964849,-9.3495
HIGHRES_IMU,193978735,-9.3495
HIGHRES_IMU,193985676,-9.3496
HIGHRES_IMU,193992738,-9.3495
HIGHRES_IMU,193999694,-9.3496
HIGHRES_IMU,194006564,-9.3495
HIGHRES_IMU,194020421,-9.3495
HIGHRES_IMU,194027430,-9.3497
HIGHRES_IMU,194034402,-9.3495
HIGHRES_IMU,194048220,-9.3495
HIGHRES_IMU,194055189,-9.3496
HIGHRES_IMU,194062158,-9.3495
HIGHRES_IMU,194069070,-9.3496
HIGHRES_IMU,194082931,-9.3496
HIGHRES_IMU,194089898,-9.3495
HIGHRES_IMU,194096838,-9.3497
HIGHRES_IMU,194103759,-9.3495
HIGHRES_IMU,194117751,-9.3495
HIGHRES_IMU,194124615,-9.3496
HIGHRES_IMU,194131538,-9.3495
HIGHRES_IMU,194138503,-9.3496
HIGHRES_IMU,194152382,-9.3496
HIGHRES_IMU,194159265,-9.3495
HIGHRES_IMU,194166256,-9.3496
HIGHRES_IMU,194173273,-9.3495
HIGHRES_IMU,194187138,-9.3494
HIGHRES_IMU,194194058,-9.3496
HIGHRES_IMU,194200921,-9.3495
HIGHRES_IMU,194207893,-9.3496
HIGHRES_IMU,194221793,-9.3496
HIGHRES_IMU,194228876,-9.3495
HIGHRES_IMU,194235748,-9.3496
HIGHRES_IMU,194242647,-9.3495
HIGHRES_IMU,194256535,-9.3495
HIGHRES_IMU,194263483,-9.3496
HIGHRES_IMU,194270456,-9.3495
HIGHRES_IMU,194277410,-9.3496
HIGHRES_IMU,194291321,-9.3496
HIGHRES_IMU,194298240,-9.3494
HIGHRES_IMU,194305179,-9.3496
HIGHRES_IMU,194319058,-9.3496
HIGHRES_IMU,194326017,-9.3495
HIGHRES_IMU,194332977,-9.3496
HIGHRES_IMU,194339939,-9.3495
HIGHRES_IMU,194353826,-9.3495
HIGHRES_IMU,194360713,-9.3496
HIGHRES_IMU,194367683,-9.3495
HIGHRES_IMU,194374638,-9.3496
HIGHRES_IMU,194388493,-9.3495
HIGHRES_IMU,194395423,-9.3495
HIGHRES_IMU,194402387,-9.3496
HIGHRES_IMU,194409317,-9.3494
HIGHRES_IMU,194423286,-9.3494
HIGHRES_IMU,194430157,-9.3495
HIGHRES_IMU,194437192,-9.3495
HIGHRES_IMU,194444116,-9.3496
HIGHRES_IMU,194457964,-9.3496
HIGHRES_IMU,194464883,-9.3494
HIGHRES_IMU,194471834,-9.3495
HIGHRES_IMU,194478761,-9.3494
HIGHRES_IMU,194492715,-9.3494
HIGHRES_IMU,194499660,-9.3496
HIGHRES_IMU,194506596,-9.3494
HIGHRES_IMU,194513494,-9.3496
HIGHRES_IMU,194527360,-9.3495
HIGHRES_IMU,194534338,-9.3494
HIGHRES_IMU,194541345,-9.3495
HIGHRES_IMU,194555270,-9.3495
HIGHRES_IMU,194562163,-9.3494
HIGHRES_IMU,194569133,-9.3495
HIGHRES_IMU,194576085,-9.3494
HIGHRES_IMU,194589933,-9.3494
HIGHRES_IMU,194596866,-9.3495
HIGHRES_IMU,194603838,-9.3494
HIGHRES_IMU,194610769,-9.3495
HIGHRES_IMU,194624615,-9.3495
HIGHRES_IMU,194631556,-9.3494
HIGHRES_IMU,194638540,-9.3495
HIGHRES_IMU,194645506,-9.3494
HIGHRES_IMU,194659406,-9.3494
HIGHRES_IMU,194666382,-9.3496
HIGHRES_IMU,194673306,-9.3494
HIGHRES_IMU,194680253,-9.3495
HIGHRES_IMU,194687173,-9.3494
HIGHRES_IMU,194701164,-9.3494
HIGHRES_IMU,194708047,-9.3495
HIGHRES_IMU,194714931,-9.3494
HIGHRES_IMU,194721971,-9.3495
HIGHRES_IMU,194735825,-9.3495
HIGHRES_IMU,194742765,-9.3494
HIGHRES_IMU,194749647,-9.3495
HIGHRES_IMU,194763512,-9.3495
HIGHRES_IMU,194770473,-9.3493
HIGHRES_IMU,194777476,-9.3495
HIGHRES_IMU,194784370,-9.3493
HIGHRES_IMU,194798287,-9.3493
HIGHRES_IMU,194805233,-9.3495
HIGHRES_IMU,194812148,-9.3493
HIGHRES_IMU,194826026,-9.3493
HIGHRES_IMU,194832969,-9.3495
HIGHRES_IMU,194839888,-9.3493
HIGHRES_IMU,194847010,-9.3495
HIGHRES_IMU,194860759,-9.3495
HIGHRES_IMU,194869185,-9.3494
HIGHRES_IMU,194875236,-9.3496
HIGHRES_IMU,194882144,-9.3492
HIGHRES_IMU,194895989,-9.3493
HIGHRES_IMU,194902996,-9.3495
HIGHRES_IMU,194909975,-9.3493
HIGHRES_IMU,194923803,-9.3493
HIGHRES_IMU,194930722,-9.3495
HIGHRES_IMU,194937714,-9.3493
HIGHRES_IMU,194944634,-9.3494
HIGHRES_IMU,194958573,-9.3494
HIGHRES_IMU,194965446,-9.3493
HIGHRES_IMU,194972424,-9.3495
HIGHRES_IMU,194979380,-9.3493
HIGHRES_IMU,194993346,-9.3493
HIGHRES_IMU,195000264,-9.3494
HIGHRES_IMU,195007182,-9.3493
HIGHRES_IMU,195021023,-9.3493
HIGHRES_IMU,195027914,-9.3494
HIGHRES_IMU,195034964,-9.3493
HIGHRES_IMU,195041860,-9.3495
HIGHRES_IMU,195055757,-9.3494
HIGHRES_IMU,195062924,-9.3493
HIGHRES_IMU,195069787,-9.3494
HIGHRES_IMU,195083530,-9.3495
HIGHRES_IMU,195090497,-9.3493
HIGHRES_IMU,195097488,-9.3494
HIGHRES_IMU,195104451,-9.3493
HIGHRES_IMU,195118375,-9.3493
HIGHRES_IMU,195125248,-9.3495
HIGHRES_IMU,195132271,-9.3493
HIGHRES_IMU,195139137,-9.3494
HIGHRES_IMU,195153158,-9.3494
HIGHRES_IMU,195160102,-9.3493
HIGHRES_IMU,195167029,-9.3494
HIGHRES_IMU,195173962,-9.3493
HIGHRES_IMU,195187820,-9.3492
HIGHRES_IMU,195194765,-9.3494
HIGHRES_IMU,195201724,-9.3493
HIGHRES_IMU,195208659,-9.3495
HIGHRES_IMU,195222592,-9.3495
HIGHRES_IMU,195229541,-9.3493
HIGHRES_IMU,195236481,-9.3494
HIGHRES_IMU,195243373,-9.3493
HIGHRES_IMU,195257256,-9.3492
HIGHRES_IMU,195264466,-9.3494
HIGHRES_IMU,195271228,-9.3492
HIGHRES_IMU,195278120,-9.3494
HIGHRES_IMU,195291963,-9.3494
HIGHRES_IMU,195298908,-9.3493
HIGHRES_IMU,195305872,-9.3494
HIGHRES_IMU,195312878,-9.3492
HIGHRES_IMU,195326706,-9.3493
HIGHRES_IMU,195333775,-9.3494
HIGHRES_IMU,195340580,-9.3492
HIGHRES_IMU,195347526,-9.3494
HIGHRES_IMU,195361434,-9.3494
HIGHRES_IMU,195368351,-9.3493
HIGHRES_IMU,195375364,-9.3494
HIGHRES_IMU,195389278,-9.3494
HIGHRES_IMU,195396200,-9.3492
HIGHRES_IMU,195403187,-9.3494
HIGHRES_IMU,195410125,-9.3493
HIGHRES_IMU,195423985,-9.3494
HIGHRES_IMU,195430925,-9.3492
HIGHRES_IMU,195437878,-9.3494
HIGHRES_IMU,195444818,-9.3492
HIGHRES_IMU,195458645,-9.3492
HIGHRES_IMU,195465590,-9.3493
HIGHRES_IMU,195472648,-9.3492
HIGHRES_IMU,195479591,-9.3494
HIGHRES_IMU,195493435,-9.3493
HIGHRES_IMU,195500322,-9.3492
HIGHRES_IMU,195507318,-9.3494
HIGHRES_IMU,195514281,-9.3492
HIGHRES_IMU,195528086,-9.3492
HIGHRES_IMU,195535101,-9.3493
HIGHRES_IMU,195542026,-9.3492
HIGHRES_IMU,195548980,-9.3493
HIGHRES_IMU,195562860,-9.3494
HIGHRES_IMU,195569794,-9.3492
HIGHRES_IMU,195576742,-9.3494
HIGHRES_IMU,195590641,-9.3493
HIGHRES_IMU,195597525,-9.3492
HIGHRES_IMU,195604592,-9.3494
HIGHRES_IMU,195611478,-9.3492
HIGHRES_IMU,195625395,-9.3492
HIGHRES_IMU,195632278,-9.3494
HIGHRES_IMU,195639247,-9.3492
HIGHRES_IMU,195653138,-9.3492
HIGHRES_IMU,195660016,-9.3493
HIGHRES_IMU,195666977,-9.3492
HIGHRES_IMU,195673931,-9.3493
HIGHRES_IMU,195687919,-9.3493
HIGHRES_IMU,195694854,-9.3492
HIGHRES_IMU,195701729,-9.3492
HIGHRES_IMU,195708669,-9.3494
HIGHRES_IMU,195722558,-9.3492
HIGHRES_IMU,195729485,-9.3493
HIGHRES_IMU,195736491,-9.3492
HIGHRES_IMU,195743419,-9.3494
HIGHRES_IMU,195757332,-9.3493
HIGHRES_IMU,195764217,-9.3492
HIGHRES_IMU,195771179,-9.3493
HIGHRES_IMU,195778094,-9.3492
HIGHRES_IMU,195792060,-9.3492
HIGHRES_IMU,195798908,-9.3493
HIGHRES_IMU,195806005,-9.3492
HIGHRES_IMU,195819862,-9.3492
HIGHRES_IMU,195826784,-9.3493
HIGHRES_IMU,195833718,-9.3492
HIGHRES_IMU,195840678,-9.3493
HIGHRES_IMU,195854564,-9.3493
HIGHRES_IMU,195861450,-9.3492
HIGHRES_IMU,195868387,-9.3493
HIGHRES_IMU,195875379,-9.3492
HIGHRES_IMU,195882311,-9.3493
HIGHRES_IMU,195896148,-9.3491
HIGHRES_IMU,195903137,-9.3493
HIGHRES_IMU,195910142,-9.3491
HIGHRES_IMU,195917072,-9.3493
HIGHRES_IMU,195930897,-9.3493
HIGHRES_IMU,195937859,-9.3492
HIGHRES_IMU,195944801,-9.3492
HIGHRES_IMU,195958711,-9.3491
HIGHRES_IMU,195965665,-9.3493
HIGHRES_IMU,195972650,-9.3492
HIGHRES_IMU,195979512,-9.3492
HIGHRES_IMU,195993405,-9.3492
HIGHRES_IMU,196000364,-9.3493
HIGHRES_IMU,196007322,-9.3492
HIGHRES_IMU,196014294,-9.3492
HIGHRES_IMU,196028127,-9.3493
HIGHRES_IMU,196035234,-9.3491
HIGHRES_IMU,196042070,-9.3492
HIGHRES_IMU,196048938,-9.3491
HIGHRES_IMU,196055907,-9.3492
HIGHRES_IMU,196069867,-9.3491
HIGHRES_IMU,196076798,-9.3493
HIGHRES_IMU,196083864,-9.3492
HIGHRES_IMU,196090900,-9.3491
HIGHRES_IMU,196104931,-9.3491
HIGHRES_IMU,196113432,-9.3492
HIGHRES_IMU,196119511,-9.3492
HIGHRES_IMU,196126031,-9.3491
HIGHRES_IMU,196140210,-9.3491
HIGHRES_IMU,196146949,-9.3492
HIGHRES_IMU,196154027,-9.3491
HIGHRES_IMU,196161012,-9.3492
HIGHRES_IMU,196174726,-9.3493
HIGHRES_IMU,196182152,-9.3491
HIGHRES_IMU,196188057,-9.3491
HIGHRES_IMU,196202580,-9.3491
HIGHRES_IMU,196217633,-9.3494
HIGHRES_IMU,196224345,-9.3489
HIGHRES_IMU,196231438,-9.3491
HIGHRES_IMU,196246308,-9.3491
HIGHRES_IMU,196252771,-9.3491
HIGHRES_IMU,196259246,-9.3493
HIGHRES_IMU,196266109,-9.3491
HIGHRES_IMU,196279970,-9.3491
HIGHRES_IMU,196286974,-9.3491
HIGHRES_IMU,196293940,-9.3492
