wall_s,phase,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw,gyro_x,gyro_y,gyro_z,acc_z
1784786915.7784,baseline,0.27,0,0,0,-4.2097963159903884e-07,2.5239851311198436e-06,6.195932655828074e-12,-9.995039939880371
1784786915.7986,baseline,0.27,0,0,0,-4.7617777454433963e-07,2.5817719233600656e-06,5.314859663485549e-12,-9.99400806427002
1784786915.8188,baseline,0.27,0,0,0,-2.5715746687637875e-07,1.8331842284169397e-06,4.320099833421409e-12,-9.991971969604492
1784786915.8392,baseline,0.27,0,0,0,-1.890041403385112e-07,1.579648710503534e-06,3.666400516522117e-12,-9.990957260131836
1784786915.8594,baseline,0.27,0,0,0,-2.44167154050956e-07,1.5169786138358177e-06,3.0127011996228248e-12,-9.989410400390625
1784786915.8798,baseline,0.27,0,0,0,-3.595473572204355e-07,1.5224841263261624e-06,2.3305801732931286e-12,-9.987387657165527
1784786915.9000,baseline,0.27,0,0,0,-2.6425880150782177e-07,1.4287276144386851e-06,2.0747847884194925e-12,-9.98636531829834
1784786915.9206,roll_pos,0.27,1.5,0,0,-1.4268448467191774e-07,1.3091083701510797e-06,1.6342482922482304e-12,-9.985127449035645
1784786915.9408,roll_pos,0.27,1.5,0,0,-0.7665480375289917,1.5497207641601562e-06,-2.384185791015625e-07,-13.553332328796387
1784786915.9611,roll_pos,0.27,1.5,0,0,-3.92093563079834,2.6226043701171875e-06,-1.2516975402832031e-06,-14.976066589355469
1784786915.9814,roll_pos,0.27,1.5,0,0,-4.527231693267822,1.9073486328125e-06,-1.9073486328125e-06,-11.834592819213867
1784786916.0019,roll_pos,0.27,1.5,0,0,-4.081489562988281,1.9073486328125e-06,-1.7881393432617188e-06,-9.191861152648926
1784786916.0222,roll_pos,0.27,1.5,0,0,-3.9033570289611816,1.1920928955078125e-06,-1.5497207641601562e-06,-8.7268705368042
1784786916.0424,roll_pos,0.27,1.5,0,0,-3.945974826812744,0.0,-1.0728836059570312e-06,-8.842422485351562
1784786916.0627,roll_pos,0.27,1.5,0,0,-4.061083793640137,4.76837158203125e-07,-9.5367431640625e-07,-9.262381553649902
1784786916.0831,roll_pos,0.27,1.5,0,0,-4.086516857147217,1.9073486328125e-06,-1.430511474609375e-06,-9.578516006469727
1784786916.1033,roll_pos,0.27,1.5,0,0,-4.092650413513184,0.0,-4.76837158203125e-07,-9.768598556518555
1784786916.1238,roll_pos,0.27,1.5,0,0,-4.111608028411865,1.430511474609375e-06,-2.1457672119140625e-06,-10.067150115966797
