step,thrust_cmd,roll_cmd,pitch_cmd,yaw_cmd,a_thrust,a_roll,a_pitch,a_yaw,gyro_x,gyro_y,gyro_z,ax,ay,az,tilt_roll,tilt_pitch,gate_visible,reward,r_collision,r_progress,r_gate,active_gate,term_reason
0,0.270,+0.001,+1.200,-0.000,+0.000,-0.000,-0.400,+0.000,+0.000,+0.000,-0.000,-3.00,+0.00,-9.34,+0.000,+0.311,1,-0.004,+0.00,+0.000,+0.0,0,
1,0.270,+0.024,+1.200,-0.000,+0.000,-0.008,-0.400,+0.000,+0.001,-0.010,+0.000,-3.01,+0.03,-10.07,+0.003,+0.290,1,-0.009,+0.00,-0.006,+0.0,0,
2,0.270,+0.095,+0.580,-0.000,+0.000,-0.032,-0.193,+0.000,+0.007,-2.808,+0.003,-3.30,+0.21,-16.52,+0.013,+0.197,1,+0.187,+0.00,+0.189,+0.0,0,
3,0.270,-0.010,-1.019,-0.000,+0.000,+0.003,+0.340,+0.000,-0.201,-2.287,-0.027,+0.18,-0.02,-11.26,-0.001,-0.016,1,-0.012,+0.00,-0.007,+0.0,0,
4,0.270,-0.004,-0.794,-0.000,+0.000,+0.001,+0.265,+0.000,-0.077,+2.027,+0.015,-0.21,-0.01,-15.13,-0.001,+0.014,1,+0.010,+0.00,+0.013,+0.0,0,
5,0.270,+0.002,-0.779,-0.000,+0.000,-0.001,+0.260,+0.000,+0.032,+2.321,+0.023,-0.18,+0.00,-11.02,+0.000,+0.016,1,-0.138,+0.00,-0.136,+0.0,0,
6,0.270,-0.001,-0.810,-0.000,+0.000,+0.000,+0.270,+0.000,-0.010,+1.705,+0.002,-0.11,-0.00,-9.06,-0.000,+0.012,1,-0.003,+0.00,-0.001,+0.0,0,
7,0.270,-0.000,-0.795,-0.000,+0.000,+0.000,+0.265,+0.000,-0.010,+1.975,-0.008,-0.13,-0.00,-9.04,-0.000,+0.014,1,-0.000,+0.00,+0.002,+0.0,0,
8,0.270,-0.000,-0.793,-0.000,+0.000,+0.000,+0.264,+0.000,-0.002,+1.997,-0.001,-0.13,-0.00,-9.37,-0.000,+0.014,1,-0.005,+0.00,-0.002,+0.0,0,
9,0.270,-0.000,-0.791,-0.000,+0.000,+0.000,+0.264,+0.000,-0.005,+1.972,+0.002,-0.14,-0.00,-9.70,-0.000,+0.014,1,+0.001,+0.00,+0.004,+0.0,0,
10,0.270,-0.000,-0.786,-0.000,+0.000,+0.000,+0.262,+0.000,-0.004,+1.997,+0.001,-0.15,-0.00,-9.90,-0.000,+0.015,1,+0.004,+0.00,+0.006,+0.0,0,
11,0.270,-0.000,-0.782,-0.000,+0.000,+0.000,+0.261,+0.000,-0.003,+1.999,-0.000,-0.16,-0.00,-9.97,-0.000,+0.016,1,+0.022,+0.00,+0.024,+0.0,0,
12,0.270,-0.000,-0.775,-0.000,+0.000,+0.000,+0.258,+0.000,-0.003,+1.993,-0.000,-0.17,-0.00,-10.01,-0.000,+0.017,1,+0.097,+0.00,+0.099,+0.0,0,
13,0.270,-0.000,-0.766,-0.000,+0.000,+0.000,+0.255,+0.000,-0.002,+1.988,+0.000,-0.18,-0.00,-10.01,-0.000,+0.018,1,-0.077,+0.00,-0.075,+0.0,0,
14,0.270,-0.000,-0.755,-0.000,+0.000,+0.000,+0.252,+0.000,-0.002,+1.973,+0.000,-0.19,-0.00,-9.98,-0.000,+0.019,1,-0.123,+0.00,-0.121,+0.0,0,
15,0.270,-0.000,-0.745,-0.000,+0.000,+0.000,+0.248,+0.000,-0.002,+1.956,+0.000,-0.20,-0.00,-9.94,-0.000,+0.021,0,-0.022,+0.00,+0.000,+0.0,0,
16,0.270,-0.000,-0.731,-0.000,+0.000,+0.000,+0.244,+0.000,-0.001,+1.934,-0.000,-0.22,-0.00,-9.88,-0.000,+0.023,0,-0.022,+0.00,+0.000,+0.0,0,
17,0.270,-0.000,-0.715,-0.000,+0.000,+0.000,+0.238,+0.000,-0.001,+1.896,-0.000,-0.24,-0.00,-9.81,-0.000,+0.025,0,-0.022,+0.00,+0.000,+0.0,0,
18,0.270,-0.000,-0.690,-0.000,+0.000,+0.000,+0.230,+0.000,-0.001,+1.858,+0.000,-0.27,-0.00,-9.72,-0.000,+0.028,0,-0.022,+0.00,+0.000,+0.0,0,
19,0.270,-0.000,-0.679,-0.000,+0.000,+0.000,+0.226,+0.000,-0.001,+1.797,+0.000,-0.28,-0.00,-9.62,-0.000,+0.029,0,-0.022,+0.00,+0.000,+0.0,0,
20,0.270,-0.000,-0.662,-0.000,+0.000,+0.000,+0.221,+0.000,-0.001,+1.767,-0.000,-0.30,-0.00,-9.55,-0.000,+0.032,0,-0.022,+0.00,+0.000,+0.0,0,
21,0.270,-0.000,-0.645,-0.000,+0.000,+0.000,+0.215,+0.000,-0.001,+1.735,-0.000,-0.32,-0.00,-9.45,-0.000,+0.034,0,-0.022,+0.00,+0.000,+0.0,0,
22,0.270,-0.000,-0.624,-0.000,+0.000,+0.000,+0.208,+0.000,-0.000,+1.691,-0.000,-0.34,-0.00,-9.32,-0.000,+0.037,0,-0.022,+0.00,+0.000,+0.0,0,
23,0.270,-0.000,-0.602,-0.000,+0.000,+0.000,+0.201,+0.000,-0.000,+1.639,+0.000,-0.36,-0.00,-9.18,-0.000,+0.040,0,-0.022,+0.00,+0.000,+0.0,0,
