step,thrust_cmd,roll_cmd,pitch_cmd,yaw_cmd,a_thrust,a_roll,a_pitch,a_yaw,gyro_x,gyro_y,gyro_z,ax,ay,az,tilt_roll,tilt_pitch,gate_visible,reward,r_collision,r_progress,r_gate,active_gate,term_reason
0,0.270,+0.001,-0.206,+0.004,+0.000,-0.000,+0.069,-0.001,+0.000,+0.000,-0.000,-3.00,+0.00,-9.34,+0.000,+0.311,1,-0.001,+0.00,+0.000,+0.0,0,
1,0.270,+0.001,-0.183,+0.004,+0.000,-0.000,+0.061,-0.001,+0.001,-0.011,+0.000,-3.01,+0.03,-10.10,+0.003,+0.290,1,-0.002,+0.00,+0.000,+0.0,0,
2,0.270,+0.046,-0.119,+0.200,+0.000,-0.015,+0.040,-0.067,+0.002,+0.306,+0.003,-2.37,+0.01,-10.62,+0.001,+0.220,1,-0.002,+0.00,+0.000,+0.0,0,
3,0.270,+0.003,-0.060,+0.010,+0.000,-0.001,+0.020,-0.003,+0.000,+0.573,-0.088,-0.62,+0.00,-9.50,+0.000,+0.066,1,+0.001,+0.00,+0.002,+0.0,0,
4,0.270,-0.018,-0.078,-0.018,+0.000,+0.006,+0.026,+0.006,-0.101,+0.283,-0.426,+0.02,-0.01,-9.49,-0.001,-0.002,1,-0.002,+0.00,+0.000,+0.0,0,
5,0.270,-0.007,-0.083,-0.046,+0.000,+0.002,+0.028,+0.015,+0.054,+0.185,-0.055,-0.02,+0.00,-9.92,+0.000,+0.002,1,-0.002,+0.00,+0.000,+0.0,0,
6,0.270,-0.007,-0.070,-0.041,+0.000,+0.002,+0.023,+0.014,+0.020,+0.242,+0.207,-0.03,+0.00,-10.03,+0.000,+0.003,1,+0.002,+0.00,+0.003,+0.0,0,
7,0.270,-0.005,-0.068,-0.030,+0.000,+0.002,+0.023,+0.010,+0.006,+0.206,+0.153,-0.03,+0.00,-10.08,+0.000,+0.003,1,+0.005,+0.00,+0.007,+0.0,0,
8,0.270,-0.001,-0.065,-0.017,+0.000,+0.000,+0.022,+0.006,+0.013,+0.186,+0.051,-0.03,+0.00,-10.10,+0.000,+0.003,1,-0.001,+0.00,+0.000,+0.0,0,
9,0.270,-0.001,-0.064,-0.016,+0.000,+0.000,+0.021,+0.005,+0.006,+0.184,+0.026,-0.04,+0.00,-10.10,+0.000,+0.004,1,+0.008,+0.00,+0.009,+0.0,0,
10,0.270,-0.002,-0.061,-0.014,+0.000,+0.001,+0.020,+0.005,+0.000,+0.177,+0.024,-0.05,+0.00,-10.10,+0.000,+0.005,1,-0.002,+0.00,+0.000,+0.0,0,
11,0.270,-0.001,-0.060,-0.011,+0.000,+0.000,+0.020,+0.004,+0.003,+0.168,+0.036,-0.06,+0.00,-10.09,+0.000,+0.006,1,+0.022,+0.00,+0.023,+0.0,0,
12,0.270,+0.000,-0.058,-0.007,+0.000,-0.000,+0.019,+0.002,+0.001,+0.161,+0.029,-0.08,+0.00,-10.09,+0.000,+0.008,1,-0.002,+0.00,+0.000,+0.0,0,
13,0.270,-0.001,-0.057,-0.009,+0.000,+0.000,+0.019,+0.003,-0.001,+0.155,+0.017,-0.09,-0.00,-10.08,-0.000,+0.009,1,-0.002,+0.00,+0.000,+0.0,0,
14,0.270,-0.001,-0.057,-0.009,+0.000,+0.000,+0.019,+0.003,-0.000,+0.152,+0.013,-0.10,-0.00,-10.08,-0.000,+0.010,1,+0.049,+0.00,+0.051,+0.0,0,
15,0.270,+0.001,-0.056,-0.003,+0.000,-0.000,+0.019,+0.001,+0.001,+0.149,+0.017,-0.05,+0.00,-10.08,+0.000,+0.005,1,+0.005,+0.00,+0.006,+0.0,0,
16,0.270,+0.000,-0.054,-0.003,+0.000,-0.000,+0.018,+0.001,-0.002,+0.147,+0.015,-0.13,-0.00,-10.06,-0.000,+0.013,1,+0.004,+0.00,+0.006,+0.0,0,
17,0.270,+0.000,-0.053,-0.003,+0.000,-0.000,+0.018,+0.001,-0.002,+0.143,+0.005,-0.15,-0.00,-10.05,-0.000,+0.015,1,+0.017,+0.00,+0.019,+0.0,0,
18,0.270,+0.000,-0.052,-0.003,+0.000,-0.000,+0.017,+0.001,-0.000,+0.138,+0.005,-0.18,-0.00,-10.04,-0.000,+0.018,1,+0.013,+0.00,+0.014,+0.0,0,
19,0.298,-0.001,-0.053,-0.006,+0.057,+0.000,+0.018,+0.002,-0.000,+0.136,+0.007,-0.20,-0.00,-10.04,-0.000,+0.020,1,+0.007,+0.00,+0.008,+0.0,0,
20,0.301,+0.001,-0.051,+0.000,+0.062,-0.000,+0.017,-0.000,+0.000,+0.134,+0.010,-0.22,-0.00,-10.57,-0.000,+0.021,1,+0.016,+0.00,+0.017,+0.0,0,
21,0.302,+0.000,-0.050,-0.002,+0.064,-0.000,+0.017,+0.001,-0.001,+0.134,+0.010,-0.25,-0.00,-11.28,-0.000,+0.022,1,+0.032,+0.00,+0.034,+0.0,0,
22,0.305,+0.000,-0.049,+0.000,+0.070,-0.000,+0.016,-0.000,-0.002,+0.129,-0.000,-0.28,-0.00,-11.61,-0.000,+0.024,1,+0.019,+0.00,+0.020,+0.0,0,
23,0.270,+0.000,-0.048,+0.000,+0.000,-0.000,+0.016,-0.000,-0.001,+0.125,-0.001,-0.33,-0.00,-11.82,-0.000,+0.028,1,+0.029,+0.00,+0.030,+0.0,0,
24,0.309,+0.001,-0.048,+0.001,+0.077,-0.000,+0.016,-0.000,-0.001,+0.124,-0.001,-0.34,-0.00,-11.28,-0.000,+0.030,1,+0.019,+0.00,+0.021,+0.0,0,
25,0.309,+0.001,-0.047,+0.004,+0.078,-0.000,+0.016,-0.001,-0.001,+0.121,-0.001,-0.38,-0.00,-11.16,-0.000,+0.034,1,+0.036,+0.00,+0.038,+0.0,0,
26,0.312,+0.001,-0.046,+0.004,+0.084,-0.000,+0.015,-0.001,-0.002,+0.121,-0.004,-0.41,-0.00,-11.85,-0.000,+0.035,1,+0.045,+0.00,+0.047,+0.0,0,
27,0.314,+0.000,-0.045,+0.003,+0.089,-0.000,+0.015,-0.001,-0.003,+0.116,-0.010,-0.45,-0.00,-12.12,-0.000,+0.037,1,-0.002,+0.00,+0.000,+0.0,0,
28,0.316,-0.001,-0.043,-0.004,+0.092,+0.000,+0.014,+0.001,-0.002,+0.113,-0.010,-0.50,-0.00,-12.29,-0.000,+0.041,1,-0.001,+0.00,+0.000,+0.0,0,
29,0.309,-0.000,-0.044,+0.000,+0.078,+0.000,+0.015,-0.000,-0.000,+0.111,-0.006,-0.52,-0.00,-12.41,-0.000,+0.042,1,-0.002,+0.00,+0.000,+0.0,0,
30,0.307,-0.001,-0.042,-0.004,+0.073,+0.000,+0.014,+0.001,+0.002,+0.109,+0.006,-0.57,+0.00,-12.33,+0.000,+0.046,1,-0.002,+0.00,+0.000,+0.0,0,
31,0.308,+0.000,-0.040,+0.002,+0.077,-0.000,+0.013,-0.001,+0.000,+0.107,+0.005,-0.61,+0.00,-11.81,+0.000,+0.052,1,-0.002,+0.00,+0.000,+0.0,0,
32,0.310,+0.001,-0.039,+0.004,+0.081,-0.000,+0.013,-0.001,+0.000,+0.103,+0.005,-0.66,-0.00,-11.75,-0.000,+0.056,1,-0.002,+0.00,+0.000,+0.0,0,
33,0.331,+0.000,-0.037,+0.003,+0.122,-0.000,+0.012,-0.001,-0.002,+0.099,-0.005,-0.70,-0.00,-12.00,-0.000,+0.059,1,-0.001,+0.00,+0.000,+0.0,0,
34,0.329,-0.000,-0.037,-0.000,+0.117,+0.000,+0.012,+0.000,-0.002,+0.095,-0.012,-0.75,-0.00,-12.45,-0.000,+0.060,1,-0.002,+0.00,+0.000,+0.0,0,
35,0.328,-0.000,-0.036,-0.001,+0.116,+0.000,+0.012,+0.000,+0.001,+0.093,-0.004,-0.80,+0.00,-12.89,+0.000,+0.062,1,-0.002,+0.00,+0.000,+0.0,0,
36,0.329,-0.000,-0.034,-0.001,+0.118,+0.000,+0.011,+0.000,+0.001,+0.090,+0.004,-0.85,+0.00,-13.00,+0.000,+0.065,1,-0.001,+0.00,+0.000,+0.0,0,
37,0.329,-0.000,-0.033,-0.001,+0.118,+0.000,+0.011,+0.000,+0.000,+0.087,+0.004,-0.89,-0.00,-13.02,-0.000,+0.068,1,-0.002,+0.00,+0.000,+0.0,0,
38,0.331,-0.001,-0.031,-0.003,+0.122,+0.000,+0.010,+0.001,+0.000,+0.082,+0.002,-0.96,+0.00,-13.01,+0.000,+0.073,1,+0.040,+0.00,+0.041,+0.0,0,
39,0.331,-0.000,-0.031,-0.001,+0.123,+0.000,+0.010,+0.000,+0.001,+0.081,+0.001,-0.99,+0.00,-13.01,+0.000,+0.076,1,+0.061,+0.00,+0.063,+0.0,0,
40,0.333,+0.001,-0.029,+0.003,+0.125,-0.000,+0.010,-0.001,+0.001,+0.077,+0.005,-1.05,+0.00,-13.03,+0.000,+0.081,1,+0.079,+0.00,+0.080,+0.0,0,
41,0.333,+0.000,-0.027,+0.001,+0.126,-0.000,+0.009,-0.000,-0.002,+0.073,-0.000,-1.11,-0.00,-13.04,-0.000,+0.085,1,+0.077,+0.00,+0.079,+0.0,0,
42,0.335,-0.002,-0.025,-0.007,+0.130,+0.001,+0.008,+0.002,-0.002,+0.071,-0.006,-1.14,-0.00,-13.03,-0.000,+0.087,1,+0.097,+0.00,+0.098,+0.0,0,
43,0.333,-0.001,-0.024,-0.006,+0.127,+0.000,+0.008,+0.002,+0.005,+0.063,+0.008,-1.22,+0.00,-13.05,+0.000,+0.093,1,+0.096,+0.00,+0.098,+0.0,0,
44,0.335,+0.000,-0.023,-0.002,+0.131,-0.000,+0.008,+0.001,+0.002,+0.060,+0.021,-1.27,-0.00,-12.98,-0.000,+0.098,1,+0.107,+0.00,+0.109,+0.0,0,
