step,thrust_cmd,roll_cmd,pitch_cmd,yaw_cmd,a_thrust,a_roll,a_pitch,a_yaw,gyro_x,gyro_y,gyro_z,ax,ay,az,tilt_roll,tilt_pitch,gate_visible,reward,r_collision,r_progress,r_gate,active_gate,term_reason
0,0.270,-0.001,-0.206,-0.005,+0.000,+0.000,+0.069,+0.002,+0.000,+0.000,-0.000,-3.00,+0.00,-9.34,+0.000,+0.311,1,-0.001,+0.00,+0.000,+0.0,0,
1,0.270,-0.001,-0.179,-0.004,+0.000,+0.000,+0.060,+0.001,+0.000,+0.000,-0.000,-3.00,+0.00,-9.34,+0.000,+0.311,1,-0.002,+0.00,+0.000,+0.0,0,
2,0.270,-0.003,-0.156,-0.007,+0.000,+0.001,+0.052,+0.002,-0.011,-0.001,+0.007,-2.83,-0.03,-9.37,-0.003,+0.294,1,-0.002,+0.00,+0.000,+0.0,0,
3,0.270,-0.002,-0.082,-0.006,+0.000,+0.001,+0.027,+0.002,+0.001,+0.427,+0.001,-1.61,+0.01,-10.28,+0.001,+0.156,1,-0.002,+0.00,+0.000,+0.0,0,
4,0.270,-0.000,-0.056,-0.005,+0.000,+0.000,+0.019,+0.002,+0.009,+0.465,+0.012,-0.03,+0.00,-9.20,+0.000,+0.003,1,-0.002,+0.00,+0.000,+0.0,0,
5,0.270,+0.000,-0.084,-0.001,+0.000,-0.000,+0.028,+0.000,+0.003,+0.140,+0.021,-0.01,+0.00,-9.75,+0.000,+0.001,1,-0.001,+0.00,+0.000,+0.0,0,
6,0.270,-0.000,-0.081,-0.001,+0.000,+0.000,+0.027,+0.000,-0.000,+0.164,+0.013,-0.03,-0.00,-9.95,-0.000,+0.003,1,-0.002,+0.00,+0.000,+0.0,0,
7,0.270,-0.000,-0.066,-0.001,+0.000,+0.000,+0.022,+0.000,+0.001,+0.239,-0.001,-0.03,+0.00,-10.06,+0.000,+0.003,1,-0.001,+0.00,+0.000,+0.0,0,
8,0.270,-0.000,-0.066,-0.001,+0.000,+0.000,+0.022,+0.000,+0.001,+0.196,-0.001,-0.03,+0.00,-10.09,+0.000,+0.003,1,-0.002,+0.00,+0.000,+0.0,0,
9,0.270,+0.000,-0.064,-0.001,+0.000,-0.000,+0.021,+0.000,+0.001,+0.175,+0.003,-0.03,+0.00,-10.10,+0.000,+0.003,1,-0.001,+0.00,+0.000,+0.0,0,
10,0.270,-0.000,-0.063,-0.001,+0.000,+0.000,+0.021,+0.000,+0.000,+0.177,+0.004,-0.04,+0.00,-10.10,+0.000,+0.004,1,-0.002,+0.00,+0.000,+0.0,0,
11,0.270,+0.000,-0.061,+0.000,+0.000,-0.000,+0.020,-0.000,+0.000,+0.171,+0.002,-0.05,+0.00,-10.10,+0.000,+0.005,1,-0.002,+0.00,+0.000,+0.0,0,
12,0.270,+0.001,-0.059,+0.002,+0.000,-0.000,+0.020,-0.001,+0.000,+0.164,+0.002,-0.07,+0.00,-10.09,+0.000,+0.006,1,-0.002,+0.00,+0.000,+0.0,0,
13,0.270,-0.001,-0.058,-0.003,+0.000,+0.000,+0.019,+0.001,-0.001,+0.156,-0.003,-0.08,-0.00,-10.09,-0.000,+0.008,1,-0.002,+0.00,+0.000,+0.0,0,
14,0.270,+0.000,-0.056,+0.000,+0.000,-0.000,+0.019,-0.000,+0.002,+0.151,+0.001,-0.09,+0.00,-10.08,+0.000,+0.009,1,-0.001,+0.00,+0.000,+0.0,0,
15,0.270,+0.001,-0.057,+0.002,+0.000,-0.000,+0.019,-0.001,+0.000,+0.148,+0.005,-0.11,+0.00,-10.07,+0.000,+0.011,1,-0.002,+0.00,+0.000,+0.0,0,
16,0.270,+0.001,-0.055,+0.006,+0.000,-0.000,+0.018,-0.002,-0.002,+0.147,-0.000,-0.12,-0.00,-10.07,-0.000,+0.012,1,-0.001,+0.00,+0.000,+0.0,0,
17,0.270,+0.001,-0.054,+0.007,+0.000,-0.000,+0.018,-0.002,-0.003,+0.144,-0.011,-0.15,-0.00,-10.06,-0.000,+0.015,1,-0.002,+0.00,+0.000,+0.0,0,
18,0.293,+0.001,-0.053,+0.005,+0.047,-0.000,+0.018,-0.002,-0.003,+0.138,-0.018,-0.17,-0.00,-10.05,-0.000,+0.017,1,-0.002,+0.00,+0.000,+0.0,0,
19,0.270,-0.000,-0.052,+0.002,+0.000,+0.000,+0.017,-0.001,-0.002,+0.137,-0.016,-0.19,-0.00,-10.63,-0.000,+0.018,1,-0.001,+0.00,+0.000,+0.0,0,
20,0.297,-0.001,-0.052,-0.001,+0.055,+0.000,+0.017,+0.000,-0.001,+0.136,-0.011,-0.21,-0.00,-10.68,-0.000,+0.020,1,-0.002,+0.00,+0.000,+0.0,0,
21,0.270,+0.000,-0.051,+0.002,+0.000,-0.000,+0.017,-0.001,+0.001,+0.132,-0.001,-0.24,+0.00,-10.80,+0.000,+0.022,1,-0.001,+0.00,+0.000,+0.0,0,
22,0.302,-0.001,-0.050,-0.001,+0.063,+0.000,+0.017,+0.000,-0.000,+0.130,+0.001,-0.27,-0.00,-9.95,-0.000,+0.027,1,-0.002,+0.00,+0.000,+0.0,0,
23,0.305,-0.001,-0.049,-0.003,+0.069,+0.000,+0.016,+0.001,+0.000,+0.128,-0.002,-0.30,+0.00,-10.82,+0.000,+0.027,1,-0.002,+0.00,+0.000,+0.0,0,
24,0.305,+0.001,-0.048,+0.003,+0.070,-0.000,+0.016,-0.001,+0.002,+0.124,+0.002,-0.33,+0.00,-11.50,+0.000,+0.028,1,-0.001,+0.00,+0.000,+0.0,0,
25,0.297,+0.000,-0.048,+0.001,+0.054,-0.000,+0.016,-0.000,+0.001,+0.122,+0.006,-0.36,+0.00,-11.77,+0.000,+0.030,1,-0.002,+0.00,+0.000,+0.0,0,
26,0.298,+0.001,-0.047,+0.006,+0.056,-0.000,+0.016,-0.002,-0.001,+0.121,-0.005,-0.41,-0.00,-11.67,-0.000,+0.035,1,-0.002,+0.00,+0.000,+0.0,0,
27,0.299,-0.001,-0.045,-0.001,+0.059,+0.000,+0.015,+0.000,-0.002,+0.119,-0.008,-0.43,-0.00,-11.60,-0.000,+0.037,1,-0.002,+0.00,+0.000,+0.0,0,
28,0.270,+0.050,-0.044,+0.225,+0.000,-0.017,+0.015,-0.075,-0.000,+0.114,-0.010,-0.47,-0.00,-11.57,-0.000,+0.040,1,-0.002,+0.00,+0.000,+0.0,0,
29,0.270,-0.061,-0.042,-0.225,+0.000,+0.020,+0.014,+0.075,-0.068,+0.116,-0.177,-0.50,-0.00,-9.75,-0.000,+0.052,1,-0.002,+0.00,+0.000,+0.0,0,
30,0.322,-0.022,-0.039,-0.031,+0.104,+0.007,+0.013,+0.010,-0.082,+0.128,-0.394,-0.54,-0.00,-11.23,-0.000,+0.048,1,-0.002,+0.00,+0.000,+0.0,0,
