step,thrust_cmd,roll_cmd,pitch_cmd,yaw_cmd,a_thrust,a_roll,a_pitch,a_yaw,gyro_x,gyro_y,gyro_z,ax,ay,az,tilt_roll,tilt_pitch,gate_visible,reward,r_collision,r_progress,r_gate,active_gate,term_reason
0,0.270,+0.000,-0.152,+0.001,+0.000,-0.000,+0.051,-0.000,+0.000,+0.000,-0.000,-3.00,-0.00,-9.34,-0.000,+0.311,1,-0.001,+0.00,+0.000,+0.0,0,
1,0.270,-0.001,-0.130,+0.001,+0.000,+0.000,+0.043,-0.000,-0.002,-0.009,-0.000,-3.00,-0.06,-10.51,-0.006,+0.278,1,-0.002,+0.00,+0.000,+0.0,0,
2,0.270,-0.001,-0.089,+0.000,+0.000,+0.000,+0.030,-0.000,-0.002,+0.153,-0.001,-2.17,-0.04,-10.29,-0.004,+0.208,1,-0.001,+0.00,+0.000,+0.0,0,
3,0.270,-0.004,-0.042,-0.012,+0.000,+0.001,+0.014,+0.004,-0.002,+0.396,-0.000,-0.82,+0.00,-9.69,+0.000,+0.085,1,-0.001,+0.00,+0.000,+0.0,0,
4,0.270,+0.001,-0.048,+0.002,+0.000,-0.000,+0.016,-0.001,+0.011,+0.254,+0.006,-0.02,+0.00,-9.47,+0.000,+0.002,1,+0.016,+0.00,+0.018,+0.0,0,
5,0.270,+0.002,-0.048,+0.002,+0.000,-0.001,+0.016,-0.001,+0.010,+0.106,+0.019,-1.27,+0.00,-9.57,+0.000,+0.131,1,-0.002,+0.00,+0.000,+0.0,0,
6,0.270,+0.000,-0.042,+0.003,+0.000,-0.000,+0.014,-0.001,-0.005,+0.151,-0.005,-0.01,-0.00,-10.02,-0.000,+0.001,1,-0.002,+0.00,+0.000,+0.0,0,
7,0.270,+0.000,-0.041,+0.002,+0.000,-0.000,+0.014,-0.001,-0.000,+0.131,-0.011,-0.01,+0.00,-10.08,+0.000,+0.001,1,-0.002,+0.00,+0.000,+0.0,0,
8,0.270,+0.000,-0.038,+0.001,+0.000,-0.000,+0.013,-0.000,+0.001,+0.123,-0.009,-0.02,-0.00,-10.10,-0.000,+0.002,1,-0.001,+0.00,+0.000,+0.0,0,
9,0.270,-0.000,-0.042,-0.001,+0.000,+0.000,+0.014,+0.000,-0.001,+0.119,-0.003,-0.03,+0.00,-10.11,+0.000,+0.003,1,-0.002,+0.00,+0.000,+0.0,0,
10,0.270,-0.000,-0.037,-0.003,+0.000,+0.000,+0.012,+0.001,+0.001,+0.116,+0.005,-0.02,-0.00,-10.10,-0.000,+0.002,1,-0.002,+0.00,+0.000,+0.0,0,
11,0.270,-0.001,-0.036,-0.004,+0.000,+0.000,+0.012,+0.001,+0.001,+0.109,+0.005,-0.05,-0.00,-10.10,-0.000,+0.005,1,-0.001,+0.00,+0.000,+0.0,0,
12,0.270,-0.001,-0.040,-0.004,+0.000,+0.000,+0.013,+0.001,+0.001,+0.109,+0.005,-0.05,-0.00,-10.10,-0.000,+0.005,1,-0.001,+0.00,+0.000,+0.0,0,
13,0.270,+0.000,-0.043,+0.000,+0.000,-0.000,+0.014,-0.000,+0.001,+0.101,+0.006,-0.07,-0.00,-10.09,-0.000,+0.007,1,-0.002,+0.00,+0.000,+0.0,0,
14,0.270,-0.000,-0.040,-0.002,+0.000,+0.000,+0.013,+0.001,-0.000,+0.115,+0.004,-0.08,-0.00,-10.08,-0.000,+0.008,1,-0.001,+0.00,+0.000,+0.0,0,
15,0.270,-0.000,-0.040,-0.002,+0.000,+0.000,+0.013,+0.001,-0.001,+0.115,+0.000,-0.10,-0.00,-10.08,-0.000,+0.010,1,-0.002,+0.00,+0.000,+0.0,0,
16,0.270,+0.000,-0.040,+0.000,+0.000,-0.000,+0.013,-0.000,+0.001,+0.103,+0.003,-0.12,-0.00,-10.07,-0.000,+0.011,1,-0.002,+0.00,+0.000,+0.0,0,
17,0.270,+0.001,-0.040,+0.002,+0.000,-0.000,+0.013,-0.001,+0.000,+0.104,+0.004,-0.14,+0.00,-10.07,+0.000,+0.013,1,-0.001,+0.00,+0.000,+0.0,0,
18,0.270,-0.000,-0.036,+0.000,+0.000,+0.000,+0.012,-0.000,-0.001,+0.104,-0.001,-0.47,-0.00,-9.98,-0.000,+0.047,1,-0.002,+0.00,+0.000,+0.0,0,
19,0.270,+0.001,-0.035,+0.003,+0.000,-0.000,+0.012,-0.001,-0.001,+0.101,-0.006,-0.17,-0.00,-10.06,-0.000,+0.017,1,-0.002,+0.00,+0.000,+0.0,0,
20,0.270,+0.000,-0.036,+0.002,+0.000,-0.000,+0.012,-0.001,-0.000,+0.091,-0.004,-0.20,-0.00,-10.05,-0.000,+0.019,1,-0.001,+0.00,+0.000,+0.0,0,
21,0.288,+0.000,-0.036,+0.003,+0.035,-0.000,+0.012,-0.001,-0.001,+0.091,-0.006,-0.22,-0.00,-10.04,-0.000,+0.021,1,+0.027,+0.00,+0.029,+0.0,0,
