step,thrust_cmd,roll_cmd,pitch_cmd,yaw_cmd,a_thrust,a_roll,a_pitch,a_yaw,gyro_x,gyro_y,gyro_z,ax,ay,az,tilt_roll,tilt_pitch,gate_visible,reward,r_collision,r_progress,r_gate,active_gate,term_reason
0,0.270,-0.000,-0.152,-0.000,+0.000,+0.000,+0.051,+0.000,+0.000,+0.000,-0.000,-3.00,-0.00,-9.34,-0.000,+0.311,1,-0.000,+0.00,+0.000,+0.0,0,
1,0.270,+0.000,-0.125,+0.001,+0.000,-0.000,+0.042,-0.000,+0.000,+0.000,-0.000,-3.00,-0.00,-9.34,-0.000,+0.311,1,-0.001,+0.00,+0.000,+0.0,0,
2,0.270,+0.001,-0.102,+0.001,+0.000,-0.000,+0.034,-0.000,+0.006,-0.011,+0.000,-3.02,-0.05,-9.52,-0.006,+0.308,1,-0.002,+0.00,+0.000,+0.0,0,
3,0.270,-0.001,-0.070,-0.001,+0.000,+0.000,+0.023,+0.000,-0.004,+0.111,-0.001,-2.07,-0.03,-10.08,-0.003,+0.203,1,-0.002,+0.00,+0.000,+0.0,0,
4,0.270,-0.001,-0.028,-0.003,+0.000,+0.000,+0.009,+0.001,-0.001,+0.352,-0.000,-0.51,-0.01,-9.51,-0.001,+0.054,1,-0.002,+0.00,+0.000,+0.0,0,
5,0.270,+0.000,-0.043,+0.000,+0.000,-0.000,+0.014,-0.000,+0.007,+0.150,+0.003,-0.01,+0.00,-9.59,+0.000,+0.001,1,-0.002,+0.00,+0.000,+0.0,0,
6,0.270,-0.000,-0.049,-0.001,+0.000,+0.000,+0.016,+0.000,+0.002,+0.088,+0.005,-0.01,+0.00,-9.92,+0.000,+0.001,1,-0.001,+0.00,+0.000,+0.0,0,
7,0.270,+0.001,-0.043,+0.004,+0.000,-0.000,+0.014,-0.001,-0.000,+0.150,+0.001,-0.02,-0.00,-10.04,-0.000,+0.002,1,-0.002,+0.00,+0.000,+0.0,0,
8,0.270,-0.000,-0.042,+0.001,+0.000,+0.000,+0.014,-0.000,-0.000,+0.132,-0.004,-0.02,-0.00,-10.09,-0.000,+0.002,1,-0.002,+0.00,+0.000,+0.0,0,
9,0.270,-0.002,-0.042,-0.006,+0.000,+0.001,+0.014,+0.002,-0.001,+0.120,-0.008,-0.03,-0.00,-10.10,-0.000,+0.003,1,+0.007,+0.00,+0.009,+0.0,0,
