step,thrust_cmd,roll_cmd,pitch_cmd,yaw_cmd,a_thrust,a_roll,a_pitch,a_yaw,gyro_x,gyro_y,gyro_z,ax,ay,az,tilt_roll,tilt_pitch,gate_visible,reward,r_collision,r_progress,r_gate,active_gate,term_reason
0,0.270,-0.001,-0.152,-0.005,+0.000,+0.000,+0.051,+0.002,+0.000,+0.000,-0.000,-3.00,+0.00,-9.34,+0.000,+0.311,1,-0.001,+0.00,+0.000,+0.0,0,
1,0.270,-0.001,-0.123,-0.004,+0.000,+0.000,+0.041,+0.001,+0.005,-0.011,+0.000,-3.06,-0.03,-8.34,-0.004,+0.351,1,-0.002,+0.00,+0.000,+0.0,0,
2,0.270,-0.000,-0.099,-0.005,+0.000,+0.000,+0.033,+0.002,+0.011,+0.022,+0.002,-2.48,-0.09,-9.49,-0.009,+0.256,1,-0.001,+0.00,+0.000,+0.0,0,
3,0.270,-0.002,-0.048,-0.007,+0.000,+0.001,+0.016,+0.002,+0.001,+0.291,+0.001,-1.48,+0.01,-10.07,+0.001,+0.146,1,-0.001,+0.00,+0.000,+0.0,0,
4,0.270,-0.001,-0.033,-0.007,+0.000,+0.000,+0.011,+0.002,+0.002,+0.342,+0.008,-0.02,+0.00,-9.21,+0.000,+0.002,1,-0.002,+0.00,+0.000,+0.0,0,
5,0.270,+0.001,-0.055,+0.000,+0.000,-0.000,+0.018,-0.000,+0.004,+0.090,+0.023,-0.01,+0.00,-9.76,+0.000,+0.001,1,-0.001,+0.00,+0.000,+0.0,0,
6,0.270,+0.001,-0.046,+0.004,+0.000,-0.000,+0.015,-0.001,-0.002,+0.161,+0.007,-0.02,-0.00,-10.01,-0.000,+0.002,1,-0.002,+0.00,+0.000,+0.0,0,
7,0.270,+0.000,-0.043,+0.002,+0.000,-0.000,+0.014,-0.001,-0.002,+0.152,-0.009,-0.02,-0.00,-10.07,-0.000,+0.002,1,-0.002,+0.00,+0.000,+0.0,0,
8,0.270,-0.002,-0.044,-0.006,+0.000,+0.001,+0.015,+0.002,-0.000,+0.124,-0.011,-0.03,-0.00,-10.10,-0.000,+0.003,1,-0.001,+0.00,+0.000,+0.0,0,
9,0.270,-0.001,-0.044,-0.004,+0.000,+0.000,+0.015,+0.001,+0.001,+0.124,-0.004,-0.03,+0.00,-10.11,+0.000,+0.003,1,-0.002,+0.00,+0.000,+0.0,0,
