step,thrust_cmd,roll_cmd,pitch_cmd,yaw_cmd,a_thrust,a_roll,a_pitch,a_yaw,gyro_x,gyro_y,gyro_z,ax,ay,az,tilt_roll,tilt_pitch,gate_visible,reward,r_collision,r_progress,r_gate,active_gate,term_reason
0,0.270,-0.001,-0.152,-0.004,+0.000,+0.000,+0.051,+0.001,+0.000,+0.000,-0.000,-3.00,+0.00,-9.34,+0.000,+0.311,1,-0.000,+0.00,+0.000,+0.0,0,
1,0.270,-0.001,-0.125,-0.004,+0.000,+0.000,+0.042,+0.001,+0.000,+0.000,-0.000,-3.00,+0.00,-9.34,+0.000,+0.311,1,-0.002,+0.00,+0.000,+0.0,0,
2,0.270,-0.002,-0.102,-0.004,+0.000,+0.001,+0.034,+0.001,-0.009,+0.000,+0.007,-2.85,-0.01,-9.41,-0.001,+0.294,1,-0.001,+0.00,+0.000,+0.0,0,
3,0.270,-0.001,-0.063,-0.005,+0.000,+0.000,+0.021,+0.002,+0.002,+0.181,+0.001,-1.76,+0.02,-10.09,+0.002,+0.173,1,-0.002,+0.00,+0.000,+0.0,0,
4,0.270,-0.001,-0.035,-0.005,+0.000,+0.000,+0.012,+0.002,+0.004,+0.328,+0.005,-0.02,+0.00,-9.21,+0.000,+0.002,1,-0.002,+0.00,+0.000,+0.0,0,
5,0.270,-0.001,-0.055,-0.006,+0.000,+0.000,+0.018,+0.002,+0.004,+0.106,+0.017,-0.01,+0.00,-9.76,+0.000,+0.001,1,-0.002,+0.00,+0.000,+0.0,0,
6,0.270,-0.000,-0.053,-0.003,+0.000,+0.000,+0.018,+0.001,+0.002,+0.113,+0.015,-0.21,+0.00,-9.91,+0.000,+0.021,1,-0.002,+0.00,+0.000,+0.0,0,
7,0.270,+0.001,-0.044,+0.004,+0.000,-0.000,+0.015,-0.001,+0.001,+0.160,+0.009,-0.02,+0.00,-10.06,+0.000,+0.002,1,-0.001,+0.00,+0.000,+0.0,0,
8,0.270,+0.001,-0.046,+0.005,+0.000,-0.000,+0.015,-0.002,-0.002,+0.128,-0.002,-0.02,-0.00,-10.10,-0.000,+0.002,1,-0.002,+0.00,+0.000,+0.0,0,
9,0.270,+0.000,-0.045,+0.003,+0.000,-0.000,+0.015,-0.001,-0.003,+0.122,-0.013,-0.03,-0.00,-10.11,-0.000,+0.003,1,+0.025,+0.00,+0.027,+0.0,0,
10,0.270,-0.001,-0.043,-0.003,+0.000,+0.000,+0.014,+0.001,-0.001,+0.124,-0.011,-0.04,-0.00,-10.11,-0.000,+0.004,1,-0.001,+0.00,+0.000,+0.0,0,
11,0.270,-0.000,-0.044,-0.001,+0.000,+0.000,+0.015,+0.000,+0.001,+0.119,-0.003,-0.05,+0.00,-10.11,+0.000,+0.005,1,-0.002,+0.00,+0.000,+0.0,0,
12,0.270,-0.000,-0.043,-0.002,+0.000,+0.000,+0.014,+0.001,+0.001,+0.116,+0.007,-0.06,+0.00,-10.10,+0.000,+0.006,1,+0.012,+0.00,+0.014,+0.0,0,
13,0.270,-0.000,-0.042,-0.002,+0.000,+0.000,+0.014,+0.001,+0.000,+0.114,+0.005,-0.07,+0.00,-10.10,+0.000,+0.007,1,+0.256,+0.00,+0.258,+0.0,0,
14,0.270,+0.000,-0.041,+0.001,+0.000,-0.000,+0.014,-0.000,+0.001,+0.111,+0.003,-0.08,+0.00,-10.09,+0.000,+0.008,1,+0.058,+0.00,+0.060,+0.0,0,
15,0.270,+0.000,-0.041,+0.001,+0.000,-0.000,+0.014,-0.000,-0.000,+0.108,+0.001,-0.10,-0.00,-10.08,-0.000,+0.010,1,-0.002,+0.00,+0.000,+0.0,0,
16,0.270,-0.001,-0.041,-0.002,+0.000,+0.000,+0.014,+0.001,-0.001,+0.106,-0.002,-0.11,-0.00,-10.08,-0.000,+0.011,1,-0.001,+0.00,+0.000,+0.0,0,
17,0.270,+0.000,-0.040,-0.000,+0.000,-0.000,+0.013,+0.000,+0.001,+0.106,-0.000,-0.13,+0.00,-10.07,+0.000,+0.013,1,-0.002,+0.00,+0.000,+0.0,0,
18,0.270,-0.000,-0.040,-0.001,+0.000,+0.000,+0.013,+0.000,+0.000,+0.104,+0.004,-0.15,+0.00,-10.06,+0.000,+0.015,1,-0.002,+0.00,+0.000,+0.0,0,
19,0.270,+0.001,-0.039,+0.003,+0.000,-0.000,+0.013,-0.001,-0.000,+0.102,+0.003,-0.16,-0.00,-10.06,-0.000,+0.016,1,-0.002,+0.00,+0.000,+0.0,0,
