step,thrust_cmd,roll_cmd,pitch_cmd,yaw_cmd,a_thrust,a_roll,a_pitch,a_yaw,gyro_x,gyro_y,gyro_z,ax,ay,az,tilt_roll,tilt_pitch,gate_visible,reward,r_collision,r_progress,r_gate,active_gate,term_reason
0,0.270,-0.001,-0.152,-0.003,+0.000,+0.000,+0.051,+0.001,+0.000,+0.000,-0.000,-3.00,+0.00,-9.34,+0.000,+0.311,1,-0.001,+0.00,+0.000,+0.0,0,
1,0.270,-0.001,-0.126,-0.005,+0.000,+0.000,+0.042,+0.002,-0.001,-0.005,+0.000,-3.00,+0.01,-9.34,+0.001,+0.311,1,+0.025,+0.00,+0.027,+0.0,0,
2,0.270,-0.000,-0.099,-0.008,+0.000,+0.000,+0.033,+0.003,+0.015,+0.059,+0.001,-2.26,-0.08,-9.81,-0.008,+0.227,1,+0.136,+0.00,+0.138,+0.0,0,
3,0.270,+0.001,-0.043,+0.003,+0.000,-0.000,+0.014,-0.001,+0.001,+0.400,+0.000,-0.55,+0.00,-9.57,+0.000,+0.058,1,-0.002,+0.00,+0.000,+0.0,0,
4,0.270,+0.179,-0.055,+0.794,+0.000,-0.060,+0.018,-0.265,-0.002,+0.198,+0.011,-0.01,-0.00,-9.59,-0.000,+0.002,1,-0.003,+0.00,+0.000,+0.0,0,
5,0.270,+0.157,-0.059,+0.782,+0.000,-0.052,+0.020,-0.261,-0.140,+0.138,-0.206,-0.02,-0.01,-12.94,-0.001,+0.001,1,-0.002,+0.00,+0.000,+0.0,0,
6,0.270,+0.082,-0.046,+0.675,+0.000,-0.027,+0.015,-0.225,-0.420,+0.201,-1.870,-0.02,-0.04,-12.38,-0.003,+0.002,1,-0.002,+0.00,+0.000,+0.0,0,
7,0.270,+0.039,-0.053,+0.475,+0.000,-0.013,+0.018,-0.158,-0.254,+0.112,-2.218,-0.02,-0.02,-10.19,-0.002,+0.002,1,-0.002,+0.00,+0.000,+0.0,0,
8,0.270,+0.016,-0.049,+0.330,+0.000,-0.005,+0.016,-0.110,-0.101,+0.133,-1.373,-0.03,-0.01,-9.72,-0.001,+0.003,1,-0.002,+0.00,+0.000,+0.0,0,
9,0.270,+0.006,-0.046,+0.262,+0.000,-0.002,+0.015,-0.087,-0.043,+0.135,-0.588,-0.03,-0.00,-9.73,-0.000,+0.004,1,-0.001,+0.00,+0.000,+0.0,0,
10,0.270,-0.118,-0.047,-0.300,+0.000,+0.039,+0.016,+0.100,-0.029,+0.126,-0.505,-0.04,-0.00,-9.82,-0.000,+0.004,1,-0.002,+0.00,+0.000,+0.0,0,
11,0.270,-0.096,-0.039,-0.325,+0.000,+0.032,+0.013,+0.108,+0.153,+0.165,-0.098,-0.05,+0.01,-11.61,+0.001,+0.005,1,+0.114,+0.00,+0.116,+0.0,0,
12,0.270,-0.117,-0.044,-0.551,+0.000,+0.039,+0.015,+0.184,+0.278,+0.107,+0.923,-0.06,+0.02,-10.45,+0.002,+0.006,1,-0.002,+0.00,+0.000,+0.0,0,
13,0.270,-0.079,-0.042,-0.453,+0.000,+0.026,+0.014,+0.151,+0.266,+0.116,+1.277,-0.08,+0.02,-9.66,+0.002,+0.008,1,-0.002,+0.00,+0.000,+0.0,0,
