step,thrust_cmd,roll_cmd,pitch_cmd,yaw_cmd,a_thrust,a_roll,a_pitch,a_yaw,gyro_x,gyro_y,gyro_z,ax,ay,az,tilt_roll,tilt_pitch,gate_visible,reward,r_collision,r_progress,r_gate,active_gate,term_reason
0,0.270,+0.000,-0.152,+0.002,+0.000,-0.000,+0.051,-0.001,+0.000,+0.000,-0.000,-3.00,-0.00,-9.34,-0.000,+0.311,1,-0.001,+0.00,+0.000,+0.0,0,
1,0.270,+0.001,-0.125,+0.003,+0.000,-0.000,+0.042,-0.001,+0.000,+0.000,-0.000,-3.00,-0.00,-9.34,-0.000,+0.311,1,-0.002,+0.00,+0.000,+0.0,0,
2,0.270,+0.001,-0.103,+0.003,+0.000,-0.000,+0.034,-0.001,-0.001,-0.009,-0.006,-2.77,+0.10,-9.16,+0.011,+0.293,1,-0.001,+0.00,+0.000,+0.0,0,
3,0.270,+0.000,-0.056,+0.000,+0.000,-0.000,+0.019,-0.000,-0.002,+0.266,-0.001,-1.50,-0.01,-10.10,-0.001,+0.147,1,-0.002,+0.00,+0.000,+0.0,0,
4,0.270,-0.001,-0.029,-0.006,+0.000,+0.000,+0.010,+0.002,-0.001,+0.366,+0.000,-0.11,-0.00,-9.15,-0.001,+0.012,1,-0.002,+0.00,+0.000,+0.0,0,
5,0.270,-0.000,-0.049,-0.005,+0.000,+0.000,+0.016,+0.002,+0.001,+0.127,+0.000,-0.01,+0.00,-9.68,+0.000,+0.001,1,-0.002,+0.00,+0.000,+0.0,0,
6,0.270,+0.001,-0.051,+0.001,+0.000,-0.000,+0.017,-0.000,+0.002,+0.107,+0.013,-0.01,+0.00,-9.95,+0.000,+0.001,1,+0.237,+0.00,+0.239,+0.0,0,
7,0.270,+0.001,-0.042,+0.001,+0.000,-0.000,+0.014,-0.000,-0.002,+0.158,+0.007,-0.02,-0.00,-10.07,-0.000,+0.002,1,-0.001,+0.00,+0.000,+0.0,0,
8,0.270,+0.001,-0.043,+0.003,+0.000,-0.000,+0.014,-0.001,-0.003,+0.140,-0.004,-0.02,-0.00,-10.10,-0.000,+0.002,1,+0.019,+0.00,+0.021,+0.0,0,
9,0.270,+0.000,-0.044,+0.001,+0.000,-0.000,+0.015,-0.000,-0.001,+0.120,-0.008,-0.02,-0.00,-10.11,-0.000,+0.002,1,-0.002,+0.00,+0.000,+0.0,0,
10,0.270,-0.000,-0.042,-0.002,+0.000,+0.000,+0.014,+0.001,-0.001,+0.124,-0.006,-0.03,+0.00,-10.11,+0.000,+0.003,1,-0.001,+0.00,+0.000,+0.0,0,
11,0.270,-0.000,-0.047,-0.002,+0.000,+0.000,+0.016,+0.001,+0.000,+0.119,+0.001,+0.52,+0.00,-10.26,+0.000,-0.051,1,-0.002,+0.00,+0.000,+0.0,0,
12,0.270,+0.000,-0.044,-0.001,+0.000,-0.000,+0.015,+0.000,+0.001,+0.123,+0.006,-0.06,+0.00,-10.10,+0.000,+0.006,1,-0.002,+0.00,+0.000,+0.0,0,
13,0.270,-0.000,-0.042,-0.002,+0.000,+0.000,+0.014,+0.001,+0.000,+0.121,+0.005,-0.07,-0.00,-10.09,-0.000,+0.007,1,-0.003,+0.00,+0.000,+0.0,0,
14,0.270,+0.000,-0.037,-0.000,+0.000,-0.000,+0.012,+0.000,+0.001,+0.111,+0.003,-0.09,-0.00,-10.08,-0.000,+0.009,1,-0.000,+0.00,+0.000,+0.0,0,
15,0.270,+0.000,-0.042,-0.000,+0.000,-0.000,+0.014,+0.000,+0.001,+0.111,+0.003,-0.09,-0.00,-10.08,-0.000,+0.009,1,-0.001,+0.00,+0.000,+0.0,0,
16,0.270,-0.000,-0.043,-0.002,+0.000,+0.000,+0.014,+0.001,-0.001,+0.105,+0.002,-0.11,-0.00,-10.08,-0.000,+0.011,1,-0.002,+0.00,+0.000,+0.0,0,
17,0.270,-0.000,-0.043,-0.001,+0.000,+0.000,+0.014,+0.000,-0.001,+0.108,+0.000,-0.13,-0.00,-10.07,-0.000,+0.012,1,-0.003,+0.00,+0.000,+0.0,0,
18,0.270,+0.000,-0.041,+0.001,+0.000,-0.000,+0.014,-0.000,+0.000,+0.109,+0.002,-0.16,-0.00,-10.06,-0.000,+0.016,1,-0.003,+0.00,+0.000,+0.0,0,
19,0.270,+0.001,-0.034,+0.003,+0.000,-0.000,+0.011,-0.001,-0.001,+0.103,-0.003,-0.17,+0.00,-10.05,+0.000,+0.017,1,-0.001,+0.00,+0.000,+0.0,0,
