step,thrust_cmd,roll_cmd,pitch_cmd,yaw_cmd,a_thrust,a_roll,a_pitch,a_yaw,gyro_x,gyro_y,gyro_z,ax,ay,az,tilt_roll,tilt_pitch,gate_visible,reward,r_collision,r_progress,r_gate,active_gate,term_reason
0,0.270,-0.000,-0.152,-0.002,+0.000,+0.000,+0.051,+0.001,+0.000,+0.000,-0.000,-3.00,-0.00,-9.34,-0.000,+0.311,1,-0.001,+0.00,+0.000,+0.0,0,
1,0.270,-0.000,-0.129,+0.001,+0.000,+0.000,+0.043,-0.000,-0.001,-0.010,-0.000,-3.01,-0.04,-10.09,-0.004,+0.290,1,-0.002,+0.00,+0.000,+0.0,0,
2,0.270,-0.002,-0.097,-0.001,+0.000,+0.001,+0.032,+0.000,-0.008,+0.081,-0.001,-2.45,-0.05,-10.09,-0.005,+0.238,1,-0.001,+0.00,+0.000,+0.0,0,
3,0.270,-0.003,-0.045,-0.004,+0.000,+0.001,+0.015,+0.001,-0.002,+0.408,-0.000,-0.79,+0.00,-9.68,+0.000,+0.081,1,-0.002,+0.00,+0.000,+0.0,0,
4,0.270,+0.001,-0.056,+0.000,+0.000,-0.000,+0.019,-0.000,+0.012,+0.175,+0.006,-0.38,+0.00,-9.64,+0.000,+0.039,1,-0.002,+0.00,+0.000,+0.0,0,
5,0.270,-0.000,-0.060,-0.001,+0.000,+0.000,+0.020,+0.000,+0.004,+0.115,+0.009,-0.00,-0.00,-9.90,-0.000,+0.000,1,-0.001,+0.00,+0.000,+0.0,0,
6,0.270,-0.000,-0.052,+0.002,+0.000,+0.000,+0.017,-0.001,-0.002,+0.167,+0.004,-0.02,-0.00,-10.01,-0.000,+0.002,1,-0.002,+0.00,+0.000,+0.0,0,
7,0.270,+0.000,-0.048,+0.002,+0.000,-0.000,+0.016,-0.001,+0.001,+0.168,-0.002,-0.02,+0.00,-10.08,+0.000,+0.002,1,-0.001,+0.00,+0.000,+0.0,0,
8,0.270,-0.000,-0.048,+0.000,+0.000,+0.000,+0.016,-0.000,+0.000,+0.136,-0.006,-0.03,+0.00,-10.10,+0.000,+0.003,1,-0.002,+0.00,+0.000,+0.0,0,
9,0.270,-0.001,-0.046,-0.003,+0.000,+0.000,+0.015,+0.001,+0.000,+0.134,-0.005,-0.03,+0.00,-10.11,+0.000,+0.003,1,-0.002,+0.00,+0.000,+0.0,0,
10,0.270,-0.001,-0.044,-0.006,+0.000,+0.000,+0.015,+0.002,+0.002,+0.131,+0.003,-0.04,+0.00,-10.11,+0.000,+0.004,1,-0.002,+0.00,+0.000,+0.0,0,
