step,thrust_cmd,roll_cmd,pitch_cmd,yaw_cmd,a_thrust,a_roll,a_pitch,a_yaw,gyro_x,gyro_y,gyro_z,ax,ay,az,tilt_roll,tilt_pitch,gate_visible,reward,r_collision,r_progress,r_gate,active_gate,term_reason
0,0.270,+0.000,-0.152,+0.000,+0.000,-0.000,+0.051,-0.000,+0.000,+0.000,-0.000,-3.00,-0.00,-9.34,-0.000,+0.311,1,-0.000,+0.00,+0.000,+0.0,0,
1,0.270,-0.001,-0.124,-0.003,+0.000,+0.000,+0.041,+0.001,-0.007,-0.010,-0.000,-3.05,+0.04,-8.38,+0.005,+0.350,1,+0.010,+0.00,+0.012,+0.0,0,
2,0.270,+0.003,-0.100,+0.010,+0.000,-0.001,+0.033,-0.003,-0.002,-0.009,-0.005,-2.77,+0.09,-9.16,+0.010,+0.293,1,-0.002,+0.00,+0.000,+0.0,0,
3,0.270,+0.000,-0.044,-0.001,+0.000,-0.000,+0.015,+0.000,-0.002,+0.327,-0.001,-1.16,-0.00,-9.93,-0.000,+0.116,1,-0.002,+0.00,+0.000,+0.0,0,
4,0.270,+0.000,-0.028,-0.001,+0.000,-0.000,+0.009,+0.000,-0.001,+0.339,-0.005,-0.02,-0.00,-9.21,-0.000,+0.002,1,+0.013,+0.00,+0.015,+0.0,0,
5,0.270,-0.001,-0.052,-0.005,+0.000,+0.000,+0.017,+0.002,-0.000,+0.090,-0.005,-0.01,-0.00,-9.76,-0.000,+0.001,1,-0.001,+0.00,+0.000,+0.0,0,
6,0.270,-0.000,-0.046,-0.004,+0.000,+0.000,+0.015,+0.001,+0.002,+0.133,+0.007,-0.01,+0.00,-9.98,+0.000,+0.001,1,-0.002,+0.00,+0.000,+0.0,0,
7,0.270,-0.000,-0.041,-0.006,+0.000,+0.000,+0.014,+0.002,+0.002,+0.158,+0.014,-0.02,+0.00,-10.06,+0.000,+0.002,1,-0.002,+0.00,+0.000,+0.0,0,
8,0.270,+0.001,-0.042,+0.000,+0.000,-0.000,+0.014,-0.000,+0.001,+0.125,+0.012,-0.02,+0.00,-10.09,+0.000,+0.002,1,-0.002,+0.00,+0.000,+0.0,0,
9,0.270,+0.000,-0.042,-0.002,+0.000,-0.000,+0.014,+0.001,-0.000,+0.118,+0.008,-0.03,-0.00,-10.11,-0.000,+0.003,1,-0.001,+0.00,+0.000,+0.0,0,
