step,thrust_cmd,roll_cmd,pitch_cmd,yaw_cmd,a_thrust,a_roll,a_pitch,a_yaw,gyro_x,gyro_y,gyro_z,ax,ay,az,tilt_roll,tilt_pitch,gate_visible,reward,r_collision,r_progress,r_gate,active_gate,term_reason
0,0.270,+0.025,-0.152,+0.110,+0.000,-0.008,+0.051,-0.037,+0.000,+0.000,-0.000,-3.00,-0.00,-9.34,-0.000,+0.311,1,-0.001,+0.00,+0.000,+0.0,0,
1,0.270,-0.039,-0.095,-0.131,+0.000,+0.013,+0.032,+0.044,-0.065,+0.385,-0.244,-0.06,-0.00,-10.10,-0.000,+0.006,1,-0.015,+0.00,+0.000,+0.0,0,
2,0.270,-0.056,-0.031,-0.155,+0.000,+0.019,+0.010,+0.052,-0.065,+0.385,-0.243,-0.11,-0.00,-10.09,-0.000,+0.011,1,+0.022,+0.00,+0.023,+0.0,0,
3,0.270,-0.047,-0.038,-0.167,+0.000,+0.016,+0.013,+0.056,+0.035,+0.238,-0.047,-0.06,+0.00,-10.18,+0.000,+0.006,1,-0.002,+0.00,+0.000,+0.0,0,
4,0.270,-0.025,-0.055,-0.151,+0.000,+0.008,+0.018,+0.050,+0.138,+0.067,+0.462,-0.06,+0.01,-10.16,+0.001,+0.006,1,-0.002,+0.00,+0.000,+0.0,0,
5,0.270,-0.020,-0.045,-0.111,+0.000,+0.007,+0.015,+0.037,+0.060,+0.146,+0.480,-0.08,+0.00,-10.08,+0.000,+0.007,1,-0.001,+0.00,+0.000,+0.0,0,
6,0.270,-0.011,-0.043,-0.076,+0.000,+0.004,+0.014,+0.025,+0.036,+0.136,+0.265,-0.10,+0.00,-10.07,+0.000,+0.010,1,-0.002,+0.00,+0.000,+0.0,0,
7,0.270,-0.008,-0.043,-0.063,+0.000,+0.003,+0.014,+0.021,+0.029,+0.113,+0.139,-0.12,+0.00,-10.06,+0.000,+0.012,1,+0.017,+0.00,+0.019,+0.0,0,
8,0.270,-0.005,-0.042,-0.051,+0.000,+0.002,+0.014,+0.017,+0.018,+0.116,+0.120,-0.14,+0.00,-10.05,+0.000,+0.014,1,-0.001,+0.00,+0.000,+0.0,0,
9,0.270,-0.003,-0.041,-0.040,+0.000,+0.001,+0.014,+0.013,+0.012,+0.116,+0.122,-0.16,+0.00,-10.04,+0.000,+0.016,1,-0.002,+0.00,+0.000,+0.0,0,
10,0.270,-0.001,-0.039,-0.032,+0.000,+0.000,+0.013,+0.011,+0.006,+0.109,+0.099,-0.19,+0.00,-10.03,+0.000,+0.019,1,-0.000,+0.00,+0.002,+0.0,0,
11,0.309,-0.001,-0.038,-0.027,+0.078,+0.000,+0.013,+0.009,+0.003,+0.104,+0.071,-0.22,-0.00,-10.02,-0.000,+0.021,1,+0.021,+0.00,+0.022,+0.0,0,
12,0.309,-0.000,-0.037,-0.024,+0.079,+0.000,+0.012,+0.008,+0.001,+0.102,+0.058,-0.24,-0.00,-10.76,-0.000,+0.022,1,+0.047,+0.00,+0.049,+0.0,0,
13,0.312,+0.001,-0.037,-0.018,+0.083,-0.000,+0.012,+0.006,+0.001,+0.099,+0.052,-0.27,-0.00,-11.69,-0.000,+0.023,1,+0.014,+0.00,+0.016,+0.0,0,
14,0.312,+0.001,-0.036,-0.016,+0.084,-0.000,+0.012,+0.005,-0.002,+0.097,+0.045,-0.30,-0.00,-12.13,-0.000,+0.025,1,+0.021,+0.00,+0.022,+0.0,0,
15,0.316,+0.001,-0.035,-0.015,+0.092,-0.000,+0.012,+0.005,-0.002,+0.094,+0.035,-0.34,-0.00,-12.32,-0.000,+0.028,1,+0.017,+0.00,+0.019,+0.0,0,
16,0.316,+0.001,-0.034,-0.010,+0.093,-0.000,+0.011,+0.003,-0.002,+0.091,+0.032,-0.37,-0.00,-12.45,-0.000,+0.030,1,+0.042,+0.00,+0.044,+0.0,0,
17,0.320,+0.001,-0.033,-0.008,+0.099,-0.000,+0.011,+0.003,-0.003,+0.088,+0.026,-0.41,-0.00,-12.57,-0.000,+0.032,1,+0.022,+0.00,+0.023,+0.0,0,
18,0.320,+0.001,-0.033,-0.008,+0.100,-0.000,+0.011,+0.003,-0.004,+0.086,+0.019,-0.45,-0.00,-12.67,-0.000,+0.035,1,+0.017,+0.00,+0.018,+0.0,0,
19,0.322,-0.000,-0.032,-0.013,+0.103,+0.000,+0.011,+0.004,-0.003,+0.084,+0.015,-0.49,-0.00,-12.75,-0.000,+0.038,1,+0.056,+0.00,+0.058,+0.0,0,
