step,thrust_cmd,roll_cmd,pitch_cmd,yaw_cmd,a_thrust,a_roll,a_pitch,a_yaw,gyro_x,gyro_y,gyro_z,ax,ay,az,tilt_roll,tilt_pitch,gate_visible,reward,r_collision,r_progress,r_gate,active_gate,term_reason
0,0.270,-0.010,-0.152,-0.042,+0.000,+0.003,+0.051,+0.014,+0.000,+0.000,-0.000,-3.00,+0.00,-9.34,+0.000,+0.311,1,-0.002,+0.00,+0.000,+0.0,0,
1,0.287,+0.013,-0.074,+0.038,+0.034,-0.004,+0.025,-0.013,+0.024,+0.375,+0.092,-0.11,+0.00,-10.09,+0.000,+0.011,1,-0.004,+0.00,+0.012,+0.0,0,
2,0.287,+0.017,-0.013,+0.038,+0.034,-0.006,+0.004,-0.013,+0.024,+0.375,+0.091,-0.02,+0.00,-10.11,+0.000,+0.002,1,+0.019,+0.00,+0.020,+0.0,0,
3,0.270,+0.014,-0.017,+0.038,+0.000,-0.005,+0.006,-0.013,-0.006,+0.237,+0.045,-0.07,-0.00,-10.42,-0.000,+0.007,1,+0.021,+0.00,+0.023,+0.0,0,
4,0.295,+0.008,-0.041,+0.038,+0.050,-0.003,+0.014,-0.013,-0.041,+0.032,-0.054,-0.07,-0.00,-10.50,-0.000,+0.006,1,-0.002,+0.00,+0.000,+0.0,0,
5,0.296,+0.007,-0.039,+0.033,+0.052,-0.002,+0.013,-0.011,-0.027,+0.073,-0.129,-0.09,-0.00,-10.72,-0.000,+0.008,1,-0.002,+0.00,+0.000,+0.0,0,
6,0.308,+0.007,-0.033,+0.030,+0.076,-0.002,+0.011,-0.010,-0.011,+0.123,-0.090,-0.11,-0.00,-11.22,-0.000,+0.010,1,-0.002,+0.00,+0.000,+0.0,0,
7,0.309,+0.002,-0.036,+0.012,+0.078,-0.001,+0.012,-0.004,-0.014,+0.100,-0.059,-0.13,-0.00,-11.54,-0.000,+0.011,1,-0.002,+0.00,+0.000,+0.0,0,
8,0.309,+0.001,-0.036,+0.009,+0.079,-0.000,+0.012,-0.003,-0.005,+0.093,-0.040,-0.15,-0.00,-12.05,-0.000,+0.013,1,-0.001,+0.00,+0.000,+0.0,0,
9,0.312,+0.001,-0.036,+0.008,+0.083,-0.000,+0.012,-0.003,-0.001,+0.098,-0.022,-0.17,-0.00,-12.18,-0.000,+0.014,1,-0.002,+0.00,+0.000,+0.0,0,
10,0.313,+0.000,-0.036,+0.004,+0.087,-0.000,+0.012,-0.001,-0.003,+0.095,-0.013,-0.20,-0.00,-12.30,-0.000,+0.016,1,+0.025,+0.00,+0.027,+0.0,0,
11,0.313,-0.001,-0.040,+0.000,+0.086,+0.000,+0.013,-0.000,-0.001,+0.093,-0.014,+0.49,+0.00,-13.07,+0.000,-0.038,1,-0.001,+0.00,+0.000,+0.0,0,
