step,thrust_cmd,roll_cmd,pitch_cmd,yaw_cmd,a_thrust,a_roll,a_pitch,a_yaw,gyro_x,gyro_y,gyro_z,ax,ay,az,tilt_roll,tilt_pitch,gate_visible,reward,r_collision,r_progress,r_gate,active_gate,term_reason
0,0.270,-0.010,-0.152,-0.042,+0.000,+0.003,+0.051,+0.014,+0.000,+0.000,-0.000,-3.00,+0.00,-9.34,+0.000,+0.311,1,-0.000,+0.00,+0.000,+0.0,0,
1,0.270,-0.010,-0.125,-0.042,+0.000,+0.003,+0.042,+0.014,+0.000,+0.000,-0.000,-3.00,+0.00,-9.34,+0.000,+0.311,1,-0.001,+0.00,+0.001,+0.0,0,
2,0.270,-0.011,-0.102,-0.042,+0.000,+0.004,+0.034,+0.014,-0.008,+0.002,+0.009,-2.80,-0.02,-9.41,-0.002,+0.289,1,+0.024,+0.00,+0.025,+0.0,0,
3,0.270,-0.009,-0.055,-0.038,+0.000,+0.003,+0.018,+0.013,+0.001,+0.278,+0.001,-1.47,+0.01,-10.07,+0.001,+0.145,1,-0.002,+0.00,+0.000,+0.0,0,
4,0.270,-0.007,-0.029,-0.038,+0.000,+0.002,+0.010,+0.013,+0.013,+0.361,+0.061,-0.15,+0.00,-9.22,+0.000,+0.016,1,-0.002,+0.00,+0.000,+0.0,0,
5,0.270,-0.002,-0.052,-0.038,+0.000,+0.001,+0.017,+0.013,+0.038,+0.104,+0.142,-0.01,+0.00,-9.68,+0.000,+0.001,1,-0.002,+0.00,+0.000,+0.0,0,
6,0.270,-0.002,-0.048,-0.023,+0.000,+0.001,+0.016,+0.008,+0.008,+0.127,+0.094,-0.01,+0.00,-9.95,+0.000,+0.001,1,-0.001,+0.00,+0.000,+0.0,0,
7,0.270,+0.008,-0.045,+0.018,+0.000,-0.003,+0.015,-0.006,+0.007,+0.158,+0.057,+0.10,+0.00,-10.09,+0.000,-0.010,1,-0.002,+0.00,+0.000,+0.0,0,
8,0.270,+0.003,-0.045,+0.005,+0.000,-0.001,+0.015,-0.002,-0.009,+0.130,+0.004,-0.01,-0.00,-10.10,-0.000,+0.001,1,-0.001,+0.00,+0.000,+0.0,0,
9,0.270,-0.000,-0.045,+0.000,+0.000,+0.000,+0.015,-0.000,-0.016,+0.127,-0.049,-0.03,-0.00,-10.11,-0.000,+0.003,1,-0.002,+0.00,+0.000,+0.0,0,
10,0.270,+0.001,-0.043,-0.005,+0.000,-0.000,+0.014,+0.002,+0.003,+0.127,-0.027,-0.04,+0.00,-10.11,+0.000,+0.004,1,-0.002,+0.00,+0.000,+0.0,0,
11,0.270,+0.003,-0.042,+0.003,+0.000,-0.001,+0.014,-0.001,+0.002,+0.121,+0.014,-0.05,+0.00,-10.11,+0.000,+0.004,1,-0.001,+0.00,+0.000,+0.0,0,
12,0.270,-0.001,-0.042,-0.010,+0.000,+0.000,+0.014,+0.003,-0.004,+0.115,+0.013,-0.06,-0.00,-10.10,-0.000,+0.006,1,-0.002,+0.00,+0.000,+0.0,0,
13,0.270,+0.001,-0.041,-0.000,+0.000,-0.000,+0.014,+0.000,+0.002,+0.113,+0.002,-0.07,+0.00,-10.10,+0.000,+0.007,1,-0.001,+0.00,+0.000,+0.0,0,
14,0.270,+0.002,-0.042,-0.000,+0.000,-0.001,+0.014,+0.000,+0.004,+0.111,+0.015,-0.08,+0.00,-10.09,+0.000,+0.008,1,+0.001,+0.00,+0.003,+0.0,0,
15,0.270,+0.002,-0.041,+0.004,+0.000,-0.001,+0.014,-0.001,-0.004,+0.110,+0.007,-0.09,-0.00,-10.08,-0.000,+0.009,1,+0.029,+0.00,+0.031,+0.0,0,
16,0.280,+0.001,-0.040,+0.001,+0.020,-0.000,+0.013,-0.000,-0.004,+0.108,-0.007,-0.11,-0.00,-10.08,-0.000,+0.011,1,-0.002,+0.00,+0.000,+0.0,0,
17,0.282,+0.002,-0.040,+0.004,+0.023,-0.001,+0.013,-0.001,-0.001,+0.105,-0.011,-0.13,-0.00,-10.32,-0.000,+0.012,1,-0.001,+0.00,+0.000,+0.0,0,
18,0.282,+0.000,-0.039,-0.000,+0.025,-0.000,+0.013,+0.000,-0.002,+0.103,-0.005,-0.15,-0.00,-10.55,-0.000,+0.014,1,-0.002,+0.00,+0.000,+0.0,0,
19,0.270,+0.002,-0.039,+0.006,+0.000,-0.001,+0.013,-0.002,-0.002,+0.101,-0.005,-0.16,-0.00,-10.65,-0.000,+0.015,1,-0.002,+0.00,+0.000,+0.0,0,
20,0.271,+0.001,-0.038,+0.006,+0.001,-0.000,+0.013,-0.002,-0.002,+0.100,-0.006,-0.19,-0.00,-10.05,-0.000,+0.019,1,-0.002,+0.00,+0.000,+0.0,0,
21,0.272,+0.001,-0.037,+0.007,+0.004,-0.000,+0.012,-0.002,-0.004,+0.099,-0.015,-0.21,-0.00,-9.66,-0.000,+0.022,1,-0.001,+0.00,+0.000,+0.0,0,
22,0.273,+0.003,-0.037,+0.013,+0.005,-0.001,+0.012,-0.004,-0.003,+0.095,-0.017,-0.23,-0.00,-9.87,-0.000,+0.024,1,-0.002,+0.00,+0.000,+0.0,0,
23,0.274,+0.001,-0.036,+0.007,+0.009,-0.000,+0.012,-0.002,-0.005,+0.093,-0.021,-0.26,-0.00,-10.08,-0.000,+0.026,1,-0.002,+0.00,+0.000,+0.0,0,
24,0.275,+0.002,-0.036,+0.015,+0.009,-0.001,+0.012,-0.005,-0.004,+0.091,-0.026,-0.28,-0.00,-10.19,-0.000,+0.028,1,-0.001,+0.00,+0.000,+0.0,0,
25,0.300,-0.005,-0.035,-0.016,+0.060,+0.002,+0.012,+0.005,-0.003,+0.090,-0.021,-0.31,-0.00,-10.24,-0.000,+0.031,1,-0.002,+0.00,+0.000,+0.0,0,
26,0.301,-0.003,-0.034,-0.011,+0.062,+0.001,+0.011,+0.004,+0.003,+0.089,-0.013,-0.34,+0.00,-10.73,+0.000,+0.031,1,-0.002,+0.00,+0.000,+0.0,0,
27,0.297,-0.000,-0.033,-0.006,+0.055,+0.000,+0.011,+0.002,+0.011,+0.086,+0.037,-0.37,+0.00,-11.36,+0.000,+0.033,1,-0.002,+0.00,+0.000,+0.0,0,
28,0.300,-0.001,-0.032,-0.003,+0.059,+0.000,+0.011,+0.001,-0.000,+0.082,+0.023,-0.42,-0.00,-11.55,-0.000,+0.036,1,-0.002,+0.00,+0.000,+0.0,0,
29,0.299,-0.001,-0.032,-0.003,+0.059,+0.000,+0.011,+0.001,-0.000,+0.081,+0.007,-0.44,-0.00,-11.59,-0.000,+0.038,1,-0.001,+0.00,+0.000,+0.0,0,
30,0.301,+0.001,-0.031,+0.005,+0.063,-0.000,+0.010,-0.002,+0.002,+0.080,-0.001,-0.47,+0.00,-11.62,+0.000,+0.040,1,-0.002,+0.00,+0.000,+0.0,0,
31,0.301,-0.000,-0.029,+0.000,+0.063,+0.000,+0.010,-0.000,-0.003,+0.077,-0.004,-0.52,-0.00,-11.69,-0.000,+0.044,1,-0.002,+0.00,+0.000,+0.0,0,
32,0.305,-0.000,-0.028,+0.000,+0.069,+0.000,+0.009,-0.000,-0.003,+0.076,-0.009,-0.54,-0.00,-11.70,-0.000,+0.046,1,-0.002,+0.00,+0.000,+0.0,0,
33,0.305,-0.001,-0.027,-0.004,+0.070,+0.000,+0.009,+0.001,+0.002,+0.071,-0.003,-0.57,+0.00,-11.76,+0.000,+0.049,1,+0.008,+0.00,+0.010,+0.0,0,
34,0.305,-0.001,-0.027,-0.004,+0.070,+0.000,+0.009,+0.001,+0.002,+0.069,+0.003,-0.61,+0.00,-11.82,+0.000,+0.052,1,+0.018,+0.00,+0.020,+0.0,0,
35,0.306,-0.001,-0.025,-0.006,+0.073,+0.000,+0.008,+0.002,+0.002,+0.067,+0.012,-0.66,+0.00,-11.85,+0.000,+0.056,1,+0.028,+0.00,+0.030,+0.0,0,
36,0.308,-0.000,-0.024,-0.004,+0.077,+0.000,+0.008,+0.001,+0.002,+0.064,+0.012,-0.70,+0.00,-11.88,+0.000,+0.059,1,+0.014,+0.00,+0.016,+0.0,0,
37,0.311,+0.000,-0.023,+0.000,+0.082,-0.000,+0.008,-0.000,+0.001,+0.060,+0.010,-0.69,+0.00,-11.99,+0.000,+0.057,1,+0.031,+0.00,+0.032,+0.0,0,
38,0.311,-0.001,-0.022,-0.005,+0.081,+0.000,+0.007,+0.002,+0.000,+0.059,+0.008,-0.79,-0.00,-11.97,-0.000,+0.066,1,+0.016,+0.00,+0.018,+0.0,0,
39,0.311,-0.000,-0.020,-0.004,+0.082,+0.000,+0.007,+0.001,+0.001,+0.055,+0.004,-0.83,+0.00,-12.04,+0.000,+0.069,1,+0.030,+0.00,+0.032,+0.0,0,
40,0.314,-0.000,-0.019,-0.003,+0.088,+0.000,+0.006,+0.001,+0.002,+0.054,+0.010,-0.87,+0.00,-12.05,+0.000,+0.072,1,+0.030,+0.00,+0.032,+0.0,0,
41,0.314,+0.002,-0.017,+0.005,+0.088,-0.001,+0.006,-0.002,+0.000,+0.048,+0.010,-0.91,-0.00,-12.11,-0.000,+0.075,1,+0.035,+0.00,+0.037,+0.0,0,
42,0.315,+0.004,-0.016,+0.015,+0.089,-0.001,+0.005,-0.005,-0.002,+0.044,+0.002,-0.96,-0.00,-12.16,-0.000,+0.079,1,+0.050,+0.00,+0.052,+0.0,0,
43,0.316,+0.003,-0.015,+0.016,+0.092,-0.001,+0.005,-0.005,-0.007,+0.041,-0.019,-1.01,-0.00,-12.17,-0.000,+0.083,1,+0.025,+0.00,+0.027,+0.0,0,
44,0.319,+0.001,-0.013,+0.010,+0.097,-0.000,+0.004,-0.003,-0.008,+0.037,-0.042,-1.07,-0.00,-12.19,-0.000,+0.088,1,+0.041,+0.00,+0.042,+0.0,0,
45,0.319,+0.002,-0.011,+0.012,+0.098,-0.001,+0.004,-0.004,-0.004,+0.035,-0.037,-1.11,-0.00,-12.24,-0.000,+0.090,1,+0.040,+0.00,+0.041,+0.0,0,
46,0.319,+0.001,-0.010,+0.009,+0.098,-0.000,+0.003,-0.003,-0.003,+0.029,-0.021,-1.16,-0.00,-12.30,-0.000,+0.094,1,+0.079,+0.00,+0.081,+0.0,0,
47,0.319,-0.001,-0.008,-0.001,+0.097,+0.000,+0.003,+0.000,-0.003,+0.026,-0.019,-1.21,-0.00,-12.29,-0.000,+0.098,1,+0.057,+0.00,+0.059,+0.0,0,
48,0.317,-0.002,-0.007,-0.004,+0.093,+0.001,+0.002,+0.001,-0.000,+0.024,-0.016,-1.24,+0.00,-12.27,+0.000,+0.101,1,+0.053,+0.00,+0.055,+0.0,0,
