nohup: ignoring input
[train] run dir: artifacts/runs/dreamer_small_1784878651
[train] learner device=cuda collector=cuda
[train] seeded replay with 7291 demo transitions from artifacts/demos
[train] prefill to 5000 transitions (random policy) ...
[train] prefill done -> learner + policy collection running
[train] steps=96534 upd=19700 sps=7.1 ups=1.5 wm=1.62 actor=-0.07 ep_r=-17.959999084472656 gate=0 stage=hover
[train] steps=96794 upd=19750 sps=7.1 ups=1.5 wm=1.75 actor=-0.03 ep_r=-17.559999465942383 gate=0 stage=hover
[train] steps=97003 upd=19800 sps=7.1 ups=1.5 wm=1.71 actor=-0.07 ep_r=-17.93000030517578 gate=0 stage=hover
[train] steps=97254 upd=19850 sps=7.1 ups=1.5 wm=1.63 actor=-0.06 ep_r=-18.450000762939453 gate=0 stage=hover
[train] steps=97523 upd=19900 sps=7.1 ups=1.5 wm=1.70 actor=-0.03 ep_r=-18.059999465942383 gate=0 stage=hover
[train] steps=97774 upd=19950 sps=7.1 ups=1.5 wm=1.69 actor=-0.04 ep_r=-17.65999984741211 gate=0 stage=hover
[train] steps=98041 upd=20000 sps=7.1 ups=1.5 wm=1.67 actor=-0.04 ep_r=-18.889999389648438 gate=0 stage=hover
[train] steps=98346 upd=20050 sps=7.1 ups=1.5 wm=1.61 actor=-0.07 ep_r=-18.270000457763672 gate=0 stage=hover
[train] steps=98592 upd=20100 sps=7.1 ups=1.5 wm=1.68 actor=-0.04 ep_r=-18.059999465942383 gate=0 stage=hover
[train] steps=98848 upd=20150 sps=7.1 ups=1.5 wm=1.63 actor=-0.03 ep_r=-17.68000030517578 gate=0 stage=hover
[train] steps=99097 upd=20200 sps=7.1 ups=1.5 wm=1.70 actor=-0.02 ep_r=-18.010000228881836 gate=0 stage=hover
[train] steps=99387 upd=20250 sps=7.1 ups=1.5 wm=1.64 actor=-0.06 ep_r=-19.350000381469727 gate=0 stage=hover
[train] steps=99714 upd=20300 sps=7.1 ups=1.4 wm=1.63 actor=0.00 ep_r=-17.75 gate=0 stage=hover
[train] steps=100017 upd=20350 sps=7.1 ups=1.4 wm=1.64 actor=0.06 ep_r=-18.579999923706055 gate=0 stage=hover
[train] checkpoint -> artifacts/runs/dreamer_small_1784878651/ckpt_100076.pt
[train] steps=100311 upd=20400 sps=7.1 ups=1.4 wm=1.69 actor=0.02 ep_r=-19.260000228881836 gate=0 stage=hover
[train] steps=100613 upd=20450 sps=7.1 ups=1.4 wm=1.63 actor=0.00 ep_r=-18.079999923706055 gate=0 stage=hover
[train] steps=100901 upd=20500 sps=7.1 ups=1.4 wm=1.60 actor=-0.00 ep_r=-18.450000762939453 gate=0 stage=hover
[train] steps=101185 upd=20550 sps=7.1 ups=1.4 wm=1.69 actor=0.03 ep_r=-17.450000762939453 gate=0 stage=hover
[train] steps=101496 upd=20600 sps=7.1 ups=1.4 wm=1.70 actor=-0.03 ep_r=-18.600000381469727 gate=0 stage=hover
[train] steps=101799 upd=20650 sps=7.1 ups=1.4 wm=1.73 actor=-0.00 ep_r=-18.1200008392334 gate=0 stage=hover
[train] steps=102097 upd=20700 sps=7.1 ups=1.4 wm=1.68 actor=-0.03 ep_r=-18.68000030517578 gate=0 stage=hover
[train] steps=102422 upd=20750 sps=7.1 ups=1.4 wm=1.67 actor=-0.01 ep_r=-18.780000686645508 gate=0 stage=hover
[train] steps=102750 upd=20800 sps=7.1 ups=1.4 wm=1.71 actor=-0.01 ep_r=-19.559999465942383 gate=0 stage=hover
[train] steps=103038 upd=20850 sps=7.1 ups=1.4 wm=1.74 actor=-0.03 ep_r=-18.559999465942383 gate=0 stage=hover
[train] steps=103356 upd=20900 sps=7.1 ups=1.4 wm=1.72 actor=-0.04 ep_r=-17.920000076293945 gate=0 stage=hover
[train] steps=103674 upd=20950 sps=7.1 ups=1.4 wm=1.62 actor=-0.00 ep_r=-18.81999969482422 gate=0 stage=hover
[train] steps=103973 upd=21000 sps=7.1 ups=1.4 wm=1.70 actor=-0.02 ep_r=-18.139999389648438 gate=0 stage=hover
[train] steps=104236 upd=21050 sps=7.1 ups=1.4 wm=1.71 actor=-0.06 ep_r=-17.850000381469727 gate=0 stage=hover
[train] steps=104567 upd=21100 sps=7.2 ups=1.4 wm=1.69 actor=0.04 ep_r=-18.75 gate=0 stage=hover
[train] steps=104872 upd=21150 sps=7.2 ups=1.4 wm=1.67 actor=0.04 ep_r=-19.06999969482422 gate=0 stage=hover
[train] steps=105176 upd=21200 sps=7.2 ups=1.4 wm=1.67 actor=-0.06 ep_r=-18.889999389648438 gate=0 stage=hover
[train] steps=105486 upd=21250 sps=7.2 ups=1.4 wm=1.66 actor=-0.04 ep_r=-18.219999313354492 gate=0 stage=hover
[train] steps=105750 upd=21300 sps=7.2 ups=1.4 wm=1.68 actor=-0.06 ep_r=-19.280000686645508 gate=0 stage=hover
[train] steps=106056 upd=21350 sps=7.2 ups=1.4 wm=1.68 actor=-0.06 ep_r=-17.989999771118164 gate=0 stage=hover
[train] steps=106346 upd=21400 sps=7.2 ups=1.4 wm=1.68 actor=-0.04 ep_r=-18.200000762939453 gate=0 stage=hover
[train] steps=106651 upd=21450 sps=7.2 ups=1.4 wm=1.61 actor=-0.05 ep_r=-18.1299991607666 gate=0 stage=hover
[train] steps=106922 upd=21500 sps=7.2 ups=1.4 wm=1.74 actor=-0.01 ep_r=-17.850000381469727 gate=0 stage=hover
[train] steps=107193 upd=21550 sps=7.2 ups=1.4 wm=1.67 actor=-0.03 ep_r=-19.860000610351562 gate=0 stage=hover
[train] steps=107497 upd=21600 sps=7.2 ups=1.4 wm=1.66 actor=-0.03 ep_r=-20.860000610351562 gate=0 stage=hover
[train] steps=107750 upd=21650 sps=7.2 ups=1.4 wm=1.72 actor=-0.05 ep_r=-17.649999618530273 gate=0 stage=hover
[train] steps=108002 upd=21700 sps=7.2 ups=1.4 wm=1.68 actor=-0.04 ep_r=-17.979999542236328 gate=0 stage=hover
[train] steps=108304 upd=21750 sps=7.2 ups=1.4 wm=1.70 actor=-0.03 ep_r=-17.649999618530273 gate=0 stage=hover
[train] steps=108577 upd=21800 sps=7.2 ups=1.4 wm=1.68 actor=-0.05 ep_r=-20.100000381469727 gate=0 stage=hover
[train] steps=108857 upd=21850 sps=7.2 ups=1.4 wm=1.66 actor=-0.09 ep_r=-18.790000915527344 gate=0 stage=hover
[train] steps=109120 upd=21900 sps=7.2 ups=1.4 wm=1.72 actor=-0.03 ep_r=-19.209999084472656 gate=0 stage=hover
[train] steps=109403 upd=21950 sps=7.2 ups=1.4 wm=1.70 actor=-0.03 ep_r=-20.110000610351562 gate=0 stage=hover
[train] steps=109688 upd=22000 sps=7.2 ups=1.4 wm=1.58 actor=-0.05 ep_r=-19.149999618530273 gate=0 stage=hover
[train] steps=109978 upd=22050 sps=7.2 ups=1.4 wm=1.68 actor=-0.04 ep_r=-19.440000534057617 gate=0 stage=hover
[train] checkpoint -> artifacts/runs/dreamer_small_1784878651/ckpt_110079.pt
[train] steps=110291 upd=22100 sps=7.2 ups=1.4 wm=1.64 actor=-0.01 ep_r=-18.260000228881836 gate=0 stage=hover
[train] steps=110609 upd=22150 sps=7.2 ups=1.4 wm=1.65 actor=-0.04 ep_r=-17.610000610351562 gate=0 stage=hover
[train] steps=110912 upd=22200 sps=7.2 ups=1.4 wm=1.64 actor=0.01 ep_r=-18.719999313354492 gate=0 stage=hover
[train] steps=111175 upd=22250 sps=7.2 ups=1.4 wm=1.68 actor=-0.06 ep_r=-19.030000686645508 gate=0 stage=hover
[train] steps=111481 upd=22300 sps=7.2 ups=1.4 wm=1.70 actor=-0.03 ep_r=-19.020000457763672 gate=0 stage=hover
[train] steps=111755 upd=22350 sps=7.2 ups=1.4 wm=1.63 actor=-0.01 ep_r=-17.75 gate=0 stage=hover
[train] steps=112030 upd=22400 sps=7.2 ups=1.4 wm=1.69 actor=-0.05 ep_r=-18.440000534057617 gate=0 stage=hover
[train] steps=112306 upd=22450 sps=7.2 ups=1.4 wm=1.63 actor=-0.07 ep_r=-20.030000686645508 gate=0 stage=hover
[train] steps=112568 upd=22500 sps=7.2 ups=1.4 wm=1.62 actor=0.02 ep_r=-18.34000015258789 gate=0 stage=hover
[train] steps=112852 upd=22550 sps=7.2 ups=1.4 wm=1.64 actor=-0.04 ep_r=-17.520000457763672 gate=0 stage=hover
[train] steps=113146 upd=22600 sps=7.2 ups=1.4 wm=1.60 actor=-0.00 ep_r=-18.43000030517578 gate=0 stage=hover
[train] steps=113435 upd=22650 sps=7.2 ups=1.4 wm=1.64 actor=-0.03 ep_r=-18.31999969482422 gate=0 stage=hover
[train] steps=113677 upd=22700 sps=7.2 ups=1.4 wm=1.72 actor=-0.01 ep_r=-18.81999969482422 gate=0 stage=hover
[train] steps=113935 upd=22750 sps=7.2 ups=1.4 wm=1.61 actor=-0.09 ep_r=-18.540000915527344 gate=0 stage=hover
[train] steps=114197 upd=22800 sps=7.2 ups=1.4 wm=1.65 actor=-0.04 ep_r=-19.040000915527344 gate=0 stage=hover
[train] steps=114484 upd=22850 sps=7.2 ups=1.4 wm=1.71 actor=-0.02 ep_r=-19.1200008392334 gate=0 stage=hover
[train] steps=114773 upd=22900 sps=7.2 ups=1.4 wm=1.64 actor=-0.02 ep_r=-17.940000534057617 gate=0 stage=hover
[train] steps=115051 upd=22950 sps=7.2 ups=1.4 wm=1.63 actor=-0.05 ep_r=-18.940000534057617 gate=0 stage=hover
[train] steps=115299 upd=23000 sps=7.2 ups=1.4 wm=1.66 actor=-0.06 ep_r=-17.829999923706055 gate=0 stage=hover
[train] steps=115572 upd=23050 sps=7.2 ups=1.4 wm=1.62 actor=-0.03 ep_r=-18.56999969482422 gate=0 stage=hover
[train] steps=115834 upd=23100 sps=7.2 ups=1.4 wm=1.64 actor=-0.06 ep_r=-19.059999465942383 gate=0 stage=hover
[train] steps=116091 upd=23150 sps=7.2 ups=1.4 wm=1.58 actor=-0.05 ep_r=-18.170000076293945 gate=0 stage=hover
[train] steps=116369 upd=23200 sps=7.2 ups=1.4 wm=1.67 actor=-0.03 ep_r=-18.020000457763672 gate=0 stage=hover
[train] steps=116623 upd=23250 sps=7.2 ups=1.4 wm=1.61 actor=-0.07 ep_r=-17.93000030517578 gate=0 stage=hover
[train] steps=116893 upd=23300 sps=7.2 ups=1.4 wm=1.65 actor=-0.05 ep_r=-18.799999237060547 gate=0 stage=hover
[train] steps=117167 upd=23350 sps=7.2 ups=1.4 wm=1.62 actor=-0.02 ep_r=-18.6200008392334 gate=0 stage=hover
[train] steps=117421 upd=23400 sps=7.2 ups=1.4 wm=1.64 actor=-0.04 ep_r=-18.149999618530273 gate=0 stage=hover
[train] steps=117723 upd=23450 sps=7.2 ups=1.4 wm=1.61 actor=-0.04 ep_r=-18.739999771118164 gate=0 stage=hover
[train] steps=117987 upd=23500 sps=7.2 ups=1.4 wm=1.63 actor=-0.06 ep_r=-20.100000381469727 gate=0 stage=hover
[train] steps=118238 upd=23550 sps=7.2 ups=1.4 wm=1.62 actor=-0.03 ep_r=-18.219999313354492 gate=0 stage=hover
[train] steps=118487 upd=23600 sps=7.2 ups=1.4 wm=1.66 actor=-0.00 ep_r=-18.469999313354492 gate=0 stage=hover
[train] steps=118743 upd=23650 sps=7.2 ups=1.4 wm=1.61 actor=-0.02 ep_r=-18.690000534057617 gate=0 stage=hover
[train] steps=119011 upd=23700 sps=7.2 ups=1.4 wm=1.64 actor=-0.08 ep_r=-18.329999923706055 gate=0 stage=hover
[train] steps=119290 upd=23750 sps=7.2 ups=1.4 wm=1.63 actor=-0.04 ep_r=-19.059999465942383 gate=0 stage=hover
[train] steps=119579 upd=23800 sps=7.2 ups=1.4 wm=1.66 actor=-0.09 ep_r=-17.969999313354492 gate=0 stage=hover
[train] steps=119836 upd=23850 sps=7.2 ups=1.4 wm=1.64 actor=-0.06 ep_r=-18.049999237060547 gate=0 stage=hover
[train] checkpoint -> artifacts/runs/dreamer_small_1784878651/ckpt_120080.pt
[train] steps=120120 upd=23900 sps=7.2 ups=1.4 wm=1.64 actor=-0.05 ep_r=-18.860000610351562 gate=0 stage=hover
[train] steps=120385 upd=23950 sps=7.2 ups=1.4 wm=1.59 actor=-0.04 ep_r=-19.229999542236328 gate=0 stage=hover
[train] steps=120647 upd=24000 sps=7.2 ups=1.4 wm=1.60 actor=-0.07 ep_r=-18.3700008392334 gate=0 stage=hover
[train] steps=120911 upd=24050 sps=7.2 ups=1.4 wm=1.63 actor=-0.07 ep_r=-18.260000228881836 gate=0 stage=hover
[train] steps=121158 upd=24100 sps=7.2 ups=1.4 wm=1.64 actor=-0.01 ep_r=-18.229999542236328 gate=0 stage=hover
[train] steps=121408 upd=24150 sps=7.2 ups=1.4 wm=1.66 actor=-0.00 ep_r=-17.979999542236328 gate=0 stage=hover
[train] steps=121667 upd=24200 sps=7.2 ups=1.4 wm=1.65 actor=-0.01 ep_r=-17.93000030517578 gate=0 stage=hover
[train] steps=121960 upd=24250 sps=7.2 ups=1.4 wm=1.65 actor=0.01 ep_r=-18.59000015258789 gate=0 stage=hover
[train] steps=122241 upd=24300 sps=7.2 ups=1.4 wm=1.61 actor=-0.04 ep_r=-18.670000076293945 gate=0 stage=hover
[train] steps=122529 upd=24350 sps=7.2 ups=1.4 wm=1.65 actor=-0.04 ep_r=-18.190000534057617 gate=0 stage=hover
[train] steps=122802 upd=24400 sps=7.2 ups=1.4 wm=1.60 actor=-0.09 ep_r=-17.93000030517578 gate=0 stage=hover
[train] steps=123091 upd=24450 sps=7.2 ups=1.4 wm=1.66 actor=-0.03 ep_r=-21.209999084472656 gate=0 stage=hover
[train] steps=123418 upd=24500 sps=7.2 ups=1.4 wm=1.63 actor=-0.02 ep_r=-21.59000015258789 gate=0 stage=hover
[train] steps=123716 upd=24550 sps=7.2 ups=1.4 wm=1.73 actor=0.03 ep_r=-18.860000610351562 gate=0 stage=hover
[train] steps=124028 upd=24600 sps=7.2 ups=1.4 wm=1.57 actor=0.05 ep_r=-17.760000228881836 gate=0 stage=hover
[train] steps=124358 upd=24650 sps=7.2 ups=1.4 wm=1.65 actor=0.04 ep_r=-18.950000762939453 gate=0 stage=hover
[train] steps=124656 upd=24700 sps=7.2 ups=1.4 wm=1.67 actor=-0.02 ep_r=-20.010000228881836 gate=0 stage=hover
[train] steps=124828 upd=24750 sps=7.2 ups=1.4 wm=1.69 actor=0.05 ep_r=-20.020000457763672 gate=0 stage=hover
[train] steps=124970 upd=24800 sps=7.2 ups=1.4 wm=1.72 actor=-0.00 ep_r=-20.049999237060547 gate=0 stage=hover
[train] steps=125226 upd=24850 sps=7.2 ups=1.4 wm=1.65 actor=0.01 ep_r=-17.790000915527344 gate=0 stage=hover
[train] steps=125493 upd=24900 sps=7.2 ups=1.4 wm=1.60 actor=0.04 ep_r=-19.25 gate=0 stage=hover
[train] steps=125768 upd=24950 sps=7.2 ups=1.4 wm=1.71 actor=-0.00 ep_r=-18.31999969482422 gate=0 stage=hover
[train] steps=126023 upd=25000 sps=7.2 ups=1.4 wm=1.68 actor=0.01 ep_r=-20.440000534057617 gate=0 stage=hover
[train] steps=126243 upd=25050 sps=7.2 ups=1.4 wm=1.59 actor=0.02 ep_r=-20.030000686645508 gate=0 stage=hover
[train] steps=126475 upd=25100 sps=7.2 ups=1.4 wm=1.71 actor=0.01 ep_r=-18.670000076293945 gate=0 stage=hover
[train] steps=126726 upd=25150 sps=7.2 ups=1.4 wm=1.62 actor=-0.06 ep_r=-19.079999923706055 gate=0 stage=hover
[train] steps=126954 upd=25200 sps=7.2 ups=1.4 wm=1.69 actor=0.01 ep_r=-18.639999389648438 gate=0 stage=hover
[train] steps=127230 upd=25250 sps=7.2 ups=1.4 wm=1.68 actor=0.00 ep_r=-18.829999923706055 gate=0 stage=hover
[train] steps=127465 upd=25300 sps=7.2 ups=1.4 wm=1.66 actor=-0.04 ep_r=-20.209999084472656 gate=0 stage=hover
[train] steps=127660 upd=25350 sps=7.2 ups=1.4 wm=1.60 actor=-0.05 ep_r=-17.43000030517578 gate=0 stage=hover
[train] steps=127878 upd=25400 sps=7.2 ups=1.4 wm=1.58 actor=-0.01 ep_r=-20.079999923706055 gate=0 stage=hover
[train] steps=128119 upd=25450 sps=7.2 ups=1.4 wm=1.65 actor=0.01 ep_r=-18.549999237060547 gate=0 stage=hover
[train] steps=128374 upd=25500 sps=7.2 ups=1.4 wm=1.59 actor=-0.06 ep_r=-17.829999923706055 gate=0 stage=hover
[train] steps=128617 upd=25550 sps=7.2 ups=1.4 wm=1.62 actor=-0.06 ep_r=-18.959999084472656 gate=0 stage=hover
[train] steps=128882 upd=25600 sps=7.2 ups=1.4 wm=1.60 actor=-0.04 ep_r=-19.56999969482422 gate=0 stage=hover
[train] steps=129128 upd=25650 sps=7.2 ups=1.4 wm=1.61 actor=-0.04 ep_r=-17.649999618530273 gate=0 stage=hover
[train] steps=129351 upd=25700 sps=7.2 ups=1.4 wm=1.58 actor=-0.08 ep_r=-19.25 gate=0 stage=hover
[train] steps=129592 upd=25750 sps=7.2 ups=1.4 wm=1.68 actor=-0.04 ep_r=-20.079999923706055 gate=0 stage=hover
[train] steps=129794 upd=25800 sps=7.2 ups=1.4 wm=1.74 actor=-0.04 ep_r=-19.989999771118164 gate=0 stage=hover
[train] steps=130028 upd=25850 sps=7.2 ups=1.4 wm=1.58 actor=-0.05 ep_r=-18.8799991607666 gate=0 stage=hover
[train] checkpoint -> artifacts/runs/dreamer_small_1784878651/ckpt_130088.pt
[train] steps=130284 upd=25900 sps=7.2 ups=1.4 wm=1.69 actor=-0.02 ep_r=-18.75 gate=0 stage=hover
[train] steps=130526 upd=25950 sps=7.2 ups=1.4 wm=1.72 actor=0.00 ep_r=-17.959999084472656 gate=0 stage=hover
[train] steps=130825 upd=26000 sps=7.2 ups=1.4 wm=1.64 actor=-0.02 ep_r=-18.299999237060547 gate=0 stage=hover
[train] steps=131066 upd=26050 sps=7.2 ups=1.4 wm=1.72 actor=-0.03 ep_r=-18.770000457763672 gate=0 stage=hover
[train] steps=131312 upd=26100 sps=7.2 ups=1.4 wm=1.67 actor=-0.01 ep_r=-17.709999084472656 gate=0 stage=hover
[train] steps=131569 upd=26150 sps=7.2 ups=1.4 wm=1.69 actor=-0.04 ep_r=-18.100000381469727 gate=0 stage=hover
[train] steps=131791 upd=26200 sps=7.2 ups=1.4 wm=1.61 actor=-0.06 ep_r=-18.3700008392334 gate=0 stage=hover
[train] steps=132012 upd=26250 sps=7.2 ups=1.4 wm=1.71 actor=-0.04 ep_r=-20.079999923706055 gate=0 stage=hover
[train] steps=132256 upd=26300 sps=7.2 ups=1.4 wm=1.70 actor=-0.05 ep_r=-18.6200008392334 gate=0 stage=hover
[train] steps=132464 upd=26350 sps=7.2 ups=1.4 wm=1.58 actor=-0.05 ep_r=-20.040000915527344 gate=0 stage=hover
[train] steps=132706 upd=26400 sps=7.2 ups=1.4 wm=1.59 actor=-0.02 ep_r=-18.969999313354492 gate=0 stage=hover
[train] steps=132933 upd=26450 sps=7.2 ups=1.4 wm=1.66 actor=-0.04 ep_r=-20.010000228881836 gate=0 stage=hover
[train] steps=133172 upd=26500 sps=7.2 ups=1.4 wm=1.71 actor=-0.03 ep_r=-19.079999923706055 gate=0 stage=hover
[train] steps=133464 upd=26550 sps=7.2 ups=1.4 wm=1.59 actor=-0.05 ep_r=-17.920000076293945 gate=0 stage=hover
[train] steps=133723 upd=26600 sps=7.2 ups=1.4 wm=1.68 actor=-0.01 ep_r=-20.079999923706055 gate=0 stage=hover
[train] steps=133970 upd=26650 sps=7.2 ups=1.4 wm=1.63 actor=-0.06 ep_r=-19.809999465942383 gate=0 stage=hover
[train] steps=134176 upd=26700 sps=7.2 ups=1.4 wm=1.68 actor=-0.03 ep_r=-18.209999084472656 gate=0 stage=hover
[train] steps=134418 upd=26750 sps=7.2 ups=1.4 wm=1.61 actor=-0.01 ep_r=-19.09000015258789 gate=0 stage=hover
[train] steps=134665 upd=26800 sps=7.2 ups=1.4 wm=1.65 actor=-0.04 ep_r=-17.670000076293945 gate=0 stage=hover
[train] steps=134927 upd=26850 sps=7.2 ups=1.4 wm=1.62 actor=-0.02 ep_r=-18.809999465942383 gate=0 stage=hover
[train] steps=135237 upd=26900 sps=7.2 ups=1.4 wm=1.59 actor=-0.04 ep_r=-17.719999313354492 gate=0 stage=hover
[train] steps=135471 upd=26950 sps=7.2 ups=1.4 wm=1.69 actor=-0.04 ep_r=-19.940000534057617 gate=0 stage=hover
[train] steps=135685 upd=27000 sps=7.2 ups=1.4 wm=1.62 actor=-0.06 ep_r=-17.6299991607666 gate=0 stage=hover
[train] steps=135947 upd=27050 sps=7.2 ups=1.4 wm=1.63 actor=-0.05 ep_r=-20.09000015258789 gate=0 stage=hover
[train] steps=136199 upd=27100 sps=7.2 ups=1.4 wm=1.59 actor=-0.03 ep_r=-18.149999618530273 gate=0 stage=hover
[train] steps=136426 upd=27150 sps=7.2 ups=1.4 wm=1.60 actor=-0.05 ep_r=-18.850000381469727 gate=0 stage=hover
[train] steps=136651 upd=27200 sps=7.2 ups=1.4 wm=1.70 actor=-0.05 ep_r=-20.100000381469727 gate=0 stage=hover
[train] steps=136908 upd=27250 sps=7.2 ups=1.4 wm=1.61 actor=-0.00 ep_r=-18.040000915527344 gate=0 stage=hover
[train] steps=137127 upd=27300 sps=7.2 ups=1.4 wm=1.64 actor=-0.01 ep_r=-19.0 gate=0 stage=hover
[train] steps=137388 upd=27350 sps=7.2 ups=1.4 wm=1.65 actor=-0.03 ep_r=-20.1299991607666 gate=0 stage=hover
[train] steps=137608 upd=27400 sps=7.2 ups=1.4 wm=1.62 actor=-0.06 ep_r=-19.850000381469727 gate=0 stage=hover
[train] steps=137878 upd=27450 sps=7.2 ups=1.4 wm=1.60 actor=-0.05 ep_r=-18.559999465942383 gate=0 stage=hover
[train] steps=138091 upd=27500 sps=7.2 ups=1.4 wm=1.66 actor=-0.00 ep_r=-20.09000015258789 gate=0 stage=hover
[train] steps=138320 upd=27550 sps=7.2 ups=1.4 wm=1.58 actor=-0.04 ep_r=-18.139999389648438 gate=0 stage=hover
[train] steps=138545 upd=27600 sps=7.2 ups=1.4 wm=1.65 actor=-0.04 ep_r=-20.1200008392334 gate=0 stage=hover
[train] steps=138773 upd=27650 sps=7.2 ups=1.4 wm=1.60 actor=-0.03 ep_r=-20.139999389648438 gate=0 stage=hover
[train] steps=139010 upd=27700 sps=7.2 ups=1.4 wm=1.64 actor=-0.03 ep_r=-18.239999771118164 gate=0 stage=hover
[train] steps=139228 upd=27750 sps=7.2 ups=1.4 wm=1.65 actor=-0.02 ep_r=-18.329999923706055 gate=0 stage=hover
[train] steps=139461 upd=27800 sps=7.2 ups=1.4 wm=1.65 actor=0.03 ep_r=-18.469999313354492 gate=0 stage=hover
[train] steps=139714 upd=27850 sps=7.2 ups=1.4 wm=1.65 actor=-0.06 ep_r=-18.0 gate=0 stage=hover
[train] steps=139979 upd=27900 sps=7.2 ups=1.4 wm=1.59 actor=-0.05 ep_r=-18.290000915527344 gate=0 stage=hover
[train] checkpoint -> artifacts/runs/dreamer_small_1784878651/ckpt_140094.pt
[train] steps=140236 upd=27950 sps=7.2 ups=1.4 wm=1.58 actor=-0.03 ep_r=-18.209999084472656 gate=0 stage=hover
[train] steps=140497 upd=28000 sps=7.2 ups=1.4 wm=1.59 actor=-0.01 ep_r=-18.93000030517578 gate=0 stage=hover
[train] steps=140690 upd=28050 sps=7.2 ups=1.4 wm=1.58 actor=-0.02 ep_r=-18.920000076293945 gate=0 stage=hover
[train] steps=140912 upd=28100 sps=7.2 ups=1.4 wm=1.66 actor=-0.04 ep_r=-18.3700008392334 gate=0 stage=hover
[train] steps=141111 upd=28150 sps=7.2 ups=1.4 wm=1.67 actor=-0.01 ep_r=-20.079999923706055 gate=0 stage=hover
[train] steps=141316 upd=28200 sps=7.2 ups=1.4 wm=1.60 actor=-0.02 ep_r=-19.969999313354492 gate=0 stage=hover
[train] steps=141518 upd=28250 sps=7.2 ups=1.4 wm=1.57 actor=-0.01 ep_r=-18.350000381469727 gate=0 stage=hover
[train] steps=141713 upd=28300 sps=7.2 ups=1.4 wm=1.62 actor=-0.03 ep_r=-20.09000015258789 gate=0 stage=hover
[train] steps=141947 upd=28350 sps=7.2 ups=1.4 wm=1.69 actor=-0.06 ep_r=-18.450000762939453 gate=0 stage=hover
[train] steps=142171 upd=28400 sps=7.2 ups=1.4 wm=1.64 actor=-0.01 ep_r=-18.559999465942383 gate=0 stage=hover
[train] steps=142419 upd=28450 sps=7.2 ups=1.4 wm=1.64 actor=-0.02 ep_r=-17.84000015258789 gate=0 stage=hover
[train] steps=142638 upd=28500 sps=7.2 ups=1.4 wm=1.66 actor=0.00 ep_r=-20.389999389648438 gate=0 stage=hover
[train] steps=142881 upd=28550 sps=7.2 ups=1.4 wm=1.72 actor=-0.03 ep_r=-18.34000015258789 gate=0 stage=hover
[train] steps=143136 upd=28600 sps=7.2 ups=1.4 wm=1.67 actor=-0.02 ep_r=-18.360000610351562 gate=0 stage=hover
[train] steps=143370 upd=28650 sps=7.2 ups=1.4 wm=1.62 actor=-0.01 ep_r=-18.260000228881836 gate=0 stage=hover
[train] steps=143613 upd=28700 sps=7.2 ups=1.4 wm=1.62 actor=-0.05 ep_r=-18.270000457763672 gate=0 stage=hover
[train] steps=143827 upd=28750 sps=7.2 ups=1.4 wm=1.62 actor=-0.03 ep_r=-18.530000686645508 gate=0 stage=hover
[train] steps=144064 upd=28800 sps=7.2 ups=1.4 wm=1.57 actor=-0.02 ep_r=-17.8799991607666 gate=0 stage=hover
[train] steps=144286 upd=28850 sps=7.2 ups=1.4 wm=1.71 actor=-0.02 ep_r=-18.700000762939453 gate=0 stage=hover
[train] steps=144503 upd=28900 sps=7.2 ups=1.4 wm=1.56 actor=-0.01 ep_r=-18.010000228881836 gate=0 stage=hover
[train] steps=144711 upd=28950 sps=7.2 ups=1.4 wm=1.63 actor=-0.04 ep_r=-19.260000228881836 gate=0 stage=hover
[train] steps=144926 upd=29000 sps=7.2 ups=1.4 wm=1.56 actor=-0.04 ep_r=-18.649999618530273 gate=0 stage=hover
[train] steps=145163 upd=29050 sps=7.2 ups=1.4 wm=1.69 actor=-0.02 ep_r=-19.770000457763672 gate=0 stage=hover
[train] steps=145419 upd=29100 sps=7.2 ups=1.4 wm=1.65 actor=-0.02 ep_r=-18.170000076293945 gate=0 stage=hover
[train] steps=145652 upd=29150 sps=7.2 ups=1.4 wm=1.64 actor=-0.03 ep_r=-19.040000915527344 gate=0 stage=hover
[train] steps=145885 upd=29200 sps=7.2 ups=1.4 wm=1.71 actor=-0.06 ep_r=-18.229999542236328 gate=0 stage=hover
[train] steps=146122 upd=29250 sps=7.2 ups=1.4 wm=1.61 actor=-0.01 ep_r=-18.100000381469727 gate=0 stage=hover
[train] steps=146343 upd=29300 sps=7.2 ups=1.4 wm=1.65 actor=-0.03 ep_r=-20.469999313354492 gate=0 stage=hover
[train] steps=146582 upd=29350 sps=7.2 ups=1.4 wm=1.63 actor=-0.06 ep_r=-20.25 gate=0 stage=hover
[train] steps=146817 upd=29400 sps=7.2 ups=1.4 wm=1.67 actor=-0.04 ep_r=-18.149999618530273 gate=0 stage=hover
[train] steps=147065 upd=29450 sps=7.2 ups=1.4 wm=1.61 actor=-0.03 ep_r=-18.110000610351562 gate=0 stage=hover
[train] steps=147309 upd=29500 sps=7.2 ups=1.4 wm=1.66 actor=-0.01 ep_r=-20.290000915527344 gate=0 stage=hover
[train] steps=147524 upd=29550 sps=7.2 ups=1.4 wm=1.62 actor=-0.05 ep_r=-18.270000457763672 gate=0 stage=hover
[train] steps=147733 upd=29600 sps=7.2 ups=1.4 wm=1.65 actor=-0.04 ep_r=-18.799999237060547 gate=0 stage=hover
