nohup: ignoring input
[train] run dir: artifacts/runs/dreamer_small_1784878651
[train] learner device=cuda collector=cuda
[train] seeded replay with 7291 demo transitions from artifacts/demos
[train] prefill to 5000 transitions (random policy) ...
[train] prefill done -> learner + policy collection running
[train] steps=49425 upd=9800 sps=7.4 ups=1.5 wm=1.74 actor=-0.09 ep_r=-18.600000381469727 gate=0 stage=hover
[train] steps=49637 upd=9850 sps=7.4 ups=1.5 wm=1.81 actor=-0.12 ep_r=-19.09000015258789 gate=0 stage=hover
[train] steps=49850 upd=9900 sps=7.4 ups=1.5 wm=1.73 actor=-0.12 ep_r=-20.190000534057617 gate=0 stage=hover
[train] checkpoint -> artifacts/runs/dreamer_small_1784878651/ckpt_50020.pt
[train] steps=50068 upd=9950 sps=7.4 ups=1.5 wm=1.79 actor=-0.09 ep_r=-20.059999465942383 gate=0 stage=hover
[train] steps=50266 upd=10000 sps=7.4 ups=1.5 wm=1.76 actor=-0.10 ep_r=-20.010000228881836 gate=0 stage=hover
[train] steps=50466 upd=10050 sps=7.3 ups=1.5 wm=1.74 actor=-0.13 ep_r=-19.579999923706055 gate=0 stage=hover
[train] steps=50673 upd=10100 sps=7.3 ups=1.5 wm=1.79 actor=-0.09 ep_r=-20.100000381469727 gate=0 stage=hover
[train] steps=50898 upd=10150 sps=7.3 ups=1.5 wm=1.73 actor=-0.11 ep_r=-19.09000015258789 gate=0 stage=hover
[train] steps=51122 upd=10200 sps=7.3 ups=1.5 wm=1.78 actor=-0.08 ep_r=-20.100000381469727 gate=0 stage=hover
[train] steps=51343 upd=10250 sps=7.3 ups=1.5 wm=1.72 actor=-0.16 ep_r=-20.0 gate=0 stage=hover
[train] steps=51572 upd=10300 sps=7.3 ups=1.5 wm=1.77 actor=-0.11 ep_r=-19.850000381469727 gate=0 stage=hover
[train] steps=51782 upd=10350 sps=7.3 ups=1.5 wm=1.66 actor=-0.18 ep_r=-18.850000381469727 gate=0 stage=hover
[train] steps=51999 upd=10400 sps=7.3 ups=1.5 wm=1.78 actor=-0.10 ep_r=-20.020000457763672 gate=0 stage=hover
[train] steps=52227 upd=10450 sps=7.3 ups=1.5 wm=1.69 actor=-0.13 ep_r=-18.600000381469727 gate=0 stage=hover
[train] steps=52460 upd=10500 sps=7.3 ups=1.5 wm=1.72 actor=-0.14 ep_r=-18.950000762939453 gate=0 stage=hover
[train] steps=52703 upd=10550 sps=7.3 ups=1.5 wm=1.73 actor=-0.07 ep_r=-18.979999542236328 gate=0 stage=hover
[train] steps=52920 upd=10600 sps=7.3 ups=1.5 wm=1.74 actor=-0.14 ep_r=-18.75 gate=0 stage=hover
[train] steps=53112 upd=10650 sps=7.3 ups=1.5 wm=1.82 actor=-0.14 ep_r=-18.1200008392334 gate=0 stage=hover
[train] steps=53343 upd=10700 sps=7.3 ups=1.5 wm=1.77 actor=-0.16 ep_r=-20.059999465942383 gate=0 stage=hover
[train] steps=53543 upd=10750 sps=7.3 ups=1.5 wm=1.74 actor=-0.12 ep_r=-19.690000534057617 gate=0 stage=hover
[train] steps=53742 upd=10800 sps=7.3 ups=1.5 wm=1.70 actor=-0.07 ep_r=-18.260000228881836 gate=0 stage=hover
[train] steps=53931 upd=10850 sps=7.3 ups=1.5 wm=1.76 actor=-0.16 ep_r=-19.989999771118164 gate=0 stage=hover
[train] steps=54111 upd=10900 sps=7.3 ups=1.5 wm=1.72 actor=-0.17 ep_r=-20.139999389648438 gate=0 stage=hover
[train] steps=54311 upd=10950 sps=7.3 ups=1.5 wm=1.80 actor=-0.17 ep_r=-19.040000915527344 gate=0 stage=hover
[train] steps=54500 upd=11000 sps=7.3 ups=1.5 wm=1.76 actor=-0.09 ep_r=-19.020000457763672 gate=0 stage=hover
[train] steps=54708 upd=11050 sps=7.3 ups=1.5 wm=1.76 actor=-0.08 ep_r=-19.829999923706055 gate=0 stage=hover
[train] steps=54924 upd=11100 sps=7.3 ups=1.5 wm=1.74 actor=-0.11 ep_r=-18.799999237060547 gate=0 stage=hover
[train] steps=55154 upd=11150 sps=7.3 ups=1.5 wm=1.81 actor=-0.15 ep_r=-18.729999542236328 gate=0 stage=hover
[train] steps=55358 upd=11200 sps=7.3 ups=1.5 wm=1.72 actor=-0.12 ep_r=-18.65999984741211 gate=0 stage=hover
[train] steps=55583 upd=11250 sps=7.3 ups=1.5 wm=1.79 actor=-0.13 ep_r=-19.899999618530273 gate=0 stage=hover
[train] steps=55783 upd=11300 sps=7.2 ups=1.5 wm=1.74 actor=-0.09 ep_r=-18.3799991607666 gate=0 stage=hover
[train] steps=55984 upd=11350 sps=7.2 ups=1.5 wm=1.71 actor=-0.10 ep_r=-18.649999618530273 gate=0 stage=hover
[train] steps=56188 upd=11400 sps=7.2 ups=1.5 wm=1.72 actor=-0.13 ep_r=-20.1200008392334 gate=0 stage=hover
[train] steps=56395 upd=11450 sps=7.2 ups=1.5 wm=1.76 actor=-0.09 ep_r=-20.059999465942383 gate=0 stage=hover
[train] steps=56581 upd=11500 sps=7.2 ups=1.5 wm=1.76 actor=-0.10 ep_r=-18.899999618530273 gate=0 stage=hover
[train] steps=56764 upd=11550 sps=7.2 ups=1.5 wm=1.65 actor=-0.10 ep_r=-19.290000915527344 gate=0 stage=hover
[train] steps=56988 upd=11600 sps=7.2 ups=1.5 wm=1.71 actor=-0.06 ep_r=-18.639999389648438 gate=0 stage=hover
[train] steps=57193 upd=11650 sps=7.2 ups=1.5 wm=1.66 actor=-0.10 ep_r=-18.229999542236328 gate=0 stage=hover
[train] steps=57373 upd=11700 sps=7.2 ups=1.5 wm=1.73 actor=-0.07 ep_r=-18.8799991607666 gate=0 stage=hover
[train] steps=57551 upd=11750 sps=7.2 ups=1.5 wm=1.74 actor=-0.08 ep_r=-19.450000762939453 gate=0 stage=hover
[train] steps=57751 upd=11800 sps=7.2 ups=1.5 wm=1.63 actor=-0.03 ep_r=-19.6200008392334 gate=0 stage=hover
[train] steps=57968 upd=11850 sps=7.2 ups=1.5 wm=1.81 actor=-0.12 ep_r=-18.559999465942383 gate=0 stage=hover
[train] steps=58190 upd=11900 sps=7.2 ups=1.5 wm=1.69 actor=-0.13 ep_r=-20.110000610351562 gate=0 stage=hover
[train] steps=58430 upd=11950 sps=7.2 ups=1.5 wm=1.79 actor=0.05 ep_r=-19.030000686645508 gate=0 stage=hover
[train] steps=58640 upd=12000 sps=7.2 ups=1.5 wm=1.72 actor=-0.09 ep_r=-18.690000534057617 gate=0 stage=hover
[train] steps=58890 upd=12050 sps=7.2 ups=1.5 wm=1.79 actor=-0.07 ep_r=-18.450000762939453 gate=0 stage=hover
[train] steps=59097 upd=12100 sps=7.2 ups=1.5 wm=1.67 actor=-0.05 ep_r=-18.299999237060547 gate=0 stage=hover
[train] steps=59301 upd=12150 sps=7.2 ups=1.5 wm=1.65 actor=0.00 ep_r=-19.18000030517578 gate=0 stage=hover
[train] steps=59472 upd=12200 sps=7.2 ups=1.5 wm=1.78 actor=-0.06 ep_r=-19.969999313354492 gate=0 stage=hover
[train] steps=59702 upd=12250 sps=7.2 ups=1.5 wm=1.70 actor=-0.02 ep_r=-19.200000762939453 gate=0 stage=hover
[train] steps=59919 upd=12300 sps=7.2 ups=1.5 wm=1.64 actor=-0.06 ep_r=-18.110000610351562 gate=0 stage=hover
[train] checkpoint -> artifacts/runs/dreamer_small_1784878651/ckpt_60032.pt
[train] steps=60172 upd=12350 sps=7.2 ups=1.5 wm=1.83 actor=-0.07 ep_r=-18.360000610351562 gate=0 stage=hover
[train] steps=60373 upd=12400 sps=7.2 ups=1.5 wm=1.72 actor=-0.04 ep_r=-17.780000686645508 gate=0 stage=hover
[train] steps=60622 upd=12450 sps=7.2 ups=1.5 wm=1.73 actor=-0.00 ep_r=-18.899999618530273 gate=0 stage=hover
[train] steps=60840 upd=12500 sps=7.2 ups=1.5 wm=1.69 actor=0.02 ep_r=-18.34000015258789 gate=0 stage=hover
[train] steps=61068 upd=12550 sps=7.2 ups=1.5 wm=1.68 actor=-0.08 ep_r=-18.799999237060547 gate=0 stage=hover
[train] steps=61297 upd=12600 sps=7.2 ups=1.5 wm=1.68 actor=-0.02 ep_r=-18.190000534057617 gate=0 stage=hover
[train] steps=61552 upd=12650 sps=7.2 ups=1.5 wm=1.75 actor=-0.02 ep_r=-18.09000015258789 gate=0 stage=hover
[train] steps=61793 upd=12700 sps=7.2 ups=1.5 wm=1.71 actor=-0.05 ep_r=-20.1299991607666 gate=0 stage=hover
[train] steps=62036 upd=12750 sps=7.2 ups=1.5 wm=1.72 actor=-0.13 ep_r=-18.81999969482422 gate=0 stage=hover
[train] steps=62261 upd=12800 sps=7.2 ups=1.5 wm=1.69 actor=-0.05 ep_r=-17.639999389648438 gate=0 stage=hover
[train] steps=62479 upd=12850 sps=7.2 ups=1.5 wm=1.68 actor=0.01 ep_r=-19.049999237060547 gate=0 stage=hover
[train] steps=62723 upd=12900 sps=7.2 ups=1.5 wm=1.71 actor=-0.03 ep_r=-17.81999969482422 gate=0 stage=hover
[train] steps=62939 upd=12950 sps=7.2 ups=1.5 wm=1.67 actor=-0.01 ep_r=-19.850000381469727 gate=0 stage=hover
[train] steps=63168 upd=13000 sps=7.2 ups=1.5 wm=1.78 actor=-0.08 ep_r=-18.40999984741211 gate=0 stage=hover
[train] steps=63370 upd=13050 sps=7.2 ups=1.5 wm=1.67 actor=0.02 ep_r=-19.329999923706055 gate=0 stage=hover
[train] steps=63581 upd=13100 sps=7.2 ups=1.5 wm=1.75 actor=0.01 ep_r=-18.260000228881836 gate=0 stage=hover
[train] steps=63813 upd=13150 sps=7.1 ups=1.5 wm=1.74 actor=-0.04 ep_r=-17.56999969482422 gate=0 stage=hover
[train] steps=64033 upd=13200 sps=7.1 ups=1.5 wm=1.71 actor=0.02 ep_r=-18.34000015258789 gate=0 stage=hover
[train] steps=64255 upd=13250 sps=7.1 ups=1.5 wm=1.68 actor=-0.05 ep_r=-18.100000381469727 gate=0 stage=hover
[train] steps=64505 upd=13300 sps=7.1 ups=1.5 wm=1.63 actor=-0.01 ep_r=-18.510000228881836 gate=0 stage=hover
[train] steps=64706 upd=13350 sps=7.1 ups=1.5 wm=1.73 actor=0.02 ep_r=-18.219999313354492 gate=0 stage=hover
[train] steps=64923 upd=13400 sps=7.1 ups=1.5 wm=1.67 actor=-0.03 ep_r=-19.450000762939453 gate=0 stage=hover
[train] steps=65167 upd=13450 sps=7.1 ups=1.5 wm=1.73 actor=-0.02 ep_r=-18.8799991607666 gate=0 stage=hover
[train] steps=65414 upd=13500 sps=7.1 ups=1.5 wm=1.64 actor=-0.01 ep_r=-18.100000381469727 gate=0 stage=hover
[train] steps=65629 upd=13550 sps=7.1 ups=1.5 wm=1.75 actor=-0.02 ep_r=-18.59000015258789 gate=0 stage=hover
[train] steps=65857 upd=13600 sps=7.1 ups=1.5 wm=1.67 actor=-0.06 ep_r=-18.8700008392334 gate=0 stage=hover
[train] steps=66084 upd=13650 sps=7.1 ups=1.5 wm=1.75 actor=-0.07 ep_r=-18.510000228881836 gate=0 stage=hover
[train] steps=66314 upd=13700 sps=7.1 ups=1.5 wm=1.71 actor=-0.02 ep_r=-20.079999923706055 gate=0 stage=hover
[train] steps=66534 upd=13750 sps=7.1 ups=1.5 wm=1.74 actor=-0.00 ep_r=-20.09000015258789 gate=0 stage=hover
[train] steps=66761 upd=13800 sps=7.1 ups=1.5 wm=1.77 actor=-0.04 ep_r=-20.610000610351562 gate=0 stage=hover
[train] steps=67089 upd=13850 sps=7.1 ups=1.5 wm=1.70 actor=0.33 ep_r=-21.260000228881836 gate=0 stage=hover
[train] steps=67455 upd=13900 sps=7.1 ups=1.5 wm=1.78 actor=0.15 ep_r=-20.360000610351562 gate=0 stage=hover
[train] steps=67771 upd=13950 sps=7.1 ups=1.5 wm=1.71 actor=0.11 ep_r=-19.979999542236328 gate=0 stage=hover
[train] steps=68080 upd=14000 sps=7.1 ups=1.5 wm=1.57 actor=0.02 ep_r=-18.81999969482422 gate=0 stage=hover
[train] steps=68334 upd=14050 sps=7.1 ups=1.5 wm=1.76 actor=0.05 ep_r=-20.34000015258789 gate=0 stage=hover
[train] steps=68546 upd=14100 sps=7.1 ups=1.5 wm=1.71 actor=0.07 ep_r=-19.920000076293945 gate=0 stage=hover
[train] steps=68824 upd=14150 sps=7.1 ups=1.5 wm=1.66 actor=0.02 ep_r=-19.579999923706055 gate=0 stage=hover
[train] steps=69072 upd=14200 sps=7.1 ups=1.5 wm=1.77 actor=0.06 ep_r=-18.079999923706055 gate=0 stage=hover
[train] steps=69340 upd=14250 sps=7.1 ups=1.5 wm=1.74 actor=0.07 ep_r=-20.09000015258789 gate=0 stage=hover
[train] steps=69559 upd=14300 sps=7.1 ups=1.5 wm=1.65 actor=0.03 ep_r=-17.959999084472656 gate=0 stage=hover
[train] steps=69803 upd=14350 sps=7.1 ups=1.5 wm=1.73 actor=0.03 ep_r=-17.8700008392334 gate=0 stage=hover
[train] checkpoint -> artifacts/runs/dreamer_small_1784878651/ckpt_70039.pt
[train] steps=70059 upd=14400 sps=7.1 ups=1.5 wm=1.67 actor=0.00 ep_r=-18.520000457763672 gate=0 stage=hover
[train] steps=70327 upd=14450 sps=7.1 ups=1.5 wm=1.73 actor=-0.02 ep_r=-18.229999542236328 gate=0 stage=hover
[train] steps=70619 upd=14500 sps=7.1 ups=1.5 wm=1.67 actor=0.01 ep_r=-19.350000381469727 gate=0 stage=hover
[train] steps=70881 upd=14550 sps=7.1 ups=1.5 wm=1.72 actor=-0.03 ep_r=-17.920000076293945 gate=0 stage=hover
[train] steps=71114 upd=14600 sps=7.1 ups=1.5 wm=1.69 actor=-0.04 ep_r=-18.09000015258789 gate=0 stage=hover
[train] steps=71364 upd=14650 sps=7.1 ups=1.5 wm=1.79 actor=-0.04 ep_r=-18.93000030517578 gate=0 stage=hover
[train] steps=71623 upd=14700 sps=7.1 ups=1.5 wm=1.70 actor=-0.04 ep_r=-18.110000610351562 gate=0 stage=hover
[train] steps=71873 upd=14750 sps=7.1 ups=1.5 wm=1.81 actor=0.02 ep_r=-18.5 gate=0 stage=hover
[train] steps=72136 upd=14800 sps=7.1 ups=1.5 wm=1.71 actor=-0.05 ep_r=-19.309999465942383 gate=0 stage=hover
[train] steps=72421 upd=14850 sps=7.2 ups=1.5 wm=1.73 actor=-0.04 ep_r=-18.510000228881836 gate=0 stage=hover
[train] steps=72682 upd=14900 sps=7.2 ups=1.5 wm=1.67 actor=-0.04 ep_r=-17.540000915527344 gate=0 stage=hover
[train] steps=72959 upd=14950 sps=7.2 ups=1.5 wm=1.64 actor=-0.14 ep_r=-20.31999969482422 gate=0 stage=hover
[train] steps=73222 upd=15000 sps=7.2 ups=1.5 wm=1.71 actor=-0.04 ep_r=-19.489999771118164 gate=0 stage=hover
[train] steps=73448 upd=15050 sps=7.2 ups=1.5 wm=1.66 actor=-0.10 ep_r=-18.969999313354492 gate=0 stage=hover
[train] steps=73708 upd=15100 sps=7.2 ups=1.5 wm=1.70 actor=-0.08 ep_r=-19.18000030517578 gate=0 stage=hover
[train] steps=73927 upd=15150 sps=7.2 ups=1.5 wm=1.62 actor=-0.08 ep_r=-18.280000686645508 gate=0 stage=hover
[train] steps=74150 upd=15200 sps=7.1 ups=1.5 wm=1.72 actor=-0.04 ep_r=-18.43000030517578 gate=0 stage=hover
[train] steps=74351 upd=15250 sps=7.1 ups=1.5 wm=1.75 actor=-0.09 ep_r=-17.799999237060547 gate=0 stage=hover
[train] steps=74580 upd=15300 sps=7.1 ups=1.5 wm=1.74 actor=-0.08 ep_r=-20.09000015258789 gate=0 stage=hover
[train] steps=74787 upd=15350 sps=7.1 ups=1.5 wm=1.73 actor=-0.08 ep_r=-17.68000030517578 gate=0 stage=hover
[train] steps=75040 upd=15400 sps=7.1 ups=1.5 wm=1.69 actor=0.01 ep_r=-18.049999237060547 gate=0 stage=hover
[train] steps=75234 upd=15450 sps=7.1 ups=1.5 wm=1.69 actor=-0.02 ep_r=-17.829999923706055 gate=0 stage=hover
[train] steps=75451 upd=15500 sps=7.1 ups=1.5 wm=1.69 actor=-0.10 ep_r=-18.0 gate=0 stage=hover
[train] steps=75638 upd=15550 sps=7.1 ups=1.5 wm=1.67 actor=-0.03 ep_r=-17.829999923706055 gate=0 stage=hover
[train] steps=75867 upd=15600 sps=7.1 ups=1.5 wm=1.65 actor=-0.09 ep_r=-18.139999389648438 gate=0 stage=hover
[train] steps=76060 upd=15650 sps=7.1 ups=1.5 wm=1.67 actor=-0.18 ep_r=-19.68000030517578 gate=0 stage=hover
[train] steps=76317 upd=15700 sps=7.1 ups=1.5 wm=1.71 actor=-0.09 ep_r=-17.860000610351562 gate=0 stage=hover
[train] steps=76524 upd=15750 sps=7.1 ups=1.5 wm=1.73 actor=-0.08 ep_r=-20.059999465942383 gate=0 stage=hover
[train] steps=76728 upd=15800 sps=7.1 ups=1.5 wm=1.68 actor=-0.09 ep_r=-18.040000915527344 gate=0 stage=hover
[train] steps=76944 upd=15850 sps=7.1 ups=1.5 wm=1.67 actor=-0.03 ep_r=-18.030000686645508 gate=0 stage=hover
[train] steps=77202 upd=15900 sps=7.1 ups=1.5 wm=1.66 actor=-0.04 ep_r=-18.84000015258789 gate=0 stage=hover
[train] steps=77458 upd=15950 sps=7.1 ups=1.5 wm=1.68 actor=-0.09 ep_r=-18.969999313354492 gate=0 stage=hover
[train] steps=77692 upd=16000 sps=7.1 ups=1.5 wm=1.65 actor=-0.11 ep_r=-18.559999465942383 gate=0 stage=hover
[train] steps=77908 upd=16050 sps=7.1 ups=1.5 wm=1.71 actor=-0.10 ep_r=-17.68000030517578 gate=0 stage=hover
[train] steps=78169 upd=16100 sps=7.1 ups=1.5 wm=1.72 actor=-0.09 ep_r=-19.020000457763672 gate=0 stage=hover
[train] steps=78430 upd=16150 sps=7.1 ups=1.5 wm=1.68 actor=-0.08 ep_r=-18.329999923706055 gate=0 stage=hover
[train] steps=78667 upd=16200 sps=7.1 ups=1.5 wm=1.70 actor=-0.07 ep_r=-19.06999969482422 gate=0 stage=hover
[train] steps=78926 upd=16250 sps=7.1 ups=1.5 wm=1.67 actor=-0.09 ep_r=-18.8700008392334 gate=0 stage=hover
[train] steps=79301 upd=16300 sps=7.1 ups=1.5 wm=1.65 actor=0.20 ep_r=-18.469999313354492 gate=0 stage=hover
[train] steps=79584 upd=16350 sps=7.1 ups=1.5 wm=1.71 actor=0.00 ep_r=-18.799999237060547 gate=0 stage=hover
[train] steps=79851 upd=16400 sps=7.1 ups=1.5 wm=1.71 actor=-0.05 ep_r=-18.739999771118164 gate=0 stage=hover
[train] checkpoint -> artifacts/runs/dreamer_small_1784878651/ckpt_80055.pt
[train] steps=80106 upd=16450 sps=7.1 ups=1.5 wm=1.64 actor=-0.07 ep_r=-17.780000686645508 gate=0 stage=hover
[train] steps=80350 upd=16500 sps=7.1 ups=1.5 wm=1.63 actor=-0.06 ep_r=-17.5 gate=0 stage=hover
[train] steps=80626 upd=16550 sps=7.1 ups=1.5 wm=1.68 actor=-0.06 ep_r=-17.739999771118164 gate=0 stage=hover
[train] steps=80890 upd=16600 sps=7.1 ups=1.5 wm=1.74 actor=-0.07 ep_r=-19.170000076293945 gate=0 stage=hover
[train] steps=81167 upd=16650 sps=7.1 ups=1.5 wm=1.66 actor=-0.10 ep_r=-18.059999465942383 gate=0 stage=hover
[train] steps=81431 upd=16700 sps=7.1 ups=1.5 wm=1.68 actor=-0.04 ep_r=-17.739999771118164 gate=0 stage=hover
[train] steps=81681 upd=16750 sps=7.1 ups=1.5 wm=1.63 actor=-0.03 ep_r=-19.3700008392334 gate=0 stage=hover
[train] steps=81921 upd=16800 sps=7.1 ups=1.5 wm=1.71 actor=-0.04 ep_r=-18.100000381469727 gate=0 stage=hover
[train] steps=82140 upd=16850 sps=7.1 ups=1.5 wm=1.66 actor=-0.11 ep_r=-18.299999237060547 gate=0 stage=hover
[train] steps=82373 upd=16900 sps=7.1 ups=1.5 wm=1.69 actor=0.01 ep_r=-17.700000762939453 gate=0 stage=hover
[train] steps=82635 upd=16950 sps=7.1 ups=1.5 wm=1.71 actor=-0.09 ep_r=-18.0 gate=0 stage=hover
[train] steps=82904 upd=17000 sps=7.1 ups=1.5 wm=1.72 actor=-0.12 ep_r=-17.81999969482422 gate=0 stage=hover
[train] steps=83143 upd=17050 sps=7.1 ups=1.5 wm=1.62 actor=-0.09 ep_r=-18.959999084472656 gate=0 stage=hover
[train] steps=83442 upd=17100 sps=7.1 ups=1.5 wm=1.69 actor=-0.02 ep_r=-18.290000915527344 gate=0 stage=hover
[train] steps=83683 upd=17150 sps=7.1 ups=1.5 wm=1.70 actor=-0.06 ep_r=-17.84000015258789 gate=0 stage=hover
[train] steps=83910 upd=17200 sps=7.1 ups=1.5 wm=1.63 actor=-0.02 ep_r=-17.850000381469727 gate=0 stage=hover
[train] steps=84167 upd=17250 sps=7.1 ups=1.5 wm=1.56 actor=-0.07 ep_r=-17.6200008392334 gate=0 stage=hover
[train] steps=84439 upd=17300 sps=7.1 ups=1.5 wm=1.67 actor=-0.07 ep_r=-19.469999313354492 gate=0 stage=hover
[train] steps=84685 upd=17350 sps=7.1 ups=1.5 wm=1.69 actor=-0.04 ep_r=-18.59000015258789 gate=0 stage=hover
[train] steps=84942 upd=17400 sps=7.1 ups=1.5 wm=1.64 actor=-0.04 ep_r=-17.530000686645508 gate=0 stage=hover
[train] steps=85207 upd=17450 sps=7.1 ups=1.5 wm=1.62 actor=-0.08 ep_r=-17.770000457763672 gate=0 stage=hover
[train] steps=85491 upd=17500 sps=7.1 ups=1.5 wm=1.68 actor=-0.09 ep_r=-17.959999084472656 gate=0 stage=hover
[train] steps=85799 upd=17550 sps=7.1 ups=1.5 wm=1.72 actor=-0.05 ep_r=-19.389999389648438 gate=0 stage=hover
[train] steps=86035 upd=17600 sps=7.1 ups=1.5 wm=1.68 actor=-0.04 ep_r=-19.440000534057617 gate=0 stage=hover
[train] steps=86295 upd=17650 sps=7.1 ups=1.5 wm=1.68 actor=-0.12 ep_r=-20.06999969482422 gate=0 stage=hover
[train] steps=86552 upd=17700 sps=7.1 ups=1.5 wm=1.68 actor=-0.08 ep_r=-19.09000015258789 gate=0 stage=hover
[train] steps=86803 upd=17750 sps=7.1 ups=1.5 wm=1.63 actor=-0.10 ep_r=-18.93000030517578 gate=0 stage=hover
[train] steps=87050 upd=17800 sps=7.1 ups=1.5 wm=1.69 actor=-0.04 ep_r=-18.530000686645508 gate=0 stage=hover
[train] steps=87327 upd=17850 sps=7.1 ups=1.5 wm=1.64 actor=-0.02 ep_r=-18.600000381469727 gate=0 stage=hover
[train] steps=87573 upd=17900 sps=7.1 ups=1.5 wm=1.71 actor=0.00 ep_r=-18.600000381469727 gate=0 stage=hover
[train] steps=87790 upd=17950 sps=7.1 ups=1.5 wm=1.73 actor=-0.05 ep_r=-18.049999237060547 gate=0 stage=hover
[train] steps=88020 upd=18000 sps=7.1 ups=1.5 wm=1.74 actor=-0.00 ep_r=-17.93000030517578 gate=0 stage=hover
[train] steps=88238 upd=18050 sps=7.1 ups=1.5 wm=1.72 actor=-0.04 ep_r=-17.739999771118164 gate=0 stage=hover
[train] steps=88514 upd=18100 sps=7.1 ups=1.5 wm=1.65 actor=-0.07 ep_r=-17.899999618530273 gate=0 stage=hover
[train] steps=88739 upd=18150 sps=7.1 ups=1.5 wm=1.63 actor=-0.08 ep_r=-18.350000381469727 gate=0 stage=hover
[train] steps=88946 upd=18200 sps=7.1 ups=1.5 wm=1.72 actor=-0.00 ep_r=-18.6200008392334 gate=0 stage=hover
[train] steps=89200 upd=18250 sps=7.1 ups=1.5 wm=1.73 actor=-0.02 ep_r=-18.799999237060547 gate=0 stage=hover
[train] steps=89468 upd=18300 sps=7.1 ups=1.5 wm=1.65 actor=-0.06 ep_r=-18.959999084472656 gate=0 stage=hover
[train] steps=89692 upd=18350 sps=7.1 ups=1.5 wm=1.73 actor=-0.05 ep_r=-17.690000534057617 gate=0 stage=hover
[train] steps=89927 upd=18400 sps=7.1 ups=1.5 wm=1.67 actor=-0.05 ep_r=-19.459999084472656 gate=0 stage=hover
[train] checkpoint -> artifacts/runs/dreamer_small_1784878651/ckpt_90069.pt
[train] steps=90189 upd=18450 sps=7.1 ups=1.5 wm=1.76 actor=-0.02 ep_r=-17.6200008392334 gate=0 stage=hover
[train] steps=90452 upd=18500 sps=7.1 ups=1.5 wm=1.74 actor=-0.04 ep_r=-17.93000030517578 gate=0 stage=hover
[train] steps=90727 upd=18550 sps=7.1 ups=1.5 wm=1.76 actor=-0.01 ep_r=-18.299999237060547 gate=0 stage=hover
[train] steps=90966 upd=18600 sps=7.1 ups=1.5 wm=1.61 actor=-0.07 ep_r=-17.8700008392334 gate=0 stage=hover
[train] steps=91163 upd=18650 sps=7.1 ups=1.5 wm=1.70 actor=-0.03 ep_r=-17.6200008392334 gate=0 stage=hover
[train] steps=91404 upd=18700 sps=7.1 ups=1.5 wm=1.68 actor=-0.05 ep_r=-18.040000915527344 gate=0 stage=hover
[train] steps=91662 upd=18750 sps=7.1 ups=1.5 wm=1.67 actor=-0.07 ep_r=-17.979999542236328 gate=0 stage=hover
[train] steps=91914 upd=18800 sps=7.1 ups=1.5 wm=1.68 actor=-0.07 ep_r=-17.799999237060547 gate=0 stage=hover
[train] steps=92156 upd=18850 sps=7.1 ups=1.5 wm=1.64 actor=-0.08 ep_r=-17.850000381469727 gate=0 stage=hover
[train] steps=92386 upd=18900 sps=7.1 ups=1.5 wm=1.64 actor=-0.10 ep_r=-19.8799991607666 gate=0 stage=hover
[train] steps=92615 upd=18950 sps=7.1 ups=1.5 wm=1.67 actor=-0.05 ep_r=-17.8799991607666 gate=0 stage=hover
[train] steps=92889 upd=19000 sps=7.1 ups=1.5 wm=1.70 actor=-0.03 ep_r=-18.1299991607666 gate=0 stage=hover
[train] steps=93164 upd=19050 sps=7.1 ups=1.5 wm=1.63 actor=-0.07 ep_r=-18.09000015258789 gate=0 stage=hover
[train] steps=93419 upd=19100 sps=7.1 ups=1.5 wm=1.72 actor=-0.03 ep_r=-17.809999465942383 gate=0 stage=hover
[train] steps=93684 upd=19150 sps=7.1 ups=1.5 wm=1.64 actor=-0.06 ep_r=-17.93000030517578 gate=0 stage=hover
[train] steps=93976 upd=19200 sps=7.1 ups=1.5 wm=1.64 actor=-0.04 ep_r=-19.219999313354492 gate=0 stage=hover
[train] steps=94244 upd=19250 sps=7.1 ups=1.5 wm=1.69 actor=-0.05 ep_r=-17.899999618530273 gate=0 stage=hover
[train] steps=94513 upd=19300 sps=7.1 ups=1.5 wm=1.68 actor=-0.04 ep_r=-17.81999969482422 gate=0 stage=hover
[train] steps=94763 upd=19350 sps=7.1 ups=1.5 wm=1.69 actor=-0.06 ep_r=-18.010000228881836 gate=0 stage=hover
[train] steps=95038 upd=19400 sps=7.1 ups=1.5 wm=1.69 actor=-0.08 ep_r=-18.93000030517578 gate=0 stage=hover
[train] steps=95289 upd=19450 sps=7.1 ups=1.5 wm=1.66 actor=0.02 ep_r=-18.780000686645508 gate=0 stage=hover
[train] steps=95522 upd=19500 sps=7.1 ups=1.5 wm=1.66 actor=-0.07 ep_r=-18.850000381469727 gate=0 stage=hover
[train] steps=95761 upd=19550 sps=7.1 ups=1.5 wm=1.70 actor=-0.09 ep_r=-18.920000076293945 gate=0 stage=hover
[train] steps=96025 upd=19600 sps=7.1 ups=1.5 wm=1.60 actor=-0.08 ep_r=-18.190000534057617 gate=0 stage=hover
[train] steps=96256 upd=19650 sps=7.1 ups=1.5 wm=1.73 actor=-0.03 ep_r=-17.780000686645508 gate=0 stage=hover
