step,thrust_cmd,roll_cmd,pitch_cmd,yaw_cmd,a_thrust,a_roll,a_pitch,a_yaw,gyro_x,gyro_y,gyro_z,ax,ay,az,tilt_roll,tilt_pitch,gate_visible,reward,r_collision,r_progress,r_gate,active_gate,term_reason
0,0.282,+0.000,-0.152,-0.000,+0.025,-0.000,+0.051,+0.000,+0.000,+0.000,-0.000,-3.00,+0.00,-9.34,+0.000,+0.311,1,-0.001,+0.00,+0.000,+0.0,0,
1,0.282,+0.000,-0.125,-0.000,+0.025,-0.000,+0.042,+0.000,+0.000,+0.000,-0.000,-3.00,+0.00,-9.34,+0.000,+0.311,1,-0.002,+0.00,+0.000,+0.0,0,
2,0.282,-0.001,-0.104,-0.000,+0.025,+0.000,+0.035,+0.000,-0.009,-0.006,+0.004,-2.69,+0.01,-9.37,+0.001,+0.280,1,-0.003,+0.00,-0.001,+0.0,0,
3,0.282,-0.000,-0.049,-0.000,+0.025,+0.000,+0.016,+0.000,+0.001,+0.322,+0.001,-1.15,+0.00,-10.11,+0.000,+0.113,1,-0.368,+0.00,-0.367,+0.0,0,
4,0.282,-0.000,-0.040,-0.000,+0.025,+0.000,+0.013,+0.000,+0.001,+0.287,-0.000,-0.02,+0.00,-9.85,+0.000,+0.002,1,+0.331,+0.00,+0.333,+0.0,0,
5,0.282,-0.000,-0.058,-0.000,+0.025,+0.000,+0.019,+0.000,+0.000,+0.091,-0.000,-0.01,+0.00,-10.44,+0.000,+0.001,1,-0.006,+0.00,-0.004,+0.0,0,
6,0.282,-0.000,-0.048,-0.000,+0.025,+0.000,+0.016,+0.000,+0.000,+0.158,+0.000,-0.02,+0.00,-10.68,+0.000,+0.002,1,+0.008,+0.00,+0.010,+0.0,0,
7,0.282,-0.000,-0.046,-0.000,+0.025,+0.000,+0.015,+0.000,+0.000,+0.160,+0.000,-0.02,+0.00,-10.76,+0.000,+0.002,1,-0.010,+0.00,-0.009,+0.0,0,
8,0.282,-0.000,-0.047,-0.000,+0.025,+0.000,+0.016,+0.000,+0.000,+0.127,-0.000,-0.03,+0.00,-10.80,+0.000,+0.002,1,+0.005,+0.00,+0.007,+0.0,0,
9,0.282,-0.000,-0.045,-0.000,+0.025,+0.000,+0.015,+0.000,+0.000,+0.131,-0.000,-0.03,+0.00,-10.81,+0.000,+0.003,1,-0.381,+0.00,-0.379,+0.0,0,
10,0.282,-0.000,-0.044,-0.000,+0.025,+0.000,+0.015,+0.000,+0.000,+0.126,-0.000,-0.04,+0.00,-10.80,+0.000,+0.004,1,+0.508,+0.00,+0.510,+0.0,0,
11,0.282,-0.000,-0.043,-0.000,+0.025,+0.000,+0.014,+0.000,+0.000,+0.119,+0.000,-0.05,+0.00,-10.79,+0.000,+0.005,1,+0.053,+0.00,+0.054,+0.0,0,
12,0.282,-0.000,-0.044,-0.000,+0.025,+0.000,+0.015,+0.000,+0.000,+0.117,+0.000,-0.06,+0.00,-10.78,+0.000,+0.005,1,-0.109,+0.00,-0.108,+0.0,0,
13,0.282,-0.000,-0.042,-0.000,+0.025,+0.000,+0.014,+0.000,+0.000,+0.116,-0.000,-0.07,+0.00,-10.77,+0.000,+0.007,1,+0.005,+0.00,+0.007,+0.0,0,
14,0.282,-0.000,-0.042,-0.000,+0.025,+0.000,+0.014,+0.000,+0.000,+0.113,-0.000,-0.08,+0.00,-10.76,+0.000,+0.008,1,+0.003,+0.00,+0.005,+0.0,0,
15,0.282,-0.000,-0.041,-0.000,+0.025,+0.000,+0.014,+0.000,+0.000,+0.109,+0.000,-0.10,+0.00,-10.75,+0.000,+0.009,1,+0.002,+0.00,+0.004,+0.0,0,
16,0.282,-0.000,-0.040,-0.000,+0.025,+0.000,+0.013,+0.000,+0.000,+0.107,+0.000,-0.12,+0.00,-10.73,+0.000,+0.011,1,+0.005,+0.00,+0.006,+0.0,0,
17,0.282,-0.000,-0.041,-0.000,+0.025,+0.000,+0.014,+0.000,+0.000,+0.106,+0.000,-0.12,+0.00,-10.73,+0.000,+0.011,1,+0.001,+0.00,+0.003,+0.0,0,
18,0.282,-0.000,-0.040,-0.000,+0.025,+0.000,+0.013,+0.000,+0.000,+0.105,-0.000,-0.16,+0.00,-10.71,+0.000,+0.015,1,-0.001,+0.00,+0.000,+0.0,0,
19,0.282,-0.000,-0.039,-0.000,+0.025,+0.000,+0.013,+0.000,+0.000,+0.104,-0.000,-0.17,+0.00,-10.70,+0.000,+0.016,1,+0.006,+0.00,+0.008,+0.0,0,
20,0.282,-0.000,-0.038,-0.000,+0.025,+0.000,+0.013,+0.000,+0.000,+0.099,+0.000,-0.20,+0.00,-10.68,+0.000,+0.019,1,-0.004,+0.00,-0.002,+0.0,0,
21,0.282,-0.000,-0.038,-0.000,+0.025,+0.000,+0.013,+0.000,+0.000,+0.098,+0.000,-0.22,+0.00,-10.67,+0.000,+0.021,1,+0.118,+0.00,+0.119,+0.0,0,
22,0.282,-0.000,-0.038,-0.000,+0.025,+0.000,+0.013,+0.000,+0.000,+0.097,+0.000,-0.23,+0.00,-10.66,+0.000,+0.022,1,+0.007,+0.00,+0.008,+0.0,0,
23,0.282,-0.000,-0.037,-0.000,+0.025,+0.000,+0.012,+0.000,+0.000,+0.095,-0.000,-0.27,+0.00,-10.64,+0.000,+0.026,1,+0.009,+0.00,+0.011,+0.0,0,
24,0.282,-0.000,-0.036,-0.000,+0.025,+0.000,+0.012,+0.000,+0.000,+0.092,-0.000,-0.30,+0.00,-10.63,+0.000,+0.028,1,-0.189,+0.00,-0.187,+0.0,0,
25,0.282,-0.000,-0.035,-0.000,+0.025,+0.000,+0.012,+0.000,+0.000,+0.090,+0.000,-0.32,+0.00,-10.62,+0.000,+0.030,1,-0.005,+0.00,-0.003,+0.0,0,
26,0.282,-0.000,-0.034,-0.000,+0.025,+0.000,+0.011,+0.000,+0.000,+0.087,-0.000,-0.36,+0.00,-10.60,+0.000,+0.034,1,+0.004,+0.00,+0.005,+0.0,0,
27,0.282,-0.000,-0.033,-0.000,+0.025,+0.000,+0.011,+0.000,+0.000,+0.086,-0.000,-0.37,+0.00,-10.59,+0.000,+0.035,1,+0.008,+0.00,+0.010,+0.0,0,
28,0.282,-0.000,-0.032,-0.000,+0.025,+0.000,+0.011,+0.000,+0.000,+0.083,+0.000,-0.41,+0.00,-10.58,+0.000,+0.039,1,+0.004,+0.00,+0.005,+0.0,0,
29,0.282,-0.000,-0.031,-0.000,+0.025,+0.000,+0.010,+0.000,+0.000,+0.081,-0.000,-0.44,-0.00,-10.57,-0.000,+0.042,1,+0.000,+0.00,+0.002,+0.0,0,
30,0.282,-0.000,-0.029,-0.000,+0.025,+0.000,+0.010,+0.000,+0.000,+0.078,-0.000,-0.48,+0.00,-10.55,+0.000,+0.045,1,+0.001,+0.00,+0.002,+0.0,0,
31,0.282,-0.000,-0.029,-0.000,+0.025,+0.000,+0.010,+0.000,+0.000,+0.074,-0.000,-0.52,+0.00,-10.54,+0.000,+0.049,1,+0.015,+0.00,+0.016,+0.0,0,
32,0.282,-0.000,-0.027,-0.000,+0.025,+0.000,+0.009,+0.000,+0.000,+0.072,-0.000,-0.55,+0.00,-10.52,+0.000,+0.053,1,+0.003,+0.00,+0.005,+0.0,0,
33,0.282,-0.000,-0.025,-0.000,+0.025,+0.000,+0.008,+0.000,+0.000,+0.069,+0.000,-0.67,+0.00,-10.47,+0.000,+0.064,1,+0.000,+0.00,+0.002,+0.0,0,
34,0.282,-0.000,-0.024,-0.000,+0.025,+0.000,+0.008,+0.000,+0.000,+0.064,-0.000,-0.63,-0.00,-10.49,-0.000,+0.060,1,+0.008,+0.00,+0.010,+0.0,0,
35,0.282,-0.000,-0.022,-0.000,+0.025,+0.000,+0.007,+0.000,+0.000,+0.060,+0.000,-0.68,+0.00,-10.48,+0.000,+0.064,1,+0.005,+0.00,+0.006,+0.0,0,
36,0.282,-0.000,-0.021,-0.000,+0.025,+0.000,+0.007,+0.000,+0.000,+0.057,+0.000,-0.71,+0.00,-10.47,+0.000,+0.068,1,+0.012,+0.00,+0.014,+0.0,0,
37,0.282,-0.000,-0.020,-0.000,+0.025,+0.000,+0.007,+0.000,+0.000,+0.054,-0.000,-0.75,-0.00,-10.45,-0.000,+0.072,1,+0.006,+0.00,+0.008,+0.0,0,
38,0.282,-0.000,-0.018,-0.000,+0.025,+0.000,+0.006,+0.000,+0.000,+0.050,-0.000,-0.80,+0.00,-10.44,+0.000,+0.076,1,+0.009,+0.00,+0.010,+0.0,0,
39,0.282,+0.000,-0.016,-0.000,+0.025,-0.000,+0.005,+0.000,+0.000,+0.046,-0.000,-0.85,+0.00,-10.42,+0.000,+0.081,1,+0.014,+0.00,+0.016,+0.0,0,
40,0.282,-0.000,-0.014,-0.000,+0.025,+0.000,+0.005,+0.000,-0.000,+0.042,+0.000,-0.89,+0.00,-10.41,+0.000,+0.085,1,+0.011,+0.00,+0.013,+0.0,0,
41,0.282,+0.000,-0.013,-0.000,+0.025,-0.000,+0.004,+0.000,+0.000,+0.038,-0.000,-0.93,-0.00,-10.40,-0.000,+0.089,1,+0.005,+0.00,+0.007,+0.0,0,
42,0.282,+0.000,-0.011,-0.000,+0.025,-0.000,+0.004,+0.000,+0.000,+0.033,+0.000,-0.98,+0.00,-10.39,+0.000,+0.094,1,+0.007,+0.00,+0.009,+0.0,0,
